Nome;Origem;MesFlorescimento;Fases
Phyteuma nigrum F. W. Schmidt;nativa;3;0
Phyteuma orbiculare L. s. l.;nativa;4;0
Phyteuma ovatum Honck.;nativa;2;0
Phyteuma spicatum L.;nativa;3;0
Picea abies (L.) H. Karst.;nativa;3;0
Picris hieracioides L. s. l.;nativa;4;0
Pilularia globulifera L.;nativa;3;0
Pimpinella major (L.) Huds.;nativa;4;0
Pimpinella nigra Mill. s. str.;nativa;3;0
Pimpinella saxifraga L.;nativa;3;0
Pinguicula alpina L.;nativa;2;0
Pinguicula vulgaris L.;nativa;2;0
Pinus cembra L.;nativa;2;0
Pinus mugo Turra s. str.;nativa;3;0
Pinus sylvestris L.;nativa;2;0
Pinus uncinata DC. s. str.;nativa;2;0
Pinus x rotundata Link (Pinus mugo x P. uncinata);nativa;3;0
Plantago alpina L.;nativa;3;0
Plantago atrata Hoppe;nativa;4;0
Plantago coronopus L.;nativa;4;0
Plantago intermedia DC.;nativa;5;0
Plantago major L. s. str.;nativa;5;0
Plantago maritima L. s. l.;nativa;4;0
Plantago media L.;nativa;5;0
Plantago strictissima L.;nativa;3;0
Plantago winteri Wirtg.;nativa;3;0
Platanthera bifolia (L.) Rich.;nativa;3;0
Platanthera chlorantha (Custer) Rchb.;nativa;3;0
Pleurospermum austriacum (L.) Hoffm.;nativa;2;0
Poa alpina L.;nativa;3;0
Poa angustifolia L.;nativa;2;0
Poa annua L.;nativa;12;0
Poa badensis Haenke ex Willd.;nativa;3;0
Poa bulbosa L.;nativa;2;0
Poa cenisia All.;nativa;3;0
Poa chaixii Vill.;nativa;2;0
Poa compressa L.;nativa;2;0
Poa glauca Vahl;nativa;2;0
Poa humilis Ehrh. ex Hoffm.;nativa;2;0
Poa hybrida Gaudin;nativa;2;0
Poa minor Gaudin;nativa;2;0
Poa nemoralis L.;nativa;2;0
Poa palustris L.;nativa;2;0
Poa pratensis L. s. str.;nativa;2;0
Poa remota Forselles;nativa;2;0
Poa supina Schrad.;nativa;3;0
Poa trivialis L. s. l.;nativa;2;0
Podospermum laciniatum (L.) DC.;nativa;3;0
Polemonium caeruleum L.;nativa;2;0
Polycnemum verrucosum Lang;nativa;4;0
Polygala alpestris Rchb.;nativa;2;0
Polygala amara L.;nativa;2;0
Polygala amarella Crantz;nativa;3;0
Polygala calcarea F. W. Schultz;nativa;3;0
Polygala chamaebuxus L.;nativa;3;0
Polygala comosa Schkuhr;nativa;2;0
Polygala serpyllifolia Hose;nativa;5;0
Polygala vulgaris L. s. l.;nativa;4;0
Polygonatum multiflorum (L.) All.;nativa;2;0
Polygonatum odoratum (Mill.) Druce;nativa;2;0
Polygonatum verticillatum (L.) All.;nativa;2;0
Polygonum arenastrum Boreau s. l.;nativa;5;0
Polygonum aviculare L. (s. l.);nativa;7;0
Polygonum oxyspermum C. A. Mey. & Bunge ex Ledeb. s. l.;nativa;3;0
Polypodium interjectum Shivas;nativa;2;0
Polypodium vulgare L.;nativa;2;0
Polystichum aculeatum (L.) Roth;nativa;2;0
Polystichum braunii (Spenn.) FÇe;nativa;2;0
Polystichum lonchitis (L.) Roth;nativa;3;0
Polystichum setiferum (Forssk.) Woyn.;nativa;2;0
Populus alba L.;nativa;2;0
Populus nigra L.;nativa;1;0
Populus tremula L.;nativa;2;0
Populus x canescens (Aiton) Sm. (Populus alba x P. tremula);nativa;2;0
Potamogeton acutifolius Link ex Roem. & Schult.;nativa;3;0
Potamogeton alpinus Balb.;nativa;3;0
Potamogeton berchtoldii Fieber;nativa;4;0
Potamogeton coloratus Hornem.;nativa;3;0
Potamogeton compressus L.;nativa;2;0
Potamogeton crispus L.;nativa;5;0
Potamogeton filiformis Pers.;nativa;2;0
Potamogeton friesii Rupr.;nativa;3;0
Potamogeton gramineus L.;nativa;2;0
Potamogeton lucens L.;nativa;3;0
Potamogeton natans L.;nativa;3;0
Potamogeton nodosus Poir.;nativa;3;0
Potamogeton obtusifolius Mert. & W. D. J. Koch;nativa;3;0
Potamogeton pectinatus L. sensu s. str.;nativa;3;0
Potamogeton perfoliatus L.;nativa;3;0
Potamogeton polygonifolius Pourr.;nativa;3;0
Potamogeton praelongus Wulfen;nativa;2;0
Potamogeton pusillus L.;nativa;4;0
Potamogeton rutilus Wolfg.;nativa;2;0
Potamogeton trichoides Cham. & Schltdl.;nativa;2;0
Potamogeton x angustifolius J. Presl (Potamogeton lucens x P. gramineus);nativa;2;0
Potamogeton x nitens Weber (Potamogeton gramineus x P. perfoliatus);nativa;2;0
Potamogeton x salicifolius Wolfg. (Potamogeton lucens x P. perfoliatus);nativa;2;0
Potentilla alba L.;nativa;3;0
Potentilla anglica Laichard.;nativa;3;0
Potentilla anserina L.;nativa;4;0
Potentilla argentea L. s. str.;nativa;5;0
Potentilla aurea L.;nativa;4;0
Potentilla brauneana Hoppe ex Nestl.;nativa;2;0
Potentilla caulescens L.;nativa;3;0
Potentilla clusiana Jacq.;nativa;3;0
Potentilla collina Wibel;nativa;3;0
Potentilla crantzii (Crantz) Beck ex Fritsch;nativa;2;0
Potentilla erecta (L.) Raeusch.;nativa;4;0
Potentilla heptaphylla L.;nativa;3;0
Potentilla incana Gaertn., B. Mey. & Scherb.;nativa;3;0
Potentilla leucopolitana P. J. MÅll.;nativa;3;0
Potentilla micrantha Ramond ex DC.;nativa;3;0
Potentilla neglecta Baumg.;nativa;5;0
Potentilla palustris (L.) Scop.;nativa;2;0
Potentilla pusilla Host;nativa;2;0
Potentilla reptans L.;nativa;3;0
Potentilla rupestris L.;nativa;3;0
Potentilla sterilis (L.) Garcke;nativa;3;0
Potentilla supina L.;nativa;5;0
Potentilla tabernaemontani Asch.;nativa;3;0
Potentilla thuringiaca Bernh. ex Link;nativa;3;0
Potentilla x mixta Nolte ex W. D. J. Koch (Potentilla anglica x P. reptans);nativa;5;0
Prenanthes purpurea L.;nativa;2;0
Primula auricula L.;nativa;3;0
Primula clusiana Tausch;nativa;3;0
Primula elatior (L.) Hill;nativa;3;0
Primula farinosa L.;nativa;3;0
Primula hirsuta All.;nativa;4;0
Primula minima L.;nativa;2;0
Primula veris L.;nativa;3;0
Primula vulgaris Huds.;nativa;4;0
Pritzelago alpina (L.) Kuntze;nativa;4;0
Prunella grandiflora (L.) Scholler;nativa;3;0
Prunella laciniata (L.) L.;nativa;3;0
Prunella vulgaris L.;nativa;4;0
Prunus avium (L.) L.;nativa;2;0
Prunus fruticosa Pall.;nativa;2;0
Prunus mahaleb L.;nativa;2;0
Prunus padus L.;nativa;2;0
Prunus spinosa L. s. str.;nativa;2;0
Pseudognaphalium luteoalbum (L.) Hilliard & B. L. Burtt;nativa;4;0
Pseudolysimachion longifolium (L.) Opiz;nativa;3;0
Pseudolysimachion spicatum (L.) Opiz;nativa;3;0
Pseudolysimachion spurium (L.) Opiz;nativa;3;0
Pseudorchis albida (L.) è. Lîve & D. Lîve;nativa;3;0
Psilathera ovata (Hoppe) Deyl;nativa;2;0
Pteridium aquilinum (L.) Kuhn;nativa;3;0
Puccinellia capillaris (Lilj.) Jansen;nativa;4;0
Puccinellia distans (Jacq.) Parl. s. str.;nativa;3;0
Puccinellia limosa (Schur) E. Holmb.;nativa;4;0
Puccinellia maritima (Huds.) Parl.;nativa;4;0
Pulicaria dysenterica (L.) Bernh.;nativa;3;0
Pulicaria vulgaris Gaertn.;nativa;2;0
Pulmonaria angustifolia L.;nativa;3;0
Pulmonaria collina Sauer;nativa;3;0
Pulmonaria mollis Wulfen ex Hornem.;nativa;2;0
Pulmonaria montana Lej.;nativa;3;0
Pulmonaria obscura Dumort.;nativa;3;0
Pulmonaria officinalis L.;nativa;3;0
Pulsatilla alpina (L.) Delarbre s. str.;nativa;4;0
Pulsatilla micrantha (DC.) Sweet;nativa;4;0
Pulsatilla patens (L.) Mill.;nativa;2;0
Pulsatilla pratensis (L.) Mill.;nativa;2;0
Pulsatilla vernalis (L.) Mill.;nativa;3;0
Pulsatilla vulgaris Mill. s. l.;nativa;2;0
Pyrola chlorantha Sw.;nativa;2;0
Pyrola media Sw.;nativa;2;0
Pyrola minor L.;nativa;2;0
Pyrola rotundifolia L.;nativa;2;0
Pyrus pyraster Burgsd.;nativa;2;0
Quercus petraea Liebl.;nativa;1;0
Quercus pubescens Willd.;nativa;1;0
Quercus robur L.;nativa;1;0
Radiola linoides Roth;nativa;2;0
Ranunculus aconitifolius L.;nativa;3;0
Ranunculus acris L.;nativa;5;0
Ranunculus alpestris L.;nativa;4;0
Ranunculus aquatilis L.;nativa;6;0
Ranunculus baudotii Godr.;nativa;5;0
Ranunculus bulbosus L.;nativa;3;0
Ranunculus carinthiacus Hoppe;nativa;3;0
Ranunculus circinatus Sibth.;nativa;4;0
Ranunculus ficaria L.;nativa;3;0
Ranunculus flammula L.;nativa;5;0
Ranunculus fluitans Lam.;nativa;3;0
Ranunculus glacialis L.;nativa;2;0
Ranunculus hederaceus L.;nativa;4;0
Ranunculus hybridus Biria;nativa;3;0
Ranunculus illyricus L.;nativa;2;0
Ranunculus lanuginosus L.;nativa;3;0
Ranunculus lingua L.;nativa;3;0
Ranunculus montanus Willd.;nativa;6;0
Ranunculus nemorosus DC.;nativa;3;0
Ranunculus ololeucos J. Lloyd;nativa;4;0
Ranunculus parnassiifolius L.;nativa;3;0
Ranunculus peltatus Schrank s. str.;nativa;5;0
Ranunculus penicillatus (Dumort.) Bab.;nativa;5;0
Ranunculus platanifolius L.;nativa;3;0
Ranunculus polyanthemoides Boreau;nativa;3;0
Ranunculus polyanthemophyllus W. Koch & Hess;nativa;3;0
Ranunculus polyanthemos L. s. str.;nativa;4;0
Ranunculus repens L.;nativa;4;0
Ranunculus reptans L.;nativa;3;0
Ranunculus sardous Crantz;nativa;4;0
Ranunculus sceleratus L.;nativa;5;0
Ranunculus serpens Schrank;nativa;3;0
Ranunculus trichophyllus Chaix s. l.;nativa;5;0
Ranunculus tripartitus DC.;nativa;3;0
Ranunculus villarsii DC.;nativa;5;0
Rapistrum perenne (L.) All.;nativa;3;0
Rhamnus cathartica L.;nativa;2;0
Rhamnus pumila Turra;nativa;2;0
Rhamnus saxatilis Jacq.;nativa;2;0
Rhinanthus alectorolophus (Scop.) Pollich s. l.;nativa;4;0
Rhinanthus angustifolius C. C. Gmel. s. l.;nativa;5;0
Rhinanthus glacialis Personnat;nativa;4;0
Rhinanthus minor L.;nativa;5;0
Rhinanthus pulcher GÅnther & Schummel ex Opiz;nativa;3;0
Rhinanthus rumelicus Velen.;nativa;4;0
Rhodiola rosea L.;nativa;3;0
Rhododendron ferrugineum L.;nativa;3;0
Rhododendron hirsutum L.;nativa;3;0
Rhodothamnus chamaecistus (L.) Rchb.;nativa;2;0
Rhynchospora alba (L.) Vahl;nativa;2;0
Rhynchospora fusca (L.) W. T. Aiton;nativa;2;0
Ribes alpinum L.;nativa;2;0
Ribes nigrum L.;nativa;2;0
Ribes petraeum Wulfen;nativa;3;0
Ribes rubrum L.;nativa;2;0
Ribes spicatum Robson;nativa;2;0
Ribes uva-crispa L.;nativa;2;0
Roegneria canina (L.) Nevski;nativa;2;0
Rorippa amphibia (L.) Besser;nativa;4;0
Rorippa anceps (Wahlenb.) Rchb.;nativa;5;0
Rorippa austriaca (Crantz) Besser;nativa;3;0
Rorippa palustris (L.) Besser;nativa;4;0
Rorippa pyrenaica (Lam.) Rchb.;nativa;4;0
Rorippa sylvestris (L.) Besser;nativa;5;0
Rosa abietina Gren. ex H. Christ;nativa;2;0
Rosa agrestis Savi;nativa;2;0
Rosa arvensis Huds.;nativa;2;0
Rosa caesia Sm. s. str.;nativa;2;0
Rosa canina L. s. l.;nativa;3;0
Rosa corymbifera Borkh. s. l.;nativa;2;0
Rosa dumalis Bechst.;nativa;2;0
Rosa elliptica Tausch;nativa;2;0
Rosa gallica L.;nativa;2;0
Rosa glauca Pourr.;nativa;2;0
Rosa inodora Fr.;nativa;2;0
Rosa jundzillii Besser;nativa;2;0
Rosa majalis Herrm.;nativa;3;0
Rosa micrantha Borrer ex Sm.;nativa;2;0
Rosa mollis Sm.;nativa;2;0
Rosa pendulina L.;nativa;2;0
Rosa pseudoscabriuscula (R. Keller) Henker & G. Schulze;nativa;2;0
Rosa rubiginosa L.;nativa;2;0
Rosa sherardii Davies;nativa;2;0
Rosa spinosissima L.;nativa;2;0
Rosa stylosa Desv.;nativa;2;0
Rosa subcanina (H. Christ) R. Keller;nativa;2;0
Rosa subcollina (H. Christ) R. Keller;nativa;2;0
Rosa tomentella LÇman;nativa;2;0
Rosa tomentosa Sm.;nativa;2;0
Rosa villosa L.;nativa;2;0
Rubus acanthodes Hofm.;nativa;2;0
Rubus adornatoides H. E. Weber;nativa;2;0
Rubus adornatus P. J. MÅll. ex Wirtg.;nativa;2;0
Rubus adspersus Weihe ex H. E. Weber;nativa;2;0
Rubus albiflorus Boulay & Lucand;nativa;2;0
Rubus amiantinus (Focke) Foerster;nativa;2;0
Rubus ammobius Buchenau & Focke;nativa;2;0
Rubus amphimalacus H. E. Weber;nativa;2;0
Rubus anisacanthos G. Braun;nativa;2;0
Rubus apricus Wimm.;nativa;2;0
Rubus arduennensis Lib. ex Lej.;nativa;2;0
Rubus arrhenii Lange;nativa;2;0
Rubus atrichantherus E. H. L. Krause;nativa;2;0
Rubus atrovinosus H. E. Weber;nativa;2;0
Rubus baruthicus H. E. Weber;nativa;2;0
Rubus bavaricus (Focke) Hruby;nativa;2;0
Rubus bertramii G. Braun;nativa;2;0
Rubus bifrons Vest;nativa;2;0
Rubus braeuckeri G. Braun;nativa;2;0
Rubus bregutiensis A. Kern. ex Focke;nativa;3;0
Rubus caesius L.;nativa;3;0
Rubus caflischii Focke;nativa;3;0
Rubus calvus H. E. Weber;nativa;2;0
Rubus camptostachys G. Braun;nativa;2;0
Rubus canescens DC.;nativa;3;0
Rubus caninitergi H. E. Weber;nativa;2;0
Rubus chaerophyllus Sagorski & W. Schultze;nativa;2;0
Rubus chamaemorus L.;nativa;2;0
Rubus chlorothyrsos Focke;nativa;2;0
Rubus cimbricus Focke;nativa;2;0
Rubus circipanicus E. H. L. Krause;nativa;2;0
Rubus condensatus P. J. MÅll.;nativa;2;0
Rubus conothyrsoides H. E. Weber;nativa;2;0
Rubus conspicuus P. J. MÅll. ex Wirtg.;nativa;2;0
Rubus contractipes H. E. Weber;nativa;2;0
Rubus cordiformis H. E. Weber & Martensen;nativa;2;0
Rubus curvaciculatus Walsemann ex H. E. Weber;nativa;2;0
Rubus cuspidatus P. J. MÅll.;nativa;2;0
Rubus dasyphyllus (Rogers) Marshall;nativa;2;0
Rubus demissus H. E. Weber & Martensen;nativa;2;0
Rubus dissimulans Lindeb.;nativa;2;0
Rubus distractus P. J. MÅll. ex Wirtg.;nativa;2;0
Rubus divaricatus P. J. MÅll.;nativa;1;0
Rubus dollnensis Sprib.;nativa;3;0
Rubus drejeri Jensen ex Lange;nativa;2;0
Rubus echinosepalus H. E. Weber;nativa;2;0
Rubus egregius Focke;nativa;2;0
Rubus eifeliensis Wirtg.;nativa;2;0
Rubus elatior Focke ex Gremli;nativa;2;0
Rubus elegantispinosus (A. Schumach.) H. E. Weber;nativa;2;0
Rubus epipsilos Focke;nativa;2;0
Rubus extans Walsemann & Stohr;nativa;2;0
Rubus fabrimontanus Sprib.;nativa;2;0
Rubus fasciculatiformis H. E. Weber;nativa;2;0
Rubus fasciculatus P. J. MÅll.;nativa;2;0
Rubus ferocior H. E. Weber;nativa;2;0
Rubus fioniae Frid. & Gelert ex Neumann;nativa;2;0
Rubus flexuosus P. J. MÅll. & Lefävre;nativa;2;0
Rubus foliosus Weihe;nativa;2;0
Rubus franconicus H. E. Weber;nativa;2;0
Rubus fuernrohrii H. E. Weber;nativa;1;0
Rubus fuscus Weihe;nativa;3;0
Rubus gelertii Frid.;nativa;2;0
Rubus geniculatus Kaltenb.;nativa;2;0
Rubus glandithyrsos G. Braun;nativa;2;0
Rubus goniophorus H. E. Weber;nativa;1;0
Rubus gothicus Frid. & Gelert ex E. H. L. Krause;nativa;2;0
Rubus grabowskii Weihe;nativa;2;0
Rubus gracilis J. Presl & C. Presl;nativa;2;0
Rubus gratus Focke;nativa;2;0
Rubus gremlii Focke;nativa;2;0
Rubus grossus H. E. Weber;nativa;2;0
Rubus guentheri Weihe;nativa;2;0
Rubus hadracanthos G. Braun;nativa;2;0
Rubus hercynicus G. Braun;nativa;2;0
Rubus hevellicus (E. H. L. Krause) E. H. L. Krause;nativa;2;0
Rubus hirtus Waldst. & Kit. s. l.;nativa;2;0
Rubus horridus Schultz;nativa;3;0
Rubus hypomalacus Focke;nativa;2;0
Rubus hystricopsis (Frid.) è. Gust.;nativa;3;0
Rubus idaeus L.;nativa;2;0
Rubus ignoratus H. E. Weber;nativa;2;0
Rubus immodicus A. Schumach. ex H. E. Weber;nativa;2;0
Rubus incisior H. E. Weber;nativa;2;0
Rubus indusiatus Focke;nativa;2;0
Rubus infestus Weihe;nativa;2;0
Rubus josefianus H. E. Weber;nativa;2;0
Rubus koehleri Weihe;nativa;2;0
Rubus laevicaulis A. Beek;nativa;2;0
Rubus lamprocaulos G. Braun;nativa;2;0
Rubus langei Jensen ex K. Friderichsen & Gelert;nativa;2;0
Rubus lasiandrus H. E. Weber;nativa;2;0
Rubus leptothyrsos G. Braun;nativa;2;0
Rubus leucandrus Focke;nativa;3;0
Rubus leuciscanus E. H. L. Krause;nativa;2;0
Rubus limitis Matzk. & H. Grossh.;nativa;2;0
Rubus lindebergii P. J. MÅll.;nativa;2;0
Rubus lindleianus Lees;nativa;2;0
Rubus lividus G. Braun;nativa;2;0
Rubus lobatidens H. E. Weber & Stohr;nativa;2;0
Rubus loehrii Wirtg.;nativa;2;0
Rubus lusaticus Rostock;nativa;2;0
Rubus maassii Focke ex Bertram;nativa;2;0
Rubus macer H. E. Weber;nativa;2;0
Rubus macrophyllus Weihe & Nees;nativa;2;0
Rubus macrostachys P. J. MÅll.;nativa;2;0
Rubus maximiformis H. E. Weber;nativa;2;0
Rubus melanoxylon P. J. MÅll. & Wirtg.;nativa;2;0
Rubus micans Godr. & Gren.;nativa;2;0
Rubus mollis J. Presl & C. Presl;nativa;2;0
Rubus montanus Lib. ex Lej.;nativa;2;0
Rubus mougeotii Billot ex F. W. Schultz;nativa;2;0
Rubus mucronulatus Boreau;nativa;2;0
Rubus muenteri T. Marsson;nativa;2;0
Rubus nemoralis P. J. MÅll.;nativa;2;0
Rubus nemorosoides H. E. Weber;nativa;3;0
Rubus nemorosus Hayne & Willd.;nativa;3;0
Rubus nessensis Hall;nativa;2;0
Rubus neumannianus H. E. Weber & Vannerom;nativa;2;0
Rubus nuptialis H. E. Weber;nativa;2;0
Rubus obtusangulus Gremli;nativa;1;0
Rubus opacus Focke;nativa;2;0
Rubus oreades P. J. MÅll. & Wirtg.;nativa;2;0
Rubus orthostachyoides H. E. Weber;nativa;2;0
Rubus orthostachys G. Braun;nativa;2;0
Rubus pallidus Weihe;nativa;2;0
Rubus pannosus P. J. MÅll. & Wirtg.;nativa;2;0
Rubus parahebecarpus H. E. Weber;nativa;2;0
Rubus pedemontanus Pinkw.;nativa;2;0
Rubus perperus H. E. Weber;nativa;1;0
Rubus pervirescens Sudre;nativa;2;0
Rubus picticaulis H. E. Weber;nativa;2;0
Rubus placidus H. E. Weber;nativa;2;0
Rubus platyacanthus P. J. MÅll. & Lefävre;nativa;2;0
Rubus plicatus Weihe & Nees;nativa;2;0
Rubus polyanthemus Lindeb.;nativa;2;0
Rubus praecox Bertol.;nativa;2;0
Rubus pruinosus Arrh.;nativa;2;0
Rubus pseudargenteus H. E. Weber;nativa;1;0
Rubus pseudinfestus H. E. Weber;nativa;2;0
Rubus pyramidalis Kaltenb.;nativa;2;0
Rubus radula Weihe;nativa;2;0
Rubus raduloides (Rogers) Sudre;nativa;2;0
Rubus rhamnifolius Weihe & Nees;nativa;2;0
Rubus rhombifolius Weihe;nativa;2;0
Rubus rosaceus Weihe;nativa;2;0
Rubus rotundifoliatus Sudre;nativa;2;0
Rubus rudis Weihe;nativa;2;0
Rubus salisburgensis Focke ex Caflisch;nativa;2;0
Rubus saxatilis L.;nativa;3;0
Rubus schlechtendalii Weihe ex Link;nativa;2;0
Rubus schleicheri Weihe ex Tratt.;nativa;2;0
Rubus schnedleri H. E. Weber;nativa;3;0
Rubus sciocharis (Sudre) W. C. R. Watson;nativa;2;0
Rubus scissus W. C. R. Watson;nativa;2;0
Rubus senticosus Kîhler ex Weihe;nativa;2;0
Rubus silvaticus Weihe & Nees;nativa;3;0
Rubus slesvicensis Lange;nativa;2;0
Rubus sorbicus H. E. Weber;nativa;2;0
Rubus speculatus Matzk.;nativa;2;0
Rubus spinacurva Boulay & Gillot;nativa;2;0
Rubus sprengelii Weihe;nativa;3;0
Rubus steracanthos P. J. MÅll. ex Boulay;nativa;2;0
Rubus subcordatus H. E. Weber;nativa;2;0
Rubus suevicola H. E. Weber;nativa;2;0
Rubus sulcatus Vest;nativa;2;0
Rubus tauni Schnedler & Gro·heim;nativa;2;0
Rubus tereticaulis P. J. MÅll.;nativa;2;0
Rubus thelybatos Focke ex Caflisch;nativa;2;0
Rubus tiliaster H. E. Weber;nativa;2;0
Rubus tuberculatus Bab.;nativa;2;0
Rubus ulmifolius Schott;nativa;2;0
Rubus vaniloquus A. Schumach. ex H. E. Weber;nativa;2;0
Rubus vestitus Weihe;nativa;2;0
Rubus vigorosus P. J. MÅll. & Wirtg.;nativa;2;0
Rubus villarsianus Focke ex Gremli;nativa;2;0
Rubus viscosus Weihe ex Lej. & Courtois;nativa;2;0
Rubus visurgianus H. E. Weber;nativa;2;0
Rubus vulgaris Weihe & Nees;nativa;1;0
Rubus wahlbergii Arrh.;nativa;2;0
Rubus walsemannii H. E. Weber;nativa;2;0
Rubus winteri (P. J. MÅll. ex Focke) Foerster;nativa;2;0
Rubus x pseudidaeus (Weihe) Lej. (Rubus caesius x R. idaeus);nativa;2;0
Rumex acetosa L.;nativa;3;0
Rumex acetosella L. s. l.;nativa;3;0
Rumex alpinus L. sensu sensu L. 1759 (Syst. Nat., ed. 10, 2: 990);nativa;3;0
Rumex aquaticus L.;nativa;2;0
Rumex arifolius All.;nativa;3;0
Rumex conglomeratus Murray;nativa;2;0
Rumex crispus L.;nativa;3;0
Rumex hydrolapathum Huds.;nativa;2;0
Rumex maritimus L.;nativa;3;0
Rumex nivalis Hegetschw.;nativa;3;0
Rumex obtusifolius L.;nativa;2;0
Rumex palustris Sm.;nativa;3;0
Rumex sanguineus L.;nativa;3;0
Rumex scutatus L.;nativa;4;0
Rumex thyrsiflorus Fingerh.;nativa;2;0
Ruppia cirrhosa (Petagna) Grande;nativa;5;0
Ruppia maritima L.;nativa;5;0
Sagina maritima G. Don;nativa;4;0
Sagina nodosa (L.) Fenzl;nativa;3;0
Sagina procumbens L.;nativa;5;0
Sagina saginoides (L.) H. Karst.;nativa;3;0
Sagina subulata (Sw.) C. Presl;nativa;3;0
Sagina x normaniana Lagerh.;nativa;3;0
Sagittaria sagittifolia L.;nativa;3;0
Salicornia europaea L. s. l.;nativa;3;0
Salicornia procumbens Sm.;nativa;3;0
Salicornia stricta Dumort.;nativa;3;0
Salix alba L.;nativa;2;0
Salix alpina Scop.;nativa;2;0
Salix appendiculata Vill.;nativa;2;0
Salix aurita L.;nativa;2;0
Salix bicolor Ehrh. ex Willd.;nativa;2;0
Salix breviserrata Flod.;nativa;2;0
Salix caprea L.;nativa;2;0
Salix cinerea L. s. l.;nativa;2;0
Salix daphnoides Vill.;nativa;2;0
Salix dasyclados Wimm.;nativa;2;0
Salix eleagnos Scop.;nativa;2;0
Salix fragilis L.;nativa;3;0
Salix glabra Scop.;nativa;2;0
Salix hastata L.;nativa;3;0
Salix herbacea L.;nativa;3;0
Salix myrsinifolia Salisb.;nativa;2;0
Salix myrtilloides L.;nativa;2;0
Salix pentandra L.;nativa;2;0
Salix purpurea L.;nativa;2;0
Salix repens L. (s. l.);nativa;3;0
Salix reticulata L.;nativa;2;0
Salix retusa L.;nativa;2;0
Salix rosmarinifolia L.;nativa;2;0
Salix serpillifolia Scop.;nativa;2;0
Salix starkeana Willd.;nativa;2;0
Salix triandra L.;nativa;2;0
Salix viminalis L.;nativa;2;0
Salix waldsteiniana Willd.;nativa;2;0
Salix x multinervis Dîll (Salix aurita x S. cinerea);nativa;2;0
Salix x rubens Schrank (Salix alba x S. fragilis);nativa;2;0
Salix x rubra Huds. (Salix purpurea x S. viminalis);nativa;2;0
Salix x smithiana Willd. (Salix caprea x S. viminalis);nativa;2;0
Salsola kali L. s. str.;nativa;3;0
Salvia glutinosa L.;nativa;4;0
Salvia nemorosa L.;nativa;2;0
Salvia pratensis L.;nativa;4;0
Salvinia natans (L.) All.;nativa;3;0
Sambucus ebulus L.;nativa;2;0
Sambucus nigra L.;nativa;2;0
Sambucus racemosa L.;nativa;2;0
Samolus valerandi L.;nativa;5;0
Sanguisorba minor Scop. s. l.;nativa;4;0
Sanguisorba officinalis L.;nativa;4;0
Sanicula europaea L.;nativa;2;0
Saponaria ocymoides L.;nativa;7;0
Saponaria officinalis L.;nativa;4;0
Saussurea alpina (L.) DC.;nativa;3;0
Saussurea discolor (Willd.) DC.;nativa;3;0
Saussurea pygmaea (Jacq.) Spreng.;nativa;2;0
Saxifraga aizoides L.;nativa;4;0
Saxifraga androsacea L.;nativa;3;0
Saxifraga aphylla Sternb.;nativa;3;0
Saxifraga bryoides L.;nativa;2;0
Saxifraga burseriana L.;nativa;3;0
Saxifraga caesia L.;nativa;4;0
Saxifraga granulata L.;nativa;2;0
Saxifraga hirculus L.;nativa;3;0
Saxifraga moschata Wulfen;nativa;3;0
Saxifraga mutata L.;nativa;2;0
Saxifraga oppositifolia L. s. str.;nativa;5;0
Saxifraga paniculata Mill.;nativa;2;0
Saxifraga rosacea Moench s. l.;nativa;3;0
Saxifraga rotundifolia L.;nativa;4;0
Saxifraga stellaris L.;nativa;4;0
Saxifraga tridactylites L.;nativa;3;0
Scabiosa canescens Waldst. & Kit.;nativa;5;0
Scabiosa columbaria L.;nativa;5;0
Scabiosa lucida Vill.;nativa;3;0
Scabiosa ochroleuca L.;nativa;4;0
Scheuchzeria palustris L.;nativa;2;0
Schoenoplectus lacustris (L.) Palla;nativa;3;0
Schoenoplectus mucronatus (L.) Palla;nativa;3;0
Schoenoplectus pungens (Vahl) Palla;nativa;2;0
Schoenoplectus supinus (L.) Palla;nativa;3;0
Schoenoplectus tabernaemontani (C. C. Gmel.) Palla;nativa;2;0
Schoenoplectus triqueter (L.) Palla;nativa;2;0
Schoenus ferrugineus L.;nativa;2;0
Schoenus nigricans L.;nativa;2;0
Scilla bifolia L.;nativa;2;0
Scirpoides holoschoenus (L.) Soj†k;nativa;3;0
Scirpus radicans Schkuhr;nativa;2;0
Scirpus sylvaticus L.;nativa;3;0
Scleranthus perennis L.;nativa;5;0
Scleranthus polycarpos L.;nativa;4;0
Scleranthus verticillatus Tausch;nativa;2;0
Sclerochloa dura (L.) P. Beauv.;nativa;4;0
Scolochloa festucacea (Willd.) Link;nativa;2;0
Scorzonera austriaca Willd.;nativa;2;0
Scorzonera hispanica L.;nativa;3;0
Scorzonera humilis L.;nativa;2;0
Scorzonera parviflora Jacq.;nativa;3;0
Scorzonera purpurea L.;nativa;2;0
Scrophularia auriculata L.;nativa;3;0
Scrophularia canina L.;nativa;3;0
Scrophularia nodosa L.;nativa;4;0
Scrophularia umbrosa Dumort.;nativa;4;0
Scutellaria galericulata L.;nativa;4;0
Scutellaria hastifolia L.;nativa;3;0
Scutellaria minor Huds.;nativa;3;0
Securigera varia (L.) Lassen;nativa;3;0
Sedum acre L.;nativa;3;0
Sedum album L.;nativa;4;0
Sedum alpestre Vill.;nativa;3;0
