Nome;Origem;MesFlorescimento;Fases
Fumaria capreolata L.;exotica;5;0
Fumaria muralis Sond. ex W. D. J. Koch;exotica;4;0
Galega officinalis L.;exotica;3;0
Galeobdolon argentatum Smejkal;exotica;3;0
Galinsoga ciliata (Raf.) S. F. Blake;exotica;6;0
Galinsoga parviflora Cav.;exotica;6;0
Galium mollugo L. s. str.;exotica;3;0
Galium verrucosum Huds.;exotica;2;0
Gaudinia fragilis (L.) P. Beauv.;exotica;1;0
Geranium macrorrhizum L.;exotica;3;0
Geranium nodosum L.;exotica;3;0
Geranium purpureum Vill.;exotica;5;0
Geranium pyrenaicum Burm. f.;exotica;6;0
Geranium rotundifolium L.;exotica;5;0
Geranium sibiricum L.;exotica;2;0
Gladiolus communis L.;exotica;5;0
Gladiolus illyricus W. D. J. Koch;exotica;1;0
Glaucium flavum Crantz;exotica;2;0
Glyceria striata (Lam.) Hitchc.;exotica;2;0
Guizotia abyssinica (L. f.) Cass.;exotica;2;0
Gypsophila paniculata L.;exotica;4;0
Gypsophila perfoliata L.;exotica;4;0
Gypsophila scorzonerifolia Ser.;exotica;4;0
Hacquetia epipactis (Scop.) DC.;exotica;2;0
Helianthus annuus L.;exotica;3;0
Helianthus tuberosus L. s. l.;exotica;3;0
Helianthus x laetiflorus Pers.;exotica;2;0
Hemerocallis fulva (L.) L.;exotica;2;0
Hemerocallis lilioasphodelus L.;exotica;1;0
Heracleum mantegazzianum Sommier & Levier;exotica;3;0
Herniaria hirsuta L.;exotica;3;0
Hesperis matronalis L.;exotica;3;0
Hibiscus trionum L.;exotica;2;0
Hirschfeldia incana (L.) Lagr.-Foss.;exotica;6;0
Hordeum jubatum L.;exotica;2;0
Hyacinthoides hispanica (Mill.) Rothm.;exotica;1;0
Hydrilla verticillata (L. f.) Royle;exotica;2;0
Hypericum majus (A. Gray) Britton;exotica;2;0
Hyssopus officinalis L.;exotica;4;0
Iberis umbellata L.;exotica;3;0
Impatiens capensis Meerb.;exotica;4;0
Impatiens glandulifera Royle;exotica;2;0
Impatiens parviflora DC.;exotica;4;0
Inula helenium L.;exotica;2;0
Iris graminea L.;exotica;2;0
Iris pallida Lam.;exotica;2;0
Iris pumila L.;exotica;2;0
Iris sambucina L.;exotica;2;0
Iris versicolor L.;exotica;2;0
Iva xanthiifolia Nutt.;exotica;3;0
Jovibarba arenaria (Koch) Opiz auct. p. p.;exotica;3;0
Juncus dudleyi Wiegand;exotica;3;0
Juncus ensifolius Wikstr.;exotica;3;0
Juncus tenuis Willd.;exotica;4;0
Kalmia angustifolia L.;exotica;2;0
Kerria japonica (Thunb.) DC.;exotica;1;0
Laburnum anagyroides Medik.;exotica;2;0
Lactuca tatarica (L.) C. A. Mey.;exotica;2;0
Lagarosiphon major (Ridl.) Moss;exotica;2;0
Larix kaempferi (Lamb.) Carriäre;exotica;2;0
Lathyrus latifolius L.;exotica;2;0
Lathyrus odoratus L.;exotica;3;0
Lavandula angustifolia Mill.;exotica;4;0
Ledum groenlandicum Oeder;exotica;3;0
Lemna minuta Kunth;exotica;2;0
Lemna turionifera Landolt;exotica;2;0
Lepidium densiflorum Schrad.;exotica;3;0
Lepidium heterophyllum Benth.;exotica;2;0
Lepidium neglectum Thell.;exotica;3;0
Lepidium perfoliatum L.;exotica;2;0
Lepidium virginicum L.;exotica;4;0
Leucanthemella serotina (L.) Tzvelev;exotica;2;0
Leucojum aestivum L.;exotica;2;0
Levisticum officinale Koch;exotica;2;0
Linaria dalmatica (L.) Mill.;exotica;5;0
Linaria genistifolia (L.) Mill. s. str.;exotica;5;0
Linaria repens (L.) Mill. sensu Willd. 1809;exotica;2;0
Linaria spartea (L.) Willd.;exotica;4;0
Lindernia dubia (L.) Pennell;exotica;2;0
Linum austriacum L.;exotica;3;0
Lobularia maritima (L.) Desv.;exotica;6;0
Lolium multiflorum Lam.;exotica;3;0
Lonicera tatarica L.;exotica;2;0
Lunaria annua L.;exotica;3;0
Lupinus albus L.;exotica;4;0
Lupinus angustifolius L.;exotica;4;0
Lupinus luteus L.;exotica;4;0
Lupinus polyphyllus Lindl.;exotica;3;0
Lychnis coronaria (L.) Desr.;exotica;3;0
Lycium barbarum L.;exotica;4;0
Lycium chinense Mill.;exotica;4;0
Lycopersicon esculentum Mill.;exotica;4;0
Lysimachia punctata L.;exotica;3;0
Macleaya cordata (Willd.) R. Br.;exotica;3;0
Mahonia aquifolium (Pursh) Nutt.;exotica;3;0
Malva verticillata L.;exotica;3;0
Matricaria discoidea DC.;exotica;3;0
Matthiola incana (L.) R. Br.;exotica;7;0
Medicago arabica (L.) Huds.;exotica;3;0
Medicago polymorpha L.;exotica;2;0
Medicago x varia Martyn (Medicago falcata x M. sativa);exotica;4;0
Melica altissima L.;exotica;1;0
Melilotus indicus (L.) All.;exotica;2;0
Mentha spicata L.;exotica;3;0
Mentha x piperita L. (Mentha aquatica x M. spicata);exotica;2;0
Mentha x smithiana R. A. Graham (Mentha aquatica x M. arvensis x M. spicata);exotica;3;0
Mentha x villosa Huds. (Mentha spicata x M. suaveolens);exotica;2;0
Mentha x villosonervata Opiz (Mentha longifolia x M. spicata);exotica;3;0
Mimulus guttatus Fisch. ex DC.;exotica;5;0
Mimulus moschatus Douglas ex Lindl.;exotica;3;0
Monarda didyma L.;exotica;3;0
Muscari armeniacum Leichtl. ex Baker;exotica;3;0
Myagrum perfoliatum L.;exotica;3;0
Myriophyllum heterophyllum Michx.;exotica;2;0
Myrrhis odorata (L.) Scop.;exotica;2;0
Narcissus poeticus L. s. str.;exotica;2;0
Nepeta grandiflora M. Bieb.;exotica;2;0
Nepeta racemosa Lam.;exotica;3;0
Nicandra physalodes (L.) Gaertn.;exotica;4;0
Nicotiana rustica L.;exotica;4;0
Nicotiana tabacum L.;exotica;4;0
Nigella damascena L.;exotica;3;0
Nonea rosea (M. Bieb.) Link;exotica;2;0
Oenanthe silaifolia M. Bieb.;exotica;3;0
Oenothera acutifolia Rostanski;exotica;3;0
Oenothera angustissima Gates;exotica;2;0
Oenothera braunii Doell s. str.;exotica;2;0
Oenothera brevispicata Hudziok;exotica;2;0
Oenothera canovirens Steele;exotica;3;0
Oenothera clavifera Hudziok;exotica;2;0
Oenothera coloratissima Hudziok;exotica;3;0
Oenothera compacta Hudziok;exotica;2;0
Oenothera coronifera Renner;exotica;3;0
Oenothera cruciata Nutt. ex G. Don;exotica;2;0
Oenothera deflexa Gates;exotica;2;0
Oenothera depressa Greene;exotica;3;0
Oenothera drawertii Renner ex Rostanski;exotica;3;0
Oenothera editicaulis Hudziok;exotica;2;0
Oenothera ersteinensis R. Linder & R. Jean;exotica;4;0
Oenothera fallax Renner s. str.;exotica;4;0
Oenothera flaemingina Hudziok;exotica;2;0
Oenothera glazioviana Micheli s. str.;exotica;4;0
Oenothera hoelscheri Renner ex Rostanski;exotica;3;0
Oenothera inconspecta Hudziok;exotica;2;0
Oenothera indivisa Hudziok;exotica;3;0
Oenothera issleri Renner ex Rostanski (Oenothera biennis x Oe. oakesiana);exotica;3;0
Oenothera jueterbogensis Hudziok;exotica;2;0
Oenothera macrosperma Hudziok;exotica;2;0
Oenothera mediomarchica Hudziok;exotica;2;0
Oenothera nuda Renner ex Rostanski;exotica;2;0
Oenothera oakesiana (A. Gray) Robbins ex S. Watson & Coult s. str.;exotica;2;0
Oenothera obscurifolia Hudziok;exotica;2;0
Oenothera octolineata Hudziok;exotica;2;0
Oenothera oehlkersii Kappus ex Rostanski;exotica;2;0
Oenothera paradoxa Hudziok;exotica;3;0
Oenothera parviflora L. s. str.;exotica;3;0
Oenothera punctulata Rostanski & Gutte;exotica;3;0
Oenothera pycnocarpa G. F. Atk. & Bartlett;exotica;3;0
Oenothera pyramidiflora Hudziok;exotica;2;0
Oenothera royfraseri Gates;exotica;3;0
Oenothera suaveolens Pers.;exotica;3;0
Oenothera subterminalis Gates;exotica;3;0
Oenothera victorini Gates & Catcheside;exotica;3;0
Oenothera wienii Renner ex Rostanski;exotica;3;0
Omphalodes verna Moench;exotica;2;0
Onobrychis viciifolia Scop.;exotica;3;0
Ononis arvensis L.;exotica;2;0
Ononis natrix L.;exotica;3;0
Ornithogalum boucheanum (Kunth) Asch.;exotica;2;0
Ornithogalum nutans L.;exotica;2;0
Ornithogalum pyramidale L.;exotica;2;0
Ornithopus sativus Brot.;exotica;3;0
Oxalis corniculata L.;exotica;4;0
Oxalis dillenii Jacq.;exotica;4;0
Oxalis fontana Bunge;exotica;5;0
Paeonia officinalis L.;exotica;2;0
Panicum capillare L.;exotica;2;0
Panicum dichotomiflorum Michx.;exotica;3;0
Papaver somniferum L.;exotica;3;0
Parentucellia viscosa (L.) Caruel;exotica;3;0
Parietaria pensylvanica Muhl. ex Willd.;exotica;7;0
Parthenocissus inserta (Kern.) Fritsch;exotica;3;0
Paulownia tomentosa (Thunb.) Steud.;exotica;2;0
Pentaglottis sempervirens (L.) L. H. Bailey;exotica;2;0
Persicaria pensylvanica (L.) M. G¢mez;exotica;2;0
Petroselinum crispum (Mill.) A. W. Hill;exotica;2;0
Phacelia tanacetifolia Benth.;exotica;5;0
Phalaris canariensis L.;exotica;4;0
Phaseolus coccineus L.;exotica;4;0
Phaseolus vulgaris L.;exotica;4;0
Philadelphus coronarius L.;exotica;3;0
Phlomis tuberosa L.;exotica;2;0
Phlox paniculata L.;exotica;3;0
Physocarpus opulifolius (L.) Maxim.;exotica;3;0
Phytolacca americana L.;exotica;4;0
Phytolacca esculenta Van Houtte;exotica;3;0
Picea pungens Engelm.;exotica;3;0
Picris echioides L.;exotica;2;0
Pieris floribunda Benth. & Hook.;exotica;2;0
Pimpinella peregrina L.;exotica;2;0
Pinellia ternata (Thunb.) Breitenb.;exotica;3;0
Pinus nigra J. F. Arnold;exotica;2;0
Pinus strobus L.;exotica;2;0
Pisum sativum L.;exotica;3;0
Plantago arenaria Waldst. & Kit.;exotica;4;0
Platanus x hispanica MÅnchh. (Platanus occidentalis x P. orientalis);exotica;1;0
Polycarpon tetraphyllum (L.) L.;exotica;3;0
Polypogon monspeliensis (L.) Desf.;exotica;7;0
Populus trichocarpa Torr. & A. Gray ex Hook.;exotica;2;0
Populus x canadensis Moench (Populus deltoides x P. nigra);exotica;1;0
Potentilla fruticosa L.;exotica;4;0
Potentilla inclinata Vill.;exotica;4;0
Potentilla intermedia L.;exotica;4;0
Potentilla norvegica L.;exotica;5;0
Prunus armeniaca L.;exotica;2;0
Prunus cerasifera Ehrh.;exotica;2;0
Prunus cerasus L.;exotica;2;0
Prunus domestica L. s. l.;exotica;2;0
Prunus persica (L.) Batsch;exotica;2;0
Prunus serotina Ehrh.;exotica;3;0
Prunus virginiana L.;exotica;2;0
Prunus x eminens Beck (Prunus cerasus [subsp. acida] x P. fruticosa);exotica;2;0
Pseudofumaria alba (Mill.) LidÇn;exotica;5;0
Pseudofumaria lutea (L.) Borkh.;exotica;6;0
Pseudotsuga menziesii (Mirb.) Franco;exotica;2;0
Quercus cerris L.;exotica;1;0
Quercus rubra L.;exotica;1;0
Raphanus sativus L.;exotica;2;0
Reseda alba L.;exotica;4;0
Reseda odorata L.;exotica;3;0
Rheum rhabarbarum L.;exotica;2;0
Rhododendron luteum Sweet;exotica;2;0
Rhus hirta (L.) Sudw.;exotica;2;0
Ribes aureum Pursh;exotica;3;0
Ribes sanguineum Pursh;exotica;2;0
Robinia pseudoacacia L.;exotica;2;0
Rosa multiflora Thunb.;exotica;2;0
Rosa rugosa Thunb.;exotica;2;0
Rubus allegheniensis Porter;exotica;2;0
Rubus armeniacus Focke;exotica;2;0
Rubus laciniatus Willd.;exotica;2;0
Rubus odoratus L.;exotica;3;0
Rubus phoenicolasius Maxim.;exotica;2;0
Rubus spectabilis Pursh;exotica;2;0
Rudbeckia hirta L.;exotica;3;0
Rudbeckia laciniata L.;exotica;2;0
Rumex longifolius DC.;exotica;2;0
Rumex patientia L.;exotica;2;0
Rumex rugosus Campd.;exotica;3;0
Rumex salicifolia Weinm.;exotica;4;0
Rumex stenophyllus Ledeb.;exotica;2;0
Sagittaria latifolia Willd.;exotica;2;0
Salix acutifolia Willd.;exotica;2;0
Salix eriocephala Michx.;exotica;2;0
Salsola tragus L.;exotica;4;0
Salvia aethiopis L.;exotica;3;0
Salvia verticillata L.;exotica;4;0
Satureja hortensis L.;exotica;3;0
Saxifraga cymbalaria L.;exotica;6;0
Saxifraga hypnoides L.;exotica;2;0
Saxifraga x geum L.;exotica;3;0
Scabiosa atropurpurea L.;exotica;4;0
Schoenoplectus litoralis (Schrad.) Palla;exotica;3;0
Scilla amoena L.;exotica;2;0
Scilla siberica Haw. ex Andrews;exotica;2;0
Scirpus cyperinus (L.) Kunth;exotica;2;0
Scirpus georgianus R. M. Harper;exotica;3;0
Scrophularia scopolii Hoppe;exotica;4;0
Scrophularia vernalis L.;exotica;3;0
Scutellaria altissima L.;exotica;2;0
Sedum cepaea L.;exotica;2;0
Sedum hispanicum L.;exotica;2;0
Sedum ochroleucum Chaix;exotica;3;0
Sedum spurium M. Bieb.;exotica;2;0
Senecio inaequidens DC.;exotica;6;0
Senecio vernalis Waldst. & Kit.;exotica;7;2
Setaria faberi R. A. W. Herrm.;exotica;3;0
Sigesbeckia serrata DC.;exotica;2;0
Silene dichotoma Ehrh.;exotica;3;0
Silene gallica L.;exotica;3;0
Silene italica (L.) Pers. s. str.;exotica;3;0
Silene nemoralis Waldst. & Kit.;exotica;3;0
Silybum marianum (L.) Gaertn.;exotica;2;0
Sinapis alba L.;exotica;2;0
Sisymbrium altissimum L.;exotica;3;0
Sisymbrium irio L.;exotica;4;0
Sisymbrium loeselii L.;exotica;3;0
Sisymbrium orientale L.;exotica;2;0
Sisymbrium supinum L.;exotica;2;0
Sisymbrium volgense M. Bieb. ex E. Fourn.;exotica;4;0
Sisyrinchium montanum Greene;exotica;2;0
Smyrnium perfoliatum L.;exotica;2;0
Solanum alatum Moench;exotica;5;0
Solanum physalifolium Rusby;exotica;5;0
Solanum sarachoides Sendtner s. str.;exotica;5;0
Solanum triflorum Nutt.;exotica;4;0
Solanum tuberosum L.;exotica;4;0
Solanum villosum Mill. s. str.;exotica;5;0
Solidago canadensis L.;exotica;3;0
Solidago gigantea Aiton;exotica;2;0
Solidago graminifolia (L.) Salisb.;exotica;4;0
Sorbaria sorbifolia (L.) A. Braun;exotica;3;0
Sorbus intermedia (Ehrh.) Pers.;exotica;2;0
Sorbus latifolia (Lam.) Pers. s. str.;exotica;1;0
Sorghum halepense (L.) Pers.;exotica;3;0
Spartina anglica C. E. Hubb.;exotica;5;0
Spartina pectinata Link;exotica;2;0
Spartina x townsendii H. & J. Groves;exotica;4;0
Spergularia segetalis (L.) G. Don;exotica;2;0
Spiraea alba Du Roi;exotica;3;0
Spiraea chamaedryfolia L.;exotica;3;0
Spiraea douglasii Hook.;exotica;3;0
Spiraea japonica L. f.;exotica;2;0
Spiraea media F. Schmidt;exotica;2;0
Spiraea salicifolia L.;exotica;2;0
Spiraea tomentosa L.;exotica;3;0
Spiraea x billardii HÇrincq auct.;exotica;5;0
Succisella inflexa (Kluk) Beck;exotica;4;0
Symphoricarpos albus (L.) S. F. Blake;exotica;2;0
Symphytum asperum Lepech.;exotica;3;0
Symphytum bulbosum K. F. Schimp.;exotica;2;0
Symphytum x uplandicum Nyman (Symphytum asperum x S. officinale);exotica;4;0
Syringa vulgaris L.;exotica;2;0
Tanacetum balsamita L.;exotica;3;0
Tanacetum macrophyllum (Waldst. & Kit.) Sch. Bip.;exotica;3;0
Tanacetum partheniifolium (Willd.) Sch. Bip.;exotica;2;0
Telekia speciosa (Schreb.) Baumg.;exotica;3;0
Tellima grandiflora (Pursh) Douglas ex Lindl.;exotica;2;0
Thlaspi alliaceum L.;exotica;3;0
Thuja orientalis L.;exotica;1;0
Thymus pannonicus All. s. l.;exotica;3;0
Torilis nodosa (L.) Gaertn.;exotica;2;0
Tragopogon porrifolius L.;exotica;2;0
Tragus racemosus (L.) All.;exotica;2;0
Trifolium alexandrinum L.;exotica;4;0
Trifolium incarnatum L.;exotica;3;0
Trifolium patens Schreb.;exotica;2;0
Trifolium resupinatum L.;exotica;3;0
Trifolium scabrum L.;exotica;3;0
Trifolium striatum L.;exotica;2;0
Trigonella caerulea (L.) SÇr.;exotica;2;0
Trigonella foenum-graecum L.;exotica;2;0
Tropaeolum majus L.;exotica;5;0
Tulipa gesneriana L.;exotica;2;0
Typha laxmannii Lepech.;exotica;3;0
Ulex europaeus L.;exotica;2;0
Urtica pilulifera L.;exotica;5;0
Vaccinium macrocarpon Aiton;exotica;1;0
Valerianella coronata (L.) DC.;exotica;2;0
Valerianella eriocarpa Desv.;exotica;2;0
Vallisneria spiralis L.;exotica;4;0
Veronica argute-serrata Regel & Schmalh.;exotica;3;0
Veronica filiformis Sm.;exotica;4;0
Veronica peregrina L.;exotica;2;0
Veronica persica Poir.;exotica;12;2
Vicia articulata Hornem.;exotica;3;0
Vicia dasycarpa Ten.;exotica;3;0
Vicia ervilia (L.) Willd.;exotica;2;0
Vicia grandiflora Scop.;exotica;2;0
Vicia lutea L.;exotica;2;0
Vicia melanops Sm.;exotica;1;0
Vicia narbonensis L. auct.;exotica;2;0
Vicia pannonica Crantz;exotica;3;0
Vicia villosa Roth s. str.;exotica;4;0
Viola suavis M. Bieb.;exotica;2;0
Viola wittrockiana Gams;exotica;7;0
Virga strigosa (Willd. ex Roem. & Schult.) Holub;exotica;2;0
Vulpia ciliata Dumort.;exotica;3;0
Vulpia unilateralis (L.) Stace;exotica;3;0
Xanthium albinum (Widder) H. Scholz s. l.;exotica;3;0
Xanthium saccharatum Wallr.;exotica;3;0
Xanthium spinosum L.;exotica;2;0
