parcela,comum,cientifico,familia,dap,hc,ht,vertical,luminosidade
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,tauari,Couratari stellata,Lecythidaceae,55,24.39,38.95,E,1
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,41,21.42,33.41,C,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,39.2,19.06,32.59,C,1
T14,morta,NA,NA,52.2,NA,1.85,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,40.7,19.66,30.5,S,1
T14,abiurana,Pouteria gongrijpii,Sapotaceae,67.5,26.71,42.65,E,1
T14,goiabao,Pradosia cochlearia,Sapotaceae,59.1,27.93,38.04,C,1
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,tanibuca,Terminalia amazonia,Combretaceae,49.3,26.33,41.6,C,1
T14,abiurana,Pouteria gongrijpii,Sapotaceae,39.5,29.65,40.11,C,1
T14,cajuacu,Anacardium spruceanum,Anacardiaceae,63.3,22.47,36.32,C,1
T14,jarana,Lecythis lurida,Lecythidaceae,50.3,25.34,31.61,C,1
T14,abiurana,Pouteria gongrijpii,Sapotaceae,59,27.69,34.55,C,1
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,35,20.91,31.36,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,38.9,26.21,38.32,C,2
T14,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,80.5,24.35,32.35,E,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,35,29.77,41.91,C,1
T14,macaranduba,Manilkara huberi,Sapotaceae,74.6,32.01,44.06,E,1
T14,abiurana,Pouteria gongrijpii,Sapotaceae,35.4,20.87,34.88,C,2
T14,tauari,Couratari stellata,Lecythidaceae,57,28.45,42.76,E,1
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,65,30.86,41.74,E,1
T14,abiurana,Pouteria gongrijpii,Sapotaceae,39.1,20.68,30.83,S,2
T14,seringarana,Micrandra minor,Euphorbiaceae,43.4,25.05,35.8,C,1
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,48.3,23.68,29.26,E,1
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,9.65,16.36,E,1
T14,jutai-pororoca,Dialium guianense,Fabaceae,40.3,13.85,19.61,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,43,23.57,36.62,C,2
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jarana,Lecythis lurida,Lecythidaceae,54.3,20.93,26.27,C,1
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,40.8,23.77,33.96,C,1
T14,sucupira preta,Bowdichia nitida,Fabaceae,65.8,21.78,29.41,C,1
T14,morta,NA,NA,48.3,NA,6.76,NA,NA
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
T14,inga branco,Inga thibaudiana,Fabaceae,17.6,15.48,24.67,S,1
T14,louro preto,Ocotea cernua,Lauraceae,15.6,9.53,15.79,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,12.75,17.41,S,2
T14,cucutitiriba,Pouteria sp.,Sapotaceae,28.8,16.94,27.59,C,2
T14,breu barrote,Tetragastris panamensis,Burseraceae,18.2,9.81,16.86,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,11,11.89,18.25,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,26.4,17.2,31.46,C,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,29.2,16.95,31.24,S,2
T14,matamata branco,Eschweilera coriacea,Lecythidaceae,12.5,14.3,23.08,S,2
T14,arataciu,Sagotia racemosa,Euphorbiaceae,11.2,13.48,20.69,S,2
T14,ingarana,Inga sp.,Fabaceae,14.1,13.87,20.97,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.1,17.69,26.53,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21.8,12.82,23.18,S,2
T14,axixa,Sterculia pruriens,Malvaceae,18.8,14.24,20,S,2
T14,macucu,Licania guianensis,Chrysobalanaceae,14,11.24,17.41,S,2
T14,capueiro,Rinorea guianensis,Violaceae,13.2,7.73,14.59,S,2
T14,capueiro,Rinorea guianensis,Violaceae,22,15.12,24.86,C,2
T14,capueiro,Rinorea guianensis,Violaceae,21,19.83,29.42,C,2
T14,capueiro,Rinorea guianensis,Violaceae,10.2,8.92,14.16,S,2
T14,matamata vermelho,Eschweilera coriacea,Lecythidaceae,19.2,17.09,35.78,S,2
T14,parajuba,Manilkara bidentata,Sapotaceae,29.8,22.67,36.82,C,1
T14,coracao-de-negro,Swartzia corrugata,Fabaceae,22.1,12.57,19.29,S,2
T14,capueiro,Rinorea guianensis,Violaceae,11,11.09,15.75,S,1
T14,matamata preto,Eschweilera ovata,Lecythidaceae,17.9,4.22,6.58,S,1
T14,capueiro,Rinorea guianensis,Violaceae,11.7,8.02,11.18,S,1
T14,capueiro,Rinorea guianensis,Violaceae,23.5,16.49,26.85,S,2
T14,morta,NA,NA,18,NA,7.99,NA,NA
T14,capueiro,Rinorea guianensis,Violaceae,16.6,18.33,25.46,S,1
T14,jatereu,Lecythis idatimon,Lecythidaceae,18.8,17.35,21.41,S,2
T14,uxirana,Sacoglottis guianensis,Humiriaceae,20.2,17.15,25.07,S,2
T14,capueiro,Rinorea guianensis,Violaceae,10,11.66,18.16,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,16.4,19.49,28.23,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.2,12.23,22.08,S,2
T14,tachi preto,Tachigali myrmecophila,Fabaceae,15.4,11.8,21.31,S,2
T14,tachirana,Stryphnodendron paniculatum,Fabaceae,19.8,14.42,25.21,S,2
T14,macaranduba,Manilkara huberi,Sapotaceae,13.1,13.19,20.78,S,2
T14,mato,NA,NA,17.1,15.34,20.88,S,2
T14,caramuxi,Pouteria hispida,Sapotaceae,10,9.36,14.73,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.1,11.45,20.7,S,2
T14,taperebarana,Spondias sp.,Anacardiaceae,11.5,6.92,11.2,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,21,17.7,27.6,S,2
T14,breu vermelho,Protium hebetatum,Burseraceae,15,10.1,15.4,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,22.5,15.02,21.33,S,2
T14,andirobarana,Guarea guidonia,Meliaceae,24.2,16.55,24.85,S,2
T14,abiurana branca,Pouteria guianensis,Sapotaceae,19.9,11.45,18.1,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,19.7,9.84,16.29,S,2
T14,jatereu,Lecythis idatimon,Lecythidaceae,24.7,12.4,20.1,S,2
