"","parcela","arv","comum.nome","cientifico.nome","familia.nome","dap.2012","tipo","vert.2012","Luz.2012","Hcom.2012","Htot.2012","dap.2014","UTM.leste","UTM.norte"
"10435","T09",134,"angelim rajado","Zygia racemosa","Fabaceae",10.3,"O","S",3,11.93,17.62,10.3,780494.1843,9585013.008
"10445","T09",135,"barrote","Tetragastris altissima","Burseraceae",33.7,"O","S",3,22.05,25.34,33.8,780494.1766,9585008.327
"10455","T09",136,"abiurana","Pouteria gongrijpii","Sapotaceae",21.5,"O","C",2,20.55,29.37,21.5,780493.9268,9585014.402
"10465","T09",137,"barrote","Tetragastris altissima","Burseraceae",31,"O","C",2,21.67,27.72,31,780493.8499,9585016.271
"10475","T09",139,"jatereu","Lecythis idatimon","Lecythidaceae",10.6,"O","S",2,12.8,16.33,10.6,780494.4529,9585023.316
"10485","T09",141,"tento","Ormosia coccinea","Fabaceae",30.2,"O","S",2,12.86,24.23,30.3,780493.1773,9585032.625
"10495","T09",142,"morta",NA,NA,19.1,"O",NA,NA,NA,9.83,19,780492.9083,9585039.167
"10515","T09",144,"iperana","Eperua bijuga","Fabaceae",24.5,"O","S",3,18.35,24.54,24.6,780492.7084,9585051.328
"10525","T09",147,"andirobarana","Guarea guidonia","Meliaceae",16.6,"O","S",3,9.34,12.03,17.6,780492.4931,9585066.297
"10535","T09",148,"jatereu","Lecythis idatimon","Lecythidaceae",19.9,"O","S",3,18.15,20.9,19.9,780491.3017,9585083.098
"10545","T09",150,"jarana","Lecythis lurida","Lecythidaceae",14.2,"O","S",3,15.42,20.16,14.2,780491.1095,9585087.771
"10565","T09",153,"morta",NA,NA,32.5,"O",NA,NA,NA,12.19,32.5,780491.3589,9585098.547
"10575","T09",161,"jatereu","Lecythis idatimon","Lecythidaceae",12.5,"O","S",2,7.91,10.98,12.5,780489.7255,9585138.264
"11009","T10",4,"jatereu","Lecythis idatimon","Lecythidaceae",11.1,"O","S",2,7.52,14.22,11.4,778631.6758,9583628.631
"11015","T10",5,"jatereu","Lecythis idatimon","Lecythidaceae",15.2,"O","S",2,11.05,22.35,15.2,778631.4422,9583638.257
"11025","T10",6,"capueiro","Rinorea guianensis","Violaceae",10.5,"O","S",2,13.92,19.78,10.7,778631.8391,9583649.308
"11035","T10",7,"abiurana","Pouteria gongrijpii","Sapotaceae",17.6,"O","S",2,12.6,20.85,17.7,778631.7038,9583651.716
"11045","T10",8,"macucu","Licania guianensis","Chrysobalanaceae",14.7,"O","S",1,8.81,16.58,15.2,778632.2652,9583665.168
"11055","T10",13,"liana",NA,NA,12,"L",NA,NA,NA,NA,12.3,778633.9354,9583712.736
"11075","T10",15,"abiurana","Pouteria gongrijpii","Sapotaceae",11.6,"O","S",2,6.15,10.88,12.1,778633.2503,9583720.45
"11085","T10",16,"jarana","Lecythis lurida","Lecythidaceae",20.6,"O","S",2,11.16,24.18,22,778633.7151,9583737.752
"11095","T10",17,"inhare","Helicostylis sp.","Moraceae",13.8,"O","S",2,16.47,17.84,13.9,778633.8151,9583737.749
"11115","T10",21,"jatereu","Lecythis idatimon","Lecythidaceae",13.4,"O","S",2,10.8,17.89,14.7,778634.167,9583754.573
"11125","T10",25,"capueiro","Rinorea guianensis","Violaceae",13.9,"O","S",2,7.36,13.54,14.5,778635.3944,9583767.044
"11135","T10",27,"jatereu","Lecythis idatimon","Lecythidaceae",18.8,"O","S",1,12.52,19.43,18.9,778634.7048,9583783.219
"11145","T10",31,"matamata","Eschweilera amazonica","Lecythidaceae",16.7,"O","S",3,13.65,19.96,17.1,778635.0456,9583800.732
"11155","T10",33,"jatereu","Lecythis idatimon","Lecythidaceae",10.4,"O","S",3,9.41,26.02,10.4,778634.878,9583806.053
"11165","T10",35,"abiurana","Pouteria gongrijpii","Sapotaceae",11.3,"O","S",1,6.82,11,11.3,778633.8397,9583826.565
"11185","T10",39,"jatereu","Lecythis idatimon","Lecythidaceae",24.8,"O","S",2,12.53,19.04,24.3,778633.6089,9583846.343
"11215","T10",44,"ucuuba","Virola michelii","Myristicaceae",26.7,"O","S",2,12.48,21.22,27.1,778633.3535,9583854.451
"11225","T10",45,"goiabao","Pradosia cochlearia","Sapotaceae",22.7,"O","S",2,13.19,20.45,22.7,778632.3141,9583855.94
"11235","T10",47,"iperana","Eperua bijuga","Fabaceae",10.9,"O","S",2,6.56,14.43,9.1,778631.8074,9583875.202
"11245","T10",55,"cucutitiriba","Pouteria sp.","Sapotaceae",20,"O","S",2,13.81,22.1,20.1,778631.836,9583905.746
"11275","T10",66,"matamata","Eschweilera parviflora","Lecythidaceae",25.2,"O","S",1,14.45,23.12,25.8,778633.5042,9583982.491
"11295","T10",68,"jatereu","Lecythis idatimon","Lecythidaceae",11.8,"O","S",2,7.51,11.6,11.8,778633.7913,9583986.75
"11335","T10",76,"angelim rajado","Zygia racemosa","Fabaceae",11.4,"O","S",3,7.04,14.1,11.5,778634.7562,9584038.864
"11345","T10",78,"inga","Inga marginata","Fabaceae",16.6,"O","S",2,9.02,14.25,17,778634.7983,9584050.712
"11355","T10",79,"breu branco","Protium paniculatum","Burseraceae",17.2,"O","S",2,8.8,13.42,13.5,778635.9643,9584059.219
"11365","T10",81,"macucu","Licania guianensis","Chrysobalanaceae",21.3,"O","C",1,18.26,29.52,NA,778635.3015,9584060.655
"11395","T10",86,"capueiro","Rinorea guianensis","Violaceae",23.3,"O","S",2,14.69,22.3,23.7,778633.4193,9584031.783
"11455","T10",97,"matamata","Eschweilera parviflora","Lecythidaceae",23.1,"O","S",2,12.55,19.65,24.4,778631.2024,9583923.295
"11475","T10",99,"abiurana","Pouteria gongrijpii","Sapotaceae",18.5,"O","S",1,10.62,20.76,19.4,778631.9812,9583912.852
"11485","T10",100,"tento","Ormosia grossa","Fabaceae",10.1,"O","S",2,7.3,9.61,10.2,778631.8069,9583904.325
"11515","T10",103,"jatereu","Lecythis idatimon","Lecythidaceae",24.9,"O","S",2,20.28,30.24,24.9,778631.3681,9583887.745
"11525","T10",104,"jatereu","Lecythis idatimon","Lecythidaceae",12.2,"O","S",2,5.89,11.6,12.4,778630.6122,9583878.461
"11535","T10",107,"axixa","Sterculia pruriens","Malvaceae",22.9,"O","S",2,13.2,25.74,23.1,778631.0432,9583864.778
"11555","T10",109,"capueiro","Rinorea guianensis","Violaceae",13.5,"O","S",2,9.86,15.53,13.9,778631.8223,9583855.671
"11565","T10",110,"pintadinho","Poeppigia procera","Fabaceae",26.4,"O","S",2,1.74,17.04,NA,778631.7456,9583842.479
"11575","T10",111,"cucutitiriba","Pouteria sp.","Sapotaceae",15.6,"O","S",3,8.1,13.26,15.6,778632.0093,9583840.205
"11585","T10",112,"jarana","Lecythis lurida","Lecythidaceae",17.5,"O","S",2,16.82,23.3,17.7,778632.1093,9583840.208
"11595","T10",115,"capueiro","Rinorea guianensis","Violaceae",10.2,"O","S",3,15.1,25.15,10.3,778633.0786,9583800.162
"11615","T10",117,"capueiro","Rinorea guianensis","Violaceae",16.4,"O","S",3,8.88,21.15,17.9,778634.2856,9583793.352
"11625","T10",120,"jatereu","Lecythis idatimon","Lecythidaceae",14.1,"O","S",2,3.61,10.01,14.3,778634.2479,9583761.304
"11635","T10",123,"jatereu","Lecythis idatimon","Lecythidaceae",11.3,"O","S",2,8.75,12.07,11.6,778632.6106,9583737.3
"11655","T10",129,"matamata","Eschweilera amazonica","Lecythidaceae",29.8,"O","S",1,14.28,23.62,29.1,778631.823,9583707.984
"11675","T10",132,"papo-de-mutum","Lacunaria jenmanii","Ochnaceae",16.5,"O","S",2,11.19,19.42,18.3,778630.4672,9583657.521
"11685","T10",134,"capueiro","Rinorea guianensis","Violaceae",11.4,"O","S",2,15.09,20.6,11.6,778630.2477,9583649.35
"11705","T10",139,"jatereu","Lecythis idatimon","Lecythidaceae",14.8,"O","S",1,11.47,23.68,15,778629.9548,9583608.959
"11719","T10",140,"bacaba","Oenocarpus bacaba","Arecaceae",21.5,"P",NA,NA,17.13,21.07,21.7,778628.9823,9583602.252
"12065","T11",7,"acariquara","Minquartia guianensis","Olacaceae",16.4,"O","C",2,13.6,20.33,17,779265.5688,9584148.249
"12075","T11",10,"abiu cutite",NA,NA,12.5,"O","S",1,12.48,20,13.3,779285.4323,9584148.897
"12085","T11",12,"capueiro","Rinorea guianensis","Violaceae",22.6,"O","S",2,14.5,22.24,23,779289.8178,9584148.126
"12105","T11",26,"jatereu","Lecythis idatimon","Lecythidaceae",28.2,"O","S",3,14.53,24.34,28.4,779373.6165,9584151.43
"12119","T11",27,"louro","Ocotea canaliculata","Lauraceae",23.1,"O","S",1,13.31,19.99,25.1,779380.912,9584150.639
"12125","T11",30,"matamata","Eschweilera amazonica","Lecythidaceae",11.8,"O","S",3,12.88,15.51,12.3,779405.6047,9584152.012
"12135","T11",31,"jatereu","Lecythis idatimon","Lecythidaceae",12,"O","S",3,8.94,12.75,12.5,779410.4446,9584152.346
"12145","T11",32,"liana",NA,NA,10.3,"L",NA,NA,NA,NA,10.5,779406.5682,9584152.239
"12195","T11",39,"iperana","Eperua bijuga","Fabaceae",10.9,"O","S",2,4.44,6.94,10.9,779462.3891,9584155.111
"12205","T11",43,"tento","Ormosia grossa","Fabaceae",16.3,"O","S",3,9.16,13.96,16.4,779491.2387,9584156.164
"12219","T11",44,"breu branco","Protium paniculatum","Burseraceae",10.3,"O","S",3,4.42,7.6,10.4,779492.957,9584157.074
"12225","T11",47,"catuaba","Abuta grandifolia","Menispermaceae",14,"O","S",3,5.21,8.16,14.7,779510.727,9584157.479
"12235","T11",50,"breu branco","Protium paniculatum","Burseraceae",11.2,"O","S",3,10.44,14.89,11.3,779525.7621,9584158.289
"12245","T11",51,"louro","Ocotea canaliculata","Lauraceae",19.5,"O","C",2,13.02,21.49,20.3,779526.7096,9584159.303
"12285","T11",59,"tento","Ormosia coccinea","Fabaceae",10.8,"O","S",2,3.09,5.06,10.5,779578.572,9584160.445
"12295","T11",60,"tento","Ormosia coccinea","Fabaceae",16.9,"O","S",2,9.06,13.58,17,779581.0173,9584159.507
"12319","T11",62,"abiurana","Pouteria gongrijpii","Sapotaceae",11.7,"O","S",2,10.27,15.23,12.3,779585.3796,9584159.603
"12325","T11",63,"capueiro","Rinorea guianensis","Violaceae",16.1,"O","C",1,8.59,11.86,17.5,779590.7112,9584159.721
"12335","T11",65,"inga preto","Inga nobilis","Fabaceae",10.4,"O","S",2,7.26,11.91,10.6,779609.11,9584161.018
"12345","T11",66,"jatereu","Lecythis idatimon","Lecythidaceae",18.3,"O","S",2,9.35,14.53,18.4,779621.7121,9584161.296
"12355","T11",67,"morta",NA,NA,18.2,"O",NA,NA,NA,10.91,18,779623.6531,9584161.239
"12365","T11",68,"matamata","Eschweilera amazonica","Lecythidaceae",19.8,"O","S",3,12.07,8.58,20.1,779630.9323,9584160.999
"12375","T11",71,"jatereu","Lecythis idatimon","Lecythidaceae",12.6,"O","S",2,12.76,22.7,21.4,779664.8588,9584161.847
"12395","T11",75,"matamata","Eschweilera amazonica","Lecythidaceae",21.5,"O","S",3,14.57,19.88,22.5,779679.8777,9584162.478
"12419","T11",78,"catuaba","Abuta grandifolia","Menispermaceae",10.8,"O","S",3,5.88,9.24,11.3,779716.2473,9584162.487
"12425","T11",79,"papo-de-mutum","Lacunaria jenmanii","Ochnaceae",14.1,"O","S",3,7.83,9.63,14.4,779715.2342,9584164.449
"12465","T11",88,"jatereu","Lecythis idatimon","Lecythidaceae",33.2,"O","S",2,25.89,35.74,33.2,779661.9396,9584162.283
"12505","T11",96,"capueiro","Rinorea guianensis","Violaceae",13.4,"O","S",3,9.61,16.35,14,779632.836,9584162.634
"12525","T11",101,"embauba","Cecropia ficifolia","Urticaceae",32.9,"O","E",1,17,26.22,33.6,779595.5253,9584161.319
"12545","T11",104,"jatereu","Lecythis idatimon","Lecythidaceae",26.7,"O","S",2,11.49,20.77,27.2,779580.5108,9584160.488
"12555","T11",105,"abiurana","Pouteria gongrijpii","Sapotaceae",12.6,"O","S",2,17.42,23.95,13.2,779580.0261,9584160.478
"12585","T11",114,"capueiro","Rinorea guianensis","Violaceae",10.4,"O","S",2,7.53,10.35,10.4,779552.3963,9584159.969
"12625","T11",122,"iperana","Eperua bijuga","Fabaceae",14.9,"O","S",1,9.11,16.17,15.1,779459.0538,9584155.086
"12635","T11",124,"jatereu","Lecythis idatimon","Lecythidaceae",10.8,"O","S",1,7.74,12.28,11.7,779442.8873,9584153.995
"12665","T11",129,"capueiro","Rinorea guianensis","Violaceae",12.8,"O","S",3,7.35,11.26,13.1,779417.7072,9584152.746
"12685","T11",131,"jatereu","Lecythis idatimon","Lecythidaceae",23.3,"O","S",2,15.09,21.89,23.8,779413.3463,9584152.626
"12695","T11",133,"jatereu","Lecythis idatimon","Lecythidaceae",24.9,"O","S",1,11.56,24.12,25.6,779393.9646,9584152.091
"12735","T11",139,"jatereu","Lecythis idatimon","Lecythidaceae",19.2,"O","S",3,13.7,19.1,19.3,779359.0747,9584151.229
"12755","T11",141,"piquiarana","Caryocar glabrum","Caryocaraceae",29.6,"O","S",1,14.62,22.09,29.7,779355.1983,9584151.122
"12765","T11",142,"capueiro","Rinorea guianensis","Violaceae",14.6,"O","S",2,8.27,14.5,14.9,779354.232,9584150.995
"12775","T11",143,"capueiro","Rinorea guianensis","Violaceae",19,"O","S",2,10.74,15.07,19,779353.2629,9584150.968
"12785","T11",145,"axixa","Sterculia pruriens","Malvaceae",13,"O","S",3,7.17,10.46,13,779330.9739,9584150.353
"12795","T11",147,"abiurana casca fina","Pouteria retinervis","Sapotaceae",20.2,"O","S",2,12.6,21.36,25.2,779319.3448,9584150.033
"12805","T11",149,"inga amargoso","Inga sp.","Fabaceae",13.9,"O","S",2,8.37,13.29,14.5,779312.5612,9584149.846
"12815","T11",151,"parajuba","Manilkara bidentata","Sapotaceae",22,"O","C",1,14.52,21.81,23.2,779303.3521,9584149.692
"12825","T11",152,"capueiro","Rinorea guianensis","Violaceae",11.5,"O","S",2,11.83,19.55,11.8,779288.3341,9584149.177
"12835","T11",155,"envira","Xylopia sp.","Annonaceae",11.1,"O","S",2,1.62,14.15,11.8,779275.7359,9584148.83
"12845","T11",156,"ingarana","Inga sp.","Fabaceae",32,"O","S",1,15.79,27.53,32.3,779275.7387,9584148.73
"12875","T11",159,"angelim vermelho","Dinizia excelsa","Fabaceae",16,"O","S",2,11.95,20.14,16.7,779265.076,9584148.536
"12885","T11",161,"abiurana","Pouteria gongrijpii","Sapotaceae",23.4,"O","S",3,12.38,16.07,23.8,779263.1378,9584148.482
"12895","T11",162,"matamata branco","Eschweilera coriacea","Lecythidaceae",14.7,"O","S",2,10.25,14.8,15.8,779255.8696,9584148.282
"13195","T12",2,"jatereu","Lecythis idatimon","Lecythidaceae",10.3,"O","S",1,2.28,3.94,10.5,778938.8674,9586599.511
"13205","T12",3,"morta",NA,NA,12.3,"O",NA,NA,NA,2.47,12.2,778938.7674,9586599.51
"13225","T12",5,"breu barrote","Tetragastris panamensis","Burseraceae",18.3,"O","S",1,4.66,3.87,NA,778938.8612,9586618.131
"13265","T12",9,"tamaquare","Caraipa grandifolia","Calophyllaceae",20.9,"O","S",2,20.52,27.74,22.2,778939.8924,9586646.307
"13295","T12",12,"burangica","Galipea trifoliata","Rutaceae",10.7,"O","S",2,11.96,18.03,10.8,778939.1759,9586650.6
"13305","T12",13,"matamata branco","Eschweilera coriacea","Lecythidaceae",28.7,"O","S",2,19,27.99,29.6,778939.4623,9586652.989
"13315","T12",14,"jatereu","Lecythis idatimon","Lecythidaceae",12.3,"O","S",1,13.83,16.71,12.7,778939.3669,9586669.699
"13325","T12",15,"morta",NA,NA,15,"O",NA,NA,NA,11.3,NA,778939.0097,9586679.724
"13345","T12",17,"matamata branco","Eschweilera coriacea","Lecythidaceae",13.2,"O","S",2,12.42,20.58,13.7,778938.8716,9586686.407
"13375","T12",20,"matamata branco","Eschweilera coriacea","Lecythidaceae",28.8,"O","S",1,13.22,16.7,28.8,778937.6169,9586697.382
"13385","T12",21,"morta",NA,NA,20.6,"O",NA,NA,NA,20.36,20.6,778938.8953,9586699.776
"13419","T12",24,"morta",NA,NA,22.9,"O",NA,NA,NA,10.56,22.9,778939.0408,9586709.326
"13425","T12",25,"jatereu","Lecythis idatimon","Lecythidaceae",13.9,"O","S",2,10.76,14.37,14.2,778939.4326,9586710.761
"13465","T12",29,"arataciu","Sagotia racemosa","Euphorbiaceae",13.8,"O","S",3,5.26,8.68,13.9,778937.448,9586726.983
"13475","T12",30,"matamata branco","Eschweilera coriacea","Lecythidaceae",20.2,"O","S",2,16.72,19.46,20.8,778938.21,9586732.239
"13505","T12",33,"jatereu","Lecythis idatimon","Lecythidaceae",25,"O","S",2,16.16,20.65,26,778939.323,9586746.092
"13525","T12",35,"gema-de-ovo","Aspidosperma parvifolium","Apocynaceae",10.2,"O","S",2,5.43,7.99,10.3,778938.0038,9586750.859
"13535","T12",36,"matamata branco","Eschweilera coriacea","Lecythidaceae",16.2,"O","S",1,7.3,9.49,16.3,778938.4765,9586755.636
"13555","T12",38,"louro preto","Ocotea cernua","Lauraceae",23.1,"O","S",2,15.51,26.36,24.1,778937.8776,9586790.487
"13565","T12",39,"caramuxi","Pouteria hispida","Sapotaceae",11.8,"O","S",3,12.42,21.04,12.2,778937.6242,9586795.319
"13575","T12",40,"uxirana","Sacoglottis guianensis","Humiriaceae",12.1,"O","S",3,17.1,25.34,12.5,778938.6326,9586796.018
"13595","T12",42,"casca seca","Licania canescens","Chrysobalanaceae",14.3,"O","S",2,11.47,16.4,14.7,778937.7802,9586808.359
"13605","T12",43,"seringueira","Hevea brasiliensis","Euphorbiaceae",28,"O","S",2,15.87,23.65,24.2,778938.4652,9586815.465
"13645","T12",47,"pau-para-tudo","Simaba cedron","Simaroubaceae",10.9,"O","S",2,6.93,9.93,11,778938.7653,9586848.896
"13755","T12",58,"murta","Strychnos subcordata","Loganiaceae",12.6,"O","S",2,6.63,14.41,13.2,778938.4416,9586903.291
"13785","T12",61,"jatereu","Lecythis idatimon","Lecythidaceae",12.3,"O","S",2,11.81,16.96,13.1,778940.2853,9586922.251
"13795","T12",62,"abiurana branca","Pouteria guianensis","Sapotaceae",20.4,"O","S",2,11.37,19.5,21.9,778940.1979,9586923.201
"13819","T12",64,"uxirana","Sacoglottis guianensis","Humiriaceae",13,"O","S",2,12.22,17.93,13.8,778939.6931,9586937.92
"13845","T12",67,"jutai-pororoca","Dialium guianense","Fabaceae",25,"O","S",2,14.53,25.98,26.3,778940.3308,9586940.759
"13855","T12",68,"ata preta","Annona sp.","Annonaceae",10.1,"O","S",2,8.45,11.07,10.1,778941.0235,9586948.343
"13885","T12",71,"burangica","Galipea trifoliata","Rutaceae",15.4,"O","S",1,4.48,6.33,15.9,778941.1431,9586957.359
"13945","T12",77,"mato",NA,NA,20.8,"O","S",2,18.47,24.86,21,778940.6597,9586980.62
"14025","T12",85,"jutai-pororoca","Dialium guianense","Fabaceae",12.7,"O","S",3,11.39,14.75,13,778940.1162,9587029.511
"14035","T12",86,"tatapiririca","Tapirira guianensis","Anacardiaceae",11.5,"O","S",3,10.6,15.79,12.3,778940.9144,9587029.975
"14045","T12",87,"jutai-pororoca","Dialium guianense","Fabaceae",17.5,"O","S",3,6.92,11.69,17.3,778940.6648,9587033.775
"14055","T12",88,"louro preto","Ocotea cernua","Lauraceae",13,"O","S",3,9.32,16.44,13.9,778940.8711,9587034.247
"14085","T12",91,"matamata branco","Eschweilera coriacea","Lecythidaceae",12.2,"O","S",2,8.17,11.83,12.4,778941.0592,9587040.888
"14095","T12",92,"jatereu","Lecythis idatimon","Lecythidaceae",23,"O","S",2,9.8,11.27,23,778941.2844,9587042.784
"14119","T12",94,"abiurana","Pouteria gongrijpii","Sapotaceae",10.9,"O","S",3,6.44,15.94,11,778942.3488,9587062.703
"14145","T12",97,"casca seca","Licania canescens","Chrysobalanaceae",19.1,"O","S",2,15.54,21.44,19.1,778941.8244,9587068.405
"14165","T12",99,"arataciu","Sagotia racemosa","Euphorbiaceae",12.2,"O","S",1,NA,2.31,12.2,778941.3629,9587078.852
"14175","T12",100,"matamata preto","Eschweilera ovata","Lecythidaceae",17.6,"O","S",1,3.71,5.9,17.7,778941.3637,9587086.445
"14225","T13",4,"arataciu","Sagotia racemosa","Euphorbiaceae",10.5,"O","S",2,23.28,33.58,10.5,779067.2627,9586258.829
"14245","T13",6,"abiurana","Pouteria gongrijpii","Sapotaceae",20.2,"O","S",2,16.1,24.85,21,779057.2594,9586258.971
"14255","T13",7,"jatereu","Lecythis idatimon","Lecythidaceae",17.7,"O","S",2,14.6,23.04,18.1,779056.3195,9586259.885
"14285","T13",10,"matamata preto","Eschweilera ovata","Lecythidaceae",28.7,"O","S",1,19.6,18.2,28.7,779046.7926,9586260.021
"14305","T13",12,"abiurana","Pouteria gongrijpii","Sapotaceae",17.8,"O","C",2,23.37,30.54,18,779042.9832,9586260.175
"14385","T13",20,"capueiro","Rinorea guianensis","Violaceae",10.3,"O","S",2,13.3,21.82,10.4,779011.5456,9586260.715
"14405","T13",22,"jatereu","Lecythis idatimon","Lecythidaceae",24.8,"O","C",2,23.09,30.15,25,779005.3346,9586259.512
"14435","T13",25,"capueiro","Rinorea guianensis","Violaceae",10.4,"O","S",3,8.07,14.27,10.4,779001.5253,9586259.666
"14525","T13",35,"abiurana","Pouteria gongrijpii","Sapotaceae",10.7,"O","S",2,10.95,21.4,10.7,778961.04,9586260.543
"14535","T13",36,"capueiro","Rinorea guianensis","Violaceae",16.5,"O","S",2,16.84,23.64,16.6,778957.707,9586260.691
"14545","T13",37,"axixa","Sterculia pruriens","Malvaceae",33.6,"O","C",1,23.1,31.07,34.3,778952.4672,9586260.766
"14555","T13",38,"araracanga","Aspidosperma spruceanum","Apocynaceae",10.1,"O","S",2,16.09,18.73,10.2,778952.4729,9586261.166
"14585","T13",41,"casca seca","Licania canescens","Chrysobalanaceae",16,"O","S",2,16.59,19.52,15,778940.0935,9586261.734
"14625","T13",45,"abiurana casca fina","Pouteria retinervis","Sapotaceae",17,"O","S",2,11.51,18.03,17.3,778926.2681,9586261.139
"14635","T13",46,"capueiro","Rinorea guianensis","Violaceae",11.5,"O","S",2,12.02,16.87,11.8,778926.271,9586261.339
"14645","T13",47,"matamata preto","Eschweilera ovata","Lecythidaceae",29.1,"O","S",2,11.78,16.59,28.1,778922.4559,9586261.094
"14675","T13",50,"arataciu","Sagotia racemosa","Euphorbiaceae",13,"O","S",2,10.91,16.36,13,778914.3694,9586262.009
"14695","T13",52,"matamata preto","Eschweilera ovata","Lecythidaceae",11.4,"O","S",2,15.68,22.24,15.7,778898.6512,9586262.325
"14705","T13",53,"inga branco","Inga thibaudiana","Fabaceae",29.4,"O","S",2,24.26,30.55,29.6,778893.8765,9586261.601
"14719","T13",54,"breu barrote","Tetragastris panamensis","Burseraceae",14.8,"O","S",2,14.06,19.95,15.5,778878.837,9586261.373
"14745","T13",57,"breu barrote","Tetragastris panamensis","Burseraceae",14.3,"O","S",2,12.9,15.39,14.4,778871.5349,9586261.582
"14755","T13",58,"uxirana","Sacoglottis guianensis","Humiriaceae",22.6,"O","C",2,17.02,30.99,22.5,778867.573,9586261.532
"14855","T13",68,"casca seca","Licania canescens","Chrysobalanaceae",10.5,"O","S",2,11.02,18.67,10.6,778830.668,9586260.772
"14865","T13",69,"guajara branco","Pouteria sp.","Sapotaceae",20.1,"O","S",2,19.24,26.57,20.3,778825.0242,9586261.794
"14905","T13",73,"coquirana","Chrysophyllum sanguinolentum","Sapotaceae",13,"O","S",2,18.01,25.85,13.1,778803.9782,9586260.339
"14925","T13",75,"breu barrote","Tetragastris panamensis","Burseraceae",15.7,"O","S",2,17.08,24.84,16.1,778789.7258,9586261.606
"14955","T13",78,"inhare","Helicostylis sp.","Moraceae",14.1,"O","S",2,17.37,21.46,14.2,778782.197,9586260.869
"14975","T13",80,"pintadinho","Poeppigia procera","Fabaceae",34.3,"O","C",1,23.06,29.96,34.5,778772.8109,9586261.162
"14995","T13",82,"jatereu","Lecythis idatimon","Lecythidaceae",22.4,"O","S",2,17.94,25.44,24.4,778769.0516,9586261.039
"15019","T13",84,"pintadinho","Poeppigia procera","Fabaceae",23.3,"O","S",2,19.29,29.38,24,778764.8065,9586260.135
"15065","T13",89,"envira amarela","Xylopia sp.","Annonaceae",16.9,"O","S",2,14.62,23.65,16.9,778757.8002,9586261.971
"15085","T13",91,"liana",NA,NA,13,"L",NA,NA,NA,NA,13.5,778750.2774,9586261.526
"15095","T13",92,"pintadinho","Poeppigia procera","Fabaceae",12.5,"O","S",2,8.89,19.69,12.5,778750.2794,9586261.626
"15145","T13",97,"abiurana branca","Pouteria guianensis","Sapotaceae",18.1,"O","S",2,18.02,24.59,18.4,778734.3279,9586262.354
"15155","T13",98,"louro preto","Nectandra cuspidata","Lauraceae",14.9,"O","S",2,13.77,16.75,15.5,778720.2313,9586261.943
"15165","T13",99,"arataciu","Sagotia racemosa","Euphorbiaceae",10.4,"O","S",2,10.16,13.23,10.4,778717.8863,9586262.092
"15175","T13",100,"matamata preto","Eschweilera ovata","Lecythidaceae",20.5,"O","S",2,14.25,19.61,20.8,778717.4169,9586262.101
"15185","T13",101,"copaiba","Copaifera reticulata","Fabaceae",20.6,"O","S",2,19.33,25.53,21.6,778715.0637,9586261.85
"15215","T13",104,"jatereu","Lecythis idatimon","Lecythidaceae",13.1,"O","S",2,12.74,14.86,13.6,778700.9939,9586262.739
"15225","T13",105,"seringarana","Micrandra minor","Euphorbiaceae",33.3,"O","C",2,18.19,26.78,33.8,778700.9856,9586262.339
"15255","T13",108,"breu barrote","Tetragastris panamensis","Burseraceae",20.6,"O","S",2,16.62,23.87,21,778690.1893,9586262.561
"15265","T13",109,"ingarana","Inga sp.","Fabaceae",10.8,"O","S",2,13.67,17.31,10.9,778692.0486,9586261.631
"15275","T13",110,"axixa","Sterculia pruriens","Malvaceae",30.1,"O","S",2,16.62,23.87,32.2,778686.8851,9586261.737
"15285","T13",111,"ingarana","Inga sp.","Fabaceae",18.8,"O","S",2,16.33,21.7,19.6,778686.4423,9586263.038
"15295","T13",112,"tachi preto","Tachigali myrmecophila","Fabaceae",18.4,"O","S",2,14.63,24.38,20.8,778683.6258,9586263.096
"15305","T13",113,"capueiro","Rinorea guianensis","Violaceae",17.8,"O","S",2,16.45,18.97,17.9,778672.8172,9586262.719
"15345","T13",117,"matamata preto","Eschweilera ovata","Lecythidaceae",15,"O","S",2,8.43,12.81,15,778663.429,9586262.912
"15355","T13",118,"abiurana casca fina","Pouteria retinervis","Sapotaceae",10.1,"O","S",2,12.18,17.57,10.1,778659.6841,9586263.489
"15445","T13",127,"tamaquare","Caraipa grandifolia","Calophyllaceae",22,"O","S",2,19.86,28.47,22.5,778627.2971,9586264.255
"15465","T13",129,"jatereu","Lecythis idatimon","Lecythidaceae",20.3,"O","S",2,19.07,25.72,20.4,778620.7254,9586264.39
"15555","T14",5,"jatereu","Lecythis idatimon","Lecythidaceae",22.2,"O","S",2,12.23,22.08,22.2,779213.7727,9586770.905
"15565","T14",6,"tachi preto","Tachigali myrmecophila","Fabaceae",15.4,"O","S",2,11.8,21.31,15.3,779214.4478,9586769.005
"15575","T14",7,"tachirana","Stryphnodendron paniculatum","Fabaceae",19.8,"O","S",2,14.42,25.21,22.1,779215.8503,9586769.015
"15585","T14",8,"macaranduba","Manilkara huberi","Sapotaceae",13.1,"O","S",2,13.19,20.78,13.3,779222.8489,9586768.971
"15595","T14",9,"mato",NA,NA,17.1,"O","S",2,15.34,20.88,17.8,779225.5863,9586768.497
"15619","T14",11,"caramuxi","Pouteria hispida","Sapotaceae",10,"O","S",2,9.36,14.73,10.5,779228.7821,9586767.961
