parcela,arv,comum.nome,cientifico.nome,familia.nome,dap.2012,tipo,vert.2012,Luz.2012,Hcom.2012,Htot.2012,dap.2014,UTM.leste,UTM.norte
T02,161,casca seca,Licania canescens,Chrysobalanaceae,48.1,O,C,2,27.79,37.51,48.9,778955.0022,9585318.567
T02,162,casca seca,Licania canescens,Chrysobalanaceae,45.3,O,C,2,24.03,33.04,46.3,778912.7156,9585336.828
T02,163,morta,NA,NA,53.3,O,NA,NA,NA,10.24,53,778905.3206,9585338.394
T02,164,morta,NA,NA,46.4,O,NA,NA,NA,5.13,46.3,778884.4578,9585323.433
T02,165,macaranduba,Manilkara huberi,Sapotaceae,53,O,S,2,23.31,36.18,54.5,778872.8604,9585325.319
T02,166,morta,NA,NA,46,O,NA,NA,NA,14.68,46,778830.7263,9585345.548
T02,167,morta,NA,NA,57.8,O,NA,NA,NA,3.27,57.6,778830.6653,9585345.051
T02,168,fava-saboeiro,Abarema cochleata,Fabaceae,52,O,C,2,15.84,22.71,53,778830.9092,9585347.037
T02,169,roxinho,Peltogyne lecointei,Fabaceae,38.4,O,C,2,27.98,42.97,38.7,778829.15,9585348.26
T02,170,embauba,Cecropia ficifolia,Urticaceae,43.7,O,C,2,23.12,31.05,43.9,778793.269,9585334.029
T02,171,matamata branco,Eschweilera coriacea,Lecythidaceae,53.3,O,C,2,21.26,35.85,58.8,778759.4821,9585356.976
T02,172,pintadinho,Poeppigia procera,Fabaceae,44.8,O,C,2,22.73,36.62,44.7,778757.8006,9585354.174
T02,173,matamata branco,Eschweilera coriacea,Lecythidaceae,42,O,C,2,17.45,32.63,40.3,778754.4597,9585355.426
T02,174,abiurana,Pouteria gongrijpii,Sapotaceae,48.9,O,C,2,26.05,38.84,49.5,778751.1873,9585357.596
T02,175,ucuuba,Virola michelii,Myristicaceae,40.1,O,C,2,18.51,16.57,NA,778747.6287,9585355.937
T02,176,morta,NA,NA,50,O,NA,NA,NA,8.67,50,778743.0949,9585341.234
T02,177,pintadinho,Poeppigia procera,Fabaceae,48,O,C,2,20.35,32.68,48,778733.516,9585357.493
T02,178,uxirana,Sacoglottis guianensis,Humiriaceae,36.9,O,C,2,20.84,30.29,37.8,778727.1796,9585344.931
T02,179,copaiba,Copaifera reticulata,Fabaceae,81,O,C,2,27.12,42.54,81.9,778690.3241,9585344.176
T02,180,matamata preto,Eschweilera ovata,Lecythidaceae,41.4,O,C,2,13.43,28.06,42,778686.6443,9585347.46
T02,181,macucu,Licania guianensis,Chrysobalanaceae,52.9,O,C,2,21.83,35.41,53.5,778672.8638,9585360.022
T02,182,casca seca,Licania canescens,Chrysobalanaceae,45,O,C,2,25.19,35.34,45.1,778661.2653,9585362.393
T02,183,morta,NA,NA,35.9,O,NA,NA,NA,5.18,35.9,778649.6296,9585364.266
T02,184,abiurana casca fina,Pouteria retinervis,Sapotaceae,43,O,C,2,17.61,27.63,42.5,778643.0696,9585348.712
T02,185,capueiro,Rinorea guianensis,Violaceae,37.8,O,C,2,14.84,29.54,36.9,778628.8384,9585361.809
T02,186,abiurana,Pouteria gongrijpii,Sapotaceae,52.4,O,C,2,15.87,29.57,53,778618.8901,9585366.564
T02,187,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,O,C,2,16.89,34.88,36.7,778586.9511,9585365.943
T02,188,louro canelado,Ocotea canaliculata,Lauraceae,56.3,O,C,2,28.53,33.96,56.8,778581.3729,9585350.396
T03,2,caramuxi,Pouteria hispida,Sapotaceae,49.3,O,C,2,7.14,12.25,50.6,780189.504,9586546.374
T03,3,parajuba,Manilkara bidentata,Sapotaceae,49,O,C,2,17.94,30.23,50.5,780175.6507,9586546.061
T03,5,jatoba,Hymenaea courbaril,Fabaceae,105.7,O,E,1,36.4,53.21,NA,780168.9561,9586546.21
T03,7,abiurana,Pouteria gongrijpii,Sapotaceae,11.4,O,S,2,5.59,11.22,12,780153.7445,9586542.557
T03,8,inhare,Helicostylis sp.,Moraceae,18,O,S,3,16.81,27.28,18,780150.8783,9586542.492
T03,10,arataciu,Sagotia racemosa,Euphorbiaceae,14,O,S,2,6.17,9.68,14,780149.925,9586542.379
T03,11,mato,NA,NA,32.5,O,S,2,15.83,23.29,33.1,780148.501,9586541.946
T03,18,jatereu,Lecythis idatimon,Lecythidaceae,37.4,O,C,2,17.79,29.69,33.3,780090.1877,9586542.129
T03,19,maracatiara,Astronium graveolens,Anacardiaceae,100,O,E,1,37.32,54.76,NA,780084.8426,9586546.009
T03,21,angelim rosa,Hymenolobium modestum,Fabaceae,11.3,O,S,2,2.29,18.67,11.8,780066.8143,9586540.1
T03,24,morta,NA,NA,37,O,NA,NA,NA,4.32,NA,780047.6499,9586542.167
T03,25,casca seca,Licania canescens,Chrysobalanaceae,24.6,O,S,2,20.88,34.15,25.1,780035.2751,9586539.879
T03,26,matamata,Eschweilera parviflora,Lecythidaceae,60,O,C,2,27.64,41.3,60.8,780034.752,9586541.876
T03,29,louro preto,Nectandra cuspidata,Lauraceae,14.4,O,S,2,12.06,22.29,14.5,780018.089,9586538.998
T03,31,tachi,Tachigali myrmecophila,Fabaceae,60.9,O,C,2,25.89,42.8,63,780013.6428,9586545.399
T03,35,tachi,Tachigali myrmecophila,Fabaceae,45.5,O,C,2,18.55,30.52,48.8,780001.2904,9586542.119
T03,42,matamata,Eschweilera parviflora,Lecythidaceae,69.8,O,S,1,9.72,14.18,70,779963.3282,9586542.643
T03,47,cabreuva,Myrocarpus frondosus,Fabaceae,12.8,O,S,2,13.48,20.66,13,779936.6649,9586535.703
T03,49,morta,NA,NA,35.9,O,NA,NA,NA,19.01,35.9,779916.6239,9586538.653
T03,55,bacaba,Oenocarpus bacaba,Arecaceae,16.5,P,C,2,14.74,18.86,16.6,779850.9407,9586531.969
T03,56,guajara branco,Pouteria sp.,Sapotaceae,49,O,C,2,18.54,28.63,49.1,779848.9922,9586532.287
T03,57,pau amarelo,Euxylophora paraensis,Rutaceae,67,O,C,2,20.44,34.1,68.6,779826.7449,9586532.149
T03,59,pau amarelo,Euxylophora paraensis,Rutaceae,101.1,O,E,1,24.22,36.85,102,779817.8967,9586535.479
T03,68,seringueira,Hevea brasiliensis,Euphorbiaceae,38.7,O,E,1,17.71,26.5,40.5,779751.781,9586531.689
T03,69,capueiro,Rinorea guianensis,Violaceae,17.9,O,S,3,7.27,19.78,18.1,779749.0312,9586528.07
T03,72,envira,Xylopia sp.,Annonaceae,60.2,O,C,1,22.27,36.43,62.1,779720.2658,9586533.362
T03,76,louro vermelho,Sextonia rubra,Lauraceae,60.6,O,S,2,16.42,29.44,61.6,779704.9394,9586529.713
T03,78,capueiro,Rinorea guianensis,Violaceae,47.3,O,S,2,4.38,7.78,22.2,779720.4766,9586528.366
T03,79,inga,Inga marginata,Fabaceae,27.1,O,S,2,13.84,15.47,28.2,779712.3558,9586525.922
T03,81,tatapiririca,Tapirira guianensis,Anacardiaceae,13.6,O,S,2,9.59,14.82,14,779727.8463,9586525.683
T03,83,capueiro,Rinorea guianensis,Violaceae,20.8,O,S,3,12.38,25.53,21.4,779738.441,9586526.822
T03,85,inhare,Helicostylis sp.,Moraceae,63.3,O,C,2,26.49,39.84,63.8,779740.9693,9586524.227
T03,86,matamata,Eschweilera amazonica,Lecythidaceae,30.9,O,S,2,17.98,32.21,31.5,779745.693,9586526.928
T03,87,macaranduba,Manilkara huberi,Sapotaceae,67,O,E,1,36.64,60.44,67,779753.9698,9586525.676
T03,89,coracao-de-negro,Chamaecrista xinguensis,Fabaceae,16.5,O,S,3,15.08,19.19,16.6,779756.8205,9586526.905
T03,91,louro preto,Ocotea cernua,Lauraceae,38.8,O,C,2,21.41,35.78,41.2,779760.8105,9586524.063
T03,92,inga amarelo,Inga sp.,Fabaceae,10.4,O,S,3,4.99,9.28,10.5,779769.8589,9586527.455
T03,95,morta,NA,NA,36,O,NA,NA,NA,2.29,36,779775.6878,9586526.893
T03,97,breu branco,Protium paniculatum,Burseraceae,39.7,O,C,2,25.34,31.05,44,779781.974,9586526.958
T03,98,matamata,Eschweilera amazonica,Lecythidaceae,41.6,O,C,2,14.27,30.55,45.7,779782.8976,9586527.997
T03,100,jatereu,Lecythis idatimon,Lecythidaceae,23.4,O,S,2,12.94,24.56,23.8,779798.8331,9586528.678
T03,102,abiurana,Pouteria gongrijpii,Sapotaceae,45.4,O,C,1,22.5,32.89,47.4,779805.1323,9586528.435
T03,103,pau amarelo,Euxylophora paraensis,Rutaceae,120,O,E,1,27.09,38.03,121.5,779807.7365,9586524.041
T03,106,merauba,Mouriri collocarpa,Melastomataceae,13.5,O,S,2,35.88,56.4,14,779828.2569,9586530.712
T03,107,timborana,Pseudopiptadenia suaveolens,Fabaceae,65,O,E,1,9.51,15.69,65,779833.8133,9586525.141
T03,108,morta,NA,NA,12.8,O,NA,NA,NA,11.61,NA,779844.2261,9586530.593
T03,109,macaranduba,Manilkara huberi,Sapotaceae,82,O,E,1,31.73,43.03,83.1,779855.9847,9586527.078
T03,110,matamata,Eschweilera amazonica,Lecythidaceae,28.4,O,S,2,12.85,24.54,29.3,779885.7351,9586532.837
T03,111,parajuba,Manilkara bidentata,Sapotaceae,71,O,S,1,28.17,39.61,72.1,779880.1299,9586528.096
T03,113,tachi vermelho,Tachigali paniculata,Fabaceae,13,O,S,2,10.97,18.6,15,779895.9492,9586533.669
T03,116,taperebarana,Spondias sp.,Anacardiaceae,68.7,O,C,1,18.38,32.55,68.9,779914.0975,9586529.537
T03,119,parajuba,Manilkara bidentata,Sapotaceae,80,O,E,1,37.94,51.89,80,779929.0092,9586532.974
T03,120,breu vermelho,Protium hebetatum,Burseraceae,36.7,O,S,1,25.75,36.4,37.7,779932.6372,9586533.329
T03,123,abiurana,Pouteria gongrijpii,Sapotaceae,12,O,S,2,14.56,20.49,12.4,779938.1408,9586535.265
T03,125,jatereu,Lecythis idatimon,Lecythidaceae,29.5,O,S,1,22.35,29.32,30,779956.0765,9586536.128
T03,130,abiurana,Pouteria gongrijpii,Sapotaceae,22.2,O,S,2,9.1,13.7,21.8,780008.5508,9586538.083
T03,132,morta,NA,NA,20.4,O,NA,NA,NA,5.01,20.4,779995.1775,9586537.68
T03,137,morta,NA,NA,14.1,O,NA,NA,NA,1.83,14.1,780042.0077,9586538.047
T03,138,jatereu,Lecythis idatimon,Lecythidaceae,11.4,O,S,3,11.81,16.2,11.8,780045.336,9586538.814
T03,140,uxirana,Sacoglottis guianensis,Humiriaceae,12,O,S,3,14.64,21.93,13.5,780058.2384,9586538.906
T03,143,caramuxi,Pouteria hispida,Sapotaceae,36.5,O,S,2,22.27,34.77,37.5,780064.9375,9586538.557
T03,146,uxirana,Sacoglottis guianensis,Humiriaceae,44.5,O,C,2,23.45,41,46,780077.4254,9586535.839
T03,147,arataciu,Sagotia racemosa,Euphorbiaceae,15.4,O,S,2,10.15,14.3,15.9,780080.2237,9586538.911
T03,148,copaiba,Copaifera reticulata,Fabaceae,69.3,O,E,1,28.79,47.58,70.3,780080.6835,9586539.713
T03,152,matamata,Eschweilera parviflora,Lecythidaceae,32.9,O,S,3,19.01,27.6,32.2,780108.8856,9586539.559
T03,153,liana,NA,NA,13.9,L,NA,NA,NA,NA,14,780108.8677,9586540.35
T03,155,matamata,Eschweilera parviflora,Lecythidaceae,29.4,O,S,2,16.51,26.59,29.7,780116.5288,9586539.731
T03,156,abiurana,Pouteria gongrijpii,Sapotaceae,63.3,O,C,1,26.06,35.79,64,780119.3952,9586539.788
T03,157,morta,NA,NA,49.8,O,NA,NA,NA,2.88,49.8,780128.0842,9586535.984
T03,159,capueiro,Rinorea guianensis,Violaceae,19.9,O,S,3,13,20.29,20.1,780145.1908,9586540.379
T03,160,capueiro,Rinorea guianensis,Violaceae,20.7,O,S,3,15.06,20.88,20.9,780149.9678,9586540.487
T03,161,fava-atana,Parkia gigantocarpa,Fabaceae,95,O,E,1,22.74,56.83,97,780159.1346,9586536.685
T03,167,arataciu,Sagotia racemosa,Euphorbiaceae,10.9,O,S,2,6.4,12.38,11.5,780188.6503,9586541.854
T03,169,inhare,Helicostylis sp.,Moraceae,51.6,O,C,1,20.22,28.13,52,779707.2696,9586531.813
T03,170,inga,Inga marginata,Fabaceae,38,O,C,2,15.96,24.65,38.6,779781.5693,9586536.549
T03,171,mapatirana,Pourouma villosa,Urticaceae,40.4,O,C,2,17.38,29.89,42,779761.945,9586520.107
T03,172,breu vermelho,Protium hebetatum,Burseraceae,36.1,O,C,2,24.08,33.68,38.2,779762.677,9586537.153
T03,173,jatereu,Lecythis idatimon,Lecythidaceae,37.3,O,C,2,20.7,28.94,37.5,779752.4973,9586537.644
T03,174,iperana,Eperua bijuga,Fabaceae,36.5,O,C,2,20.79,31.64,36.7,779747.7492,9586535.522
T03,175,iperana,Eperua bijuga,Fabaceae,36.5,O,C,2,20.56,29.21,36.7,779841.5168,9586537.477
T03,177,matamata preto,Eschweilera ovata,Lecythidaceae,35.6,O,C,1,21.22,29.68,46.3,779817.9618,9586522.471
T03,178,breu vermelho,Protium hebetatum,Burseraceae,48.5,O,C,1,22.05,29.02,49.5,779802.8653,9586524.836
T03,179,pente-de-macaco,Apeiba petoumo,Malvaceae,42.2,O,S,2,24.14,29.47,42.5,779793.8166,9586521.452
T03,180,mapatirana,Pourouma minor,Urticaceae,41.1,O,C,1,21.5,28.89,42.5,779917.9764,9586529.702
T03,181,barrote,Tetragastris altissima,Burseraceae,52.5,O,C,2,18.53,28.73,54,779846.936,9586523.693
T03,182,matamata preto,Eschweilera ovata,Lecythidaceae,52.2,O,C,1,19.3,32.52,53,779925.7087,9586542.042
T03,183,abiurana,Pouteria gongrijpii,Sapotaceae,45.7,O,S,1,12.13,19.41,45.7,779909.0064,9586529.32
T03,184,abiurana,Pouteria gongrijpii,Sapotaceae,43.9,O,C,2,19.45,30.01,45.5,779980.83,9586530.876
T03,185,tauari,Couratari stellata,Lecythidaceae,50,O,C,1,24.09,37.17,51,780120.5088,9586532.811
T03,186,axixa,Sterculia pruriens,Malvaceae,46.5,O,C,1,19.15,28.55,46.8,780186.9248,9586533.613
T03,187,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,O,S,2,24.53,35.72,46.7,780173.9433,9586537.02
T03,188,matamata,Eschweilera parviflora,Lecythidaceae,44,O,S,1,11.02,13.63,NA,780165.5738,9586547.834
T04,2,breu branco,Protium paniculatum,Burseraceae,17.3,O,S,3,11.84,19.23,18.5,780149.6582,9586151.765
T04,3,morta,NA,NA,20.6,O,NA,NA,NA,8.44,20.6,780146.893,9586153
T04,4,andirobarana,Guarea guidonia,Meliaceae,35.6,O,C,2,13.65,25.09,35.5,780133.1162,9586154.197
T04,5,matamata preto,Eschweilera ovata,Lecythidaceae,17.3,O,S,2,7.62,14.99,17.2,780131.2151,9586154.353
T04,8,caramuxi,Pouteria hispida,Sapotaceae,14.7,O,S,3,10.07,17.87,15,780104.5679,9586156.16
T04,10,mapatirana,Pourouma villosa,Urticaceae,10,O,S,3,8.72,13.03,10.7,780082.6881,9586157.748
T04,11,capueiro,Rinorea guianensis,Violaceae,15.6,O,S,2,8.47,17.12,15.3,780075.147,9586159.102
T04,12,piquiarana,Caryocar glabrum,Caryocaraceae,54,O,S,2,14.53,24.79,54.9,780075.2502,9586160.298
T04,13,angelim vermelho,Dinizia excelsa,Fabaceae,200,O,S,1,39.54,63.85,200,780067.5456,9586159.758
T04,14,matamata branco,Eschweilera coriacea,Lecythidaceae,19,O,S,2,14.16,22.76,21.1,780054.7182,9586160.866
T04,17,morta,NA,NA,28.9,O,NA,NA,NA,18.44,28.8,780040.8719,9586161.259
T04,18,matamata,Eschweilera amazonica,Lecythidaceae,14.5,O,S,2,8.35,14.17,14.6,780019.9595,9586162.964
T04,19,breu branco,Protium paniculatum,Burseraceae,11.6,O,S,2,6.94,10.65,11.6,780019.0265,9586163.245
T04,22,ucurana,Sloanea guianensis,Elaeocarpaceae,30.1,O,C,2,12.37,21.82,29.8,780007.1493,9586164.271
T04,25,pau-jacare,Laetia procera,Salicaceae,31.9,O,S,2,6.22,8.93,32.3,779973.9614,9586167.931
T04,27,angelim rajado,Zygia racemosa,Fabaceae,12.5,O,S,2,8.44,15.46,12.2,779946.7918,9586168.901
T04,29,barrote,Tetragastris altissima,Burseraceae,20.1,O,S,2,10.09,18.6,20.1,779917.3439,9586171.622
T04,30,morta,NA,NA,51.5,O,NA,NA,NA,11.3,51.1,779915.8871,9586171.812
T04,31,matamata branco,Eschweilera coriacea,Lecythidaceae,13.6,O,S,2,5.72,11.8,14.6,779907.779,9586171.311
T04,32,morta,NA,NA,28.5,O,NA,NA,NA,8.16,28.5,779902.7141,9586172.526
T04,34,canela-de-jacamim,Rinorea pubiflora,Violaceae,10.2,O,S,3,3.34,5.07,10.3,779889.9856,9586172.511
T04,35,anani,Symphonia globulifera,Clusiaceae,40.4,O,C,2,20.1,29.97,40.9,779889.4918,9586172.441
T04,36,abiurana,Pouteria gongrijpii,Sapotaceae,17.6,O,S,3,4.59,6.72,17.8,779885.8405,9586172.767
T04,38,liana,NA,NA,13.4,L,NA,NA,NA,NA,14.4,779894.8561,9586172.11
T04,41,abiurana,Pouteria gongrijpii,Sapotaceae,15.7,O,S,3,7.75,16.29,16.1,779844.3258,9586175.119
T04,42,muirapiranga,Brosimum rubescens,Moraceae,55,O,C,2,17.85,27.84,55.6,779843.4154,9586176.071
T04,44,louro preto,Nectandra cuspidata,Lauraceae,65,O,C,2,22.11,37.8,66,779830.9992,9586177.854
T04,45,jatereu,Lecythis idatimon,Lecythidaceae,30,O,S,3,11.56,21.9,29.9,779828.4902,9586175.989
T04,46,matamata branco,Eschweilera coriacea,Lecythidaceae,16.7,O,S,2,15.55,23.7,17.1,779828.0647,9586177.006
T04,47,cajuacu,Anacardium spruceanum,Anacardiaceae,72.5,O,C,2,24.54,38.87,74.2,779821.347,9586177.383
T04,50,jatereu,Lecythis idatimon,Lecythidaceae,23.1,O,C,2,19.07,23.52,22.6,779791.5898,9586178.918
T04,52,abiu cutite,NA,NA,16.8,O,S,3,9.71,13.94,17.1,779775.2794,9586179.906
T04,53,abiu cutite,NA,NA,12,O,S,3,10.81,13.85,12.2,779773.7908,9586179.095
T04,56,abiurana,Pouteria gongrijpii,Sapotaceae,29.4,O,C,2,19.85,30.79,38.5,779733.9893,9586181.782
T04,57,iperana,Eperua bijuga,Fabaceae,16.4,O,S,3,17.35,25.63,16.7,779733.9564,9586181.183
T04,58,uxirana,Sacoglottis guianensis,Humiriaceae,50.6,O,C,2,22.53,35.62,51,779732.5716,9586182.261
T04,60,tachi vermelho,Tachigali paniculata,Fabaceae,72.7,O,S,2,22.19,38.64,67,779725.5382,9586185.652
T04,62,casca seca,Licania canescens,Chrysobalanaceae,40.7,O,C,2,11.59,24.15,41.3,779711.9922,9586184.393
T04,63,matamata,Eschweilera parviflora,Lecythidaceae,40.8,O,C,2,19.53,31.4,44,779710.7172,9586187.467
T04,66,breu branco,Protium paniculatum,Burseraceae,14,O,S,3,2.33,24.55,14.2,779685.0319,9586184.272
T04,67,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,80,O,C,2,27.39,47.29,80,779680.7734,9586185.607
T04,68,ucuuba,Virola michelii,Myristicaceae,19,O,S,3,19.33,22.49,19,779666.8294,9586185.865
T04,69,caramuxi,Pouteria hispida,Sapotaceae,46.3,O,C,2,21.42,28.14,46.2,779663.0513,9586187.182
T04,70,iperana,Eperua bijuga,Fabaceae,10.1,O,S,3,13.31,17.04,10.2,779662.8977,9586184.386
T04,71,barrote,Tetragastris altissima,Burseraceae,51.9,O,C,2,26.67,38.2,52,779663.2514,9586182.063
T04,73,abiurana,Pouteria gongrijpii,Sapotaceae,16.2,O,S,2,7.13,12.69,16.3,779708.9868,9586182.254
T04,74,iperana,Eperua bijuga,Fabaceae,58.1,O,C,2,19.93,32.91,48.2,779711.7728,9586180.399
T04,75,abiurana,Pouteria gongrijpii,Sapotaceae,39.9,O,S,2,23.34,36.4,39.9,779720.8354,9586178.899
T04,78,abiurana,Pouteria gongrijpii,Sapotaceae,33.8,O,C,2,11.6,25.65,34.2,779731.0278,9586180.443
T04,79,jatereu,Lecythis idatimon,Lecythidaceae,37.1,O,C,2,14.82,24.23,37.4,779750.1347,9586177.79
T04,80,capueiro,Rinorea guianensis,Violaceae,21.1,O,S,2,13.29,18.08,21.7,779755.523,9586179.497
T04,83,matamata preto,Eschweilera ovata,Lecythidaceae,51.8,O,C,2,19.29,25.71,50.5,779773.703,9586177.497
T04,85,iperana,Eperua bijuga,Fabaceae,17.7,O,C,2,15.84,19.93,18.5,779800.6035,9586176.528
T04,86,muirapiranga,Brosimum rubescens,Moraceae,22.2,O,C,2,15.86,21.41,22.2,779809.7753,9586177.017
T04,87,matamata branco,Eschweilera coriacea,Lecythidaceae,39.1,O,C,2,19.8,28.91,39,779813.8692,9586172.686
T04,89,seringarana,Micrandra minor,Euphorbiaceae,57.6,O,C,2,21.73,35.67,57.7,779820.7849,9586175.912
T04,90,abiurana,Pouteria gongrijpii,Sapotaceae,18.4,O,S,3,15.59,22.88,18.5,779823.686,9586176.153
T04,91,matamata,Eschweilera parviflora,Lecythidaceae,20.4,O,S,3,14.57,21.31,21.7,779825.5565,9586175.157
T04,93,macucu,Licania guianensis,Chrysobalanaceae,13.1,O,S,3,8.81,15.87,13,779835.6337,9586174.603
T04,94,matamata branco,Eschweilera coriacea,Lecythidaceae,61.7,O,C,2,22.3,32.7,60.9,779843.3112,9586174.173
T04,95,casca seca,Licania canescens,Chrysobalanaceae,10.6,O,S,3,8.52,13.32,10.6,779843.8185,9586174.646
T04,96,copaiba,Copaifera reticulata,Fabaceae,48.7,O,C,2,17.17,29.63,48.4,779861.8157,9586172.147
T04,97,jatereu,Lecythis idatimon,Lecythidaceae,11.8,O,S,2,6.72,14.13,11.9,779868.9608,9586172.908
T04,99,barrote,Tetragastris altissima,Burseraceae,45.6,O,C,2,19.21,30.84,46,779889.6185,9586170.53
T04,100,jatereu,Lecythis idatimon,Lecythidaceae,74,O,S,3,4.32,7.77,74,779889.6925,9586171.727
T04,102,breu vermelho,Protium hebetatum,Burseraceae,46.9,O,C,2,11.43,18.01,47.7,779896.745,9586170.991
T04,103,jatereu,Lecythis idatimon,Lecythidaceae,12.8,O,S,2,6.45,14.43,13,779900.8906,9586170.743
T04,104,macaranduba,Manilkara huberi,Sapotaceae,18.9,O,S,2,7.84,12.85,18.9,779902.1098,9586170.668
T04,107,macucu,Licania guianensis,Chrysobalanaceae,18.4,O,S,2,7.14,11.13,20.3,779920.6712,9586170.014
T04,108,abiurana,Pouteria gongrijpii,Sapotaceae,39.9,O,C,2,14.53,21.73,51.6,779924.7176,9586168.161
T04,109,abiurana,Pouteria gongrijpii,Sapotaceae,16.6,O,S,2,7.9,12.26,17.6,779924.8409,9586170.157
T04,111,tachi preto,Tachigali myrmecophila,Fabaceae,60,O,E,1,19.74,45.45,60,779962.9318,9586167.687
T04,114,macucu,Licania guianensis,Chrysobalanaceae,24.4,O,C,2,9.63,24.46,25.3,779981.4,9586165.39
T04,117,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,41,O,C,2,12.74,30.94,41.1,779992.1464,9586162.354
T04,118,seringarana,Micrandra minor,Euphorbiaceae,55.1,O,C,2,14.41,31.89,56.9,779995.3859,9586161.071
T04,119,matamata,Eschweilera parviflora,Lecythidaceae,10.8,O,S,3,7.58,12.25,10.8,780002.8477,9586164.341
T04,122,abiurana,Pouteria gongrijpii,Sapotaceae,27.5,O,C,2,15.43,24.38,27.7,780008.0221,9586163.292
T04,123,bacaba,Oenocarpus bacaba,Arecaceae,18.5,P,S,2,9.97,19.04,18.6,780026.5505,9586161.692
T04,124,morta,NA,NA,50,O,NA,NA,NA,22.13,50,780036.3294,9586158.539
T04,125,abiurana,Pouteria gongrijpii,Sapotaceae,39.5,O,C,2,22.67,32.09,39,780045.4593,9586158.956
T04,127,pau santo,Zollernia paraensis,Fabaceae,69.2,O,C,2,17.33,35.88,69,780046.9534,9586159.629
T04,128,fava-bolacha,Vatairea guianensis,Fabaceae,60,O,S,2,22.65,32.34,60,780061.12,9586157.403
T04,129,abiurana,Pouteria gongrijpii,Sapotaceae,11.1,O,S,3,9.7,19.43,11.3,780064.5918,9586158.809
T04,131,abiurana,Pouteria gongrijpii,Sapotaceae,17.7,O,S,3,11.4,29.53,17.9,780077.8599,9586157.262
T04,135,capueiro,Rinorea guianensis,Violaceae,21.1,O,S,2,11.13,22.61,21.6,780086.8614,9586156.192
T04,137,pintadinho,Poeppigia procera,Fabaceae,38.2,O,C,2,12.77,19.46,39.2,780091.1623,9586156.113
T04,138,barrote,Tetragastris altissima,Burseraceae,60.5,O,S,2,11.89,29.6,60.9,780091.5705,9586149.755
T04,140,matamata branco,Eschweilera coriacea,Lecythidaceae,30,O,S,2,10.27,18.06,29.9,780107.2901,9586154.428
T04,141,jatereu,Lecythis idatimon,Lecythidaceae,15.5,O,S,2,9.07,13.89,16.2,780111.5738,9586154.15
T04,142,capueiro,Rinorea guianensis,Violaceae,11.5,O,S,3,7.66,13.85,12.2,780134.9305,9586153.037
T04,143,matamata preto,Eschweilera ovata,Lecythidaceae,43,O,C,2,11.94,23.68,42.8,780145.7543,9586150.898
T04,144,matamata branco,Eschweilera coriacea,Lecythidaceae,23.7,O,S,2,13.74,21.41,24.3,780148.708,9586151.847
T04,146,morta,NA,NA,46.8,O,NA,NA,NA,34.77,46.8,780150.6494,9586157.702
T04,147,morta,NA,NA,36.5,O,NA,NA,NA,27.64,36.5,780136.7859,9586157.895
T04,148,macaranduba,Manilkara huberi,Sapotaceae,36.1,O,C,2,19.78,28.27,37.2,780127.5422,9586161.704
T04,149,ucurana,Sloanea guianensis,Elaeocarpaceae,42.6,O,C,2,31.77,36.57,43,780098.8258,9586150.634
T04,150,uxi,Endopleura uchi,Humiriaceae,59.2,O,C,2,31.83,43.7,60.5,780078.6141,9586149.368
T04,151,abiurana,Pouteria gongrijpii,Sapotaceae,54.9,O,C,2,21.76,17.41,55.1,780063.8004,9586149.643
T04,152,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,O,C,2,22.87,34.75,40,780011.0296,9586153.778
T04,153,matamata branco,Eschweilera coriacea,Lecythidaceae,45.7,O,C,2,17.59,39.64,45.3,780011.9671,9586170.178
T04,154,abiurana,Pouteria gongrijpii,Sapotaceae,45.5,O,C,2,16.06,27.34,46.1,780012.0961,9586171.673
T04,155,ucuuba,Virola michelii,Myristicaceae,40.7,O,C,2,22.42,33.15,41.7,779989.2059,9586172.645
T04,156,maracatiara,Astronium graveolens,Anacardiaceae,68.1,O,E,1,31.09,42.92,68.1,779978.883,9586175.042
T04,157,macaranduba,Manilkara huberi,Sapotaceae,37.3,O,C,2,21.46,29.4,38.6,779956.3377,9586176.827
T04,158,casca seca,Licania canescens,Chrysobalanaceae,10.5,O,S,3,9.57,16.13,10.7,779951.851,9586167.594
T04,159,muiratinga,Maquira coriacea,Moraceae,40.4,O,C,2,16.61,26.07,40.2,779937.215,9586160.475
T04,160,breu vermelho,Protium hebetatum,Burseraceae,41.2,O,C,2,20.75,33.35,43.3,779933.0814,9586176.761
T04,161,breu barrote,Tetragastris panamensis,Burseraceae,48.9,O,C,2,18.27,29,49.2,779901.9917,9586176.678
T04,162,jatereu,Lecythis idatimon,Lecythidaceae,36.7,O,C,2,19.2,22.94,36.9,779873.9233,9586181.919
T04,163,morta,NA,NA,39.5,O,NA,NA,NA,3.78,39.5,779868.624,9586179.341
T04,164,fava-paricana,Dimorphandra macrostachya,Fabaceae,10.7,O,S,2,10.35,15.12,13.3,779856.8567,9586175.424
T04,165,cupiuba,Goupia glabra,Goupiaceae,41.1,O,C,2,19.15,28.69,42.5,779828.5037,9586167.476
