parcela,arv,comum.nome,cientifico.nome,familia.nome,dap.2012,tipo,vert.2012,Luz.2012,Hcom.2012,Htot.2012,dap.2014,UTM.leste,UTM.norte
T05,76,inga,Inga marginata,Fabaceae,36.7,O,S,2,9.95,19.09,38,780700.0188,9586884.989
T05,78,envira preta,Guatteria schomburgkiana,Annonaceae,22.6,O,S,1,7.47,12.63,22.7,780702.7501,9586872.642
T05,81,jatereu,Lecythis idatimon,Lecythidaceae,39.2,O,C,1,19.93,30.51,39.9,780704.409,9586861.232
T05,83,abiurana,Pouteria gongrijpii,Sapotaceae,69.5,O,E,1,29.68,41.11,69.8,780699.2255,9586853.926
T05,87,jatereu,Lecythis idatimon,Lecythidaceae,10.1,O,S,3,10.47,15.11,10.3,780705.1338,9586831.758
T05,88,capueiro,Rinorea guianensis,Violaceae,16.6,O,S,2,14.12,23.86,16.8,780706.5185,9586823.334
T05,90,matamata,Eschweilera parviflora,Lecythidaceae,13.8,O,S,2,8.57,16.26,14.3,780707.6067,9586806.388
T05,92,breu branco,Protium paniculatum,Burseraceae,15.2,O,S,3,9.16,18.56,15.2,780706.0495,9586834.813
T05,95,breu branco,Protium paniculatum,Burseraceae,12,O,S,2,7.81,13.63,12,780708.2191,9586812.927
T05,96,morta,NA,NA,80.8,O,NA,NA,NA,11.34,80.6,780707.7038,9586821.902
T05,97,jatereu,Lecythis idatimon,Lecythidaceae,23.9,O,E,2,14.73,22.61,24,780706.6271,9586828.343
T05,99,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.3,O,E,1,20.63,31.81,40.5,780708.2837,9586839.446
T05,103,matamata,Eschweilera amazonica,Lecythidaceae,15.7,O,S,1,13.25,25.14,18,780704.9082,9586861.261
T05,105,mato,NA,NA,10.6,O,S,2,4.24,7.26,11,780704.0621,9586884.225
T05,109,abiurana,Pouteria gongrijpii,Sapotaceae,11,O,S,2,10.63,14.96,11.8,780701.976,9586908.116
T05,110,morta,NA,NA,18,O,NA,NA,NA,4.66,18,780702.5505,9586910.151
T05,113,acoita-cavalo,Luehea speciosa,Malvaceae,50,O,C,1,13.37,22.82,52,780704.1581,9586934.258
T05,114,caramuxi,Pouteria hispida,Sapotaceae,50.5,O,C,1,19.78,33.43,51,780705.0401,9586936.311
T05,116,morta,NA,NA,21.5,O,NA,NA,NA,6.77,21.4,780699.8248,9586945.012
T05,123,matamata,Eschweilera amazonica,Lecythidaceae,15.7,O,S,1,11.7,21.75,17,780698.132,9586985.936
T05,124,goiabao,Pradosia cochlearia,Sapotaceae,65.3,O,S,1,21.85,36.52,65.4,780701.1058,9586986.609
T05,127,matamata,Eschweilera amazonica,Lecythidaceae,24.4,O,C,1,20.85,32.01,26.4,780697.4959,9586993.769
T05,128,guajara-mirim,Pouteria sp.,Sapotaceae,63.5,O,C,1,22.7,32.55,64.6,780699.3118,9586995.264
T05,129,morta,NA,NA,46,O,NA,NA,NA,16.64,46,780697.1511,9587003.367
T05,130,jatereu,Lecythis idatimon,Lecythidaceae,14.9,O,S,2,9.14,13.9,14.9,780694.1905,9587017.046
T05,134,maracatiara,Astronium graveolens,Anacardiaceae,110.5,O,C,1,31.61,52.75,111,780690.1873,9587059.516
T05,135,matamata,Eschweilera parviflora,Lecythidaceae,11.9,O,S,2,8.48,12.39,12.1,780687.454,9587063.828
T05,137,morta,NA,NA,45.8,O,NA,NA,NA,25.63,45.8,780685.6852,9587084.106
T05,139,pau-de-remo,Chimarrhis turbinata,Rubiaceae,13.7,O,S,2,7.2,12.84,13.7,780683.1135,9587097.836
T05,140,pau-de-remo,Chimarrhis turbinata,Rubiaceae,10.6,O,S,2,7.2,12.84,10.6,780683.1135,9587097.836
T05,145,louro preto,Nectandra cuspidata,Lauraceae,13.5,O,S,2,5.7,16.86,13.6,780684.3288,9587126.286
T05,147,tachi preto,Tachigali myrmecophila,Fabaceae,10.6,O,S,1,14.24,16.94,11.8,780685.0765,9587155.697
T05,149,cucutitiriba,Pouteria sp.,Sapotaceae,13.1,O,S,1,6.64,10.7,13.1,780684.8118,9587180.386
T05,150,goiabao,Pradosia cochlearia,Sapotaceae,15.9,O,S,1,10.44,15.43,16.6,780685.6854,9587195.079
T05,151,louro preto,Nectandra cuspidata,Lauraceae,43,O,C,1,18.61,30.51,44.3,780686.5575,9587197.905
T05,152,burangica,Galipea trifoliata,Rutaceae,11.3,O,S,3,2.99,8.07,11.8,780686.1421,9587201.238
T05,153,abiurana,Pouteria gongrijpii,Sapotaceae,59.8,O,C,2,31.27,43.4,68,780688.0084,9587223.5
T05,155,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,12.9,O,S,3,8.74,18.23,13,780686.9455,9587229.224
T05,156,uxirana,Sacoglottis guianensis,Humiriaceae,17.2,O,S,3,18.9,25.25,17.6,780686.2502,9587233.039
T05,158,tento,Ormosia coccinea,Fabaceae,15.8,O,S,3,7.19,13.35,15.8,780687.4399,9587248.673
T05,160,barrote,Tetragastris altissima,Burseraceae,55.5,O,S,3,13.18,29.74,55.7,780688.7922,9587254.334
T05,161,balsamo,Myroxylon peruiferum,Fabaceae,11.5,O,S,3,10.39,16.12,11.8,780687.6408,9587256.262
T05,165,barrote,Tetragastris altissima,Burseraceae,56.8,O,S,2,13.1,22.8,57.2,780687.7836,9587277.619
T05,166,liana,NA,NA,16.3,L,NA,NA,NA,NA,16.4,780687.8836,9587277.616
T05,167,liana,NA,NA,14.3,L,NA,NA,NA,NA,15.4,780687.9077,9587278.565
T05,169,seringueira,Hevea brasiliensis,Euphorbiaceae,43.8,O,C,2,25.74,35.02,43.9,780677.1705,9587274.091
T05,170,jarana,Lecythis lurida,Lecythidaceae,38.6,O,C,2,22.47,30.73,38.9,780677.0741,9587270.296
T05,171,louro preto,Nectandra cuspidata,Lauraceae,11.6,O,C,2,7.28,10.58,11.8,780685.7339,9587259.633
T05,172,macaranduba,Manilkara huberi,Sapotaceae,36.9,O,C,2,19.34,23.99,37.8,780678.6799,9587257.914
T05,173,breu barrote,Tetragastris panamensis,Burseraceae,55,O,C,2,12.49,26.75,55,780676.5314,9587248.95
T05,174,breu barrote,Tetragastris panamensis,Burseraceae,52.3,O,C,2,16.81,30.87,52.7,780676.4591,9587246.104
T05,175,matamata branco,Eschweilera coriacea,Lecythidaceae,41.3,O,C,2,27.4,34.9,41.7,780678.0288,9587232.298
T05,176,matamata preto,Eschweilera ovata,Lecythidaceae,38.9,O,C,2,22.61,33.09,39.3,780676.812,9587223.785
T05,177,abiurana,Pouteria gongrijpii,Sapotaceae,54.9,O,C,2,21.41,31.92,55,780675.832,9587221.437
T05,178,embauba toren,Cecropia engleriana,Urticaceae,49,O,C,2,25.3,32.3,49.5,780675.9318,9587189.156
T05,179,fava-saboeiro,Abarema jupunba,Fabaceae,56.8,O,C,2,20.82,35.19,58.5,780678.1711,9587159.195
T05,180,pau-de-remo,Chimarrhis turbinata,Rubiaceae,42.9,O,S,2,15.06,23.99,43.5,780678.1229,9587157.297
T05,181,inga branco,Inga thibaudiana,Fabaceae,35.8,O,C,2,13.36,25.32,36.2,780693.0851,9587119.418
T05,182,abiurana,Pouteria gongrijpii,Sapotaceae,40.8,O,C,2,18.55,32.34,43,780677.0738,9587116.027
T05,183,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,68,O,C,2,23.79,34.26,70.8,780672.9019,9587106.165
T05,184,jarana,Lecythis lurida,Lecythidaceae,43,O,C,2,18.37,29.02,43.2,780689.5752,9587096.248
T05,185,axixa,Sterculia pruriens,Malvaceae,39.1,O,C,2,17.95,29.83,39.3,780683.4544,9587035.804
T05,186,matamata branco,Eschweilera coriacea,Lecythidaceae,39,O,C,2,15.59,30.61,42.5,780677.3684,9587071.547
T05,187,morta,NA,NA,47.9,O,NA,NA,NA,30.87,NA,780685.202,9587030.61
T05,188,abiu cramuri,NA,NA,36.6,O,C,2,15.16,25.35,36.7,780697.8488,9587019.791
T05,189,matamata preto,Eschweilera ovata,Lecythidaceae,40.2,O,C,2,17.17,28.36,41.6,780704.2943,9586966.284
T05,190,matamata preto,Eschweilera ovata,Lecythidaceae,37,O,C,2,14.15,26.6,37.7,780709.1669,9586950.059
T05,191,araracanga,Aspidosperma spruceanum,Apocynaceae,35,O,C,2,28.04,39.75,35.8,780694.5338,9586944.703
T05,192,jatereu,Lecythis idatimon,Lecythidaceae,36,O,C,2,26.17,33.18,36.2,780709.9827,9586903.08
T05,193,pau-de-macaco,Apeiba membranacea,Malvaceae,41.7,O,S,2,8.24,15.54,41.7,780707.3075,9586897.421
T05,194,maracatiara,Astronium graveolens,Anacardiaceae,40.4,O,C,2,34.77,41.04,42,780712.7134,9586889.232
T05,195,pau-de-macaco,Apeiba membranacea,Malvaceae,35.6,O,C,2,18.44,25.64,35.8,780693.6919,9586874.615
T05,196,breu vermelho,Protium hebetatum,Burseraceae,59.5,O,C,2,23.27,34.36,59.5,780710.8158,9586871.611
T05,197,matamata branco,Eschweilera coriacea,Lecythidaceae,46.8,O,C,2,15.87,28.98,47.5,780712.8024,9586854.718
T05,198,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,O,C,2,23.16,31.44,36,780703.0221,9586799.117
T05,200,morta,NA,NA,38.3,O,NA,NA,NA,28.27,38,780714.6721,9586788.289
T06,3,parajuba,Manilkara bidentata,Sapotaceae,42.9,O,C,1,19.38,32.65,44.2,780585.7631,9585756.134
T06,7,jutai,Hymenaea parvifolia,Fabaceae,49.9,O,E,1,34.93,45.42,59.8,780570.9713,9585715.414
T06,8,tauari,Couratari stellata,Lecythidaceae,65,O,E,1,31.19,51.1,70,780566.9021,9585711.827
T06,10,abiurana,Pouteria gongrijpii,Sapotaceae,13.6,O,S,2,12.32,19.52,13.7,780570.6419,9585703.377
T06,12,abiurana,Pouteria gongrijpii,Sapotaceae,31.4,O,C,2,21.06,33.96,49.4,780564.0029,9585684.515
T06,13,iperana,Eperua bijuga,Fabaceae,35.3,O,S,1,16.25,25.66,35.9,780563.0022,9585682.346
T06,14,jatereu,Lecythis idatimon,Lecythidaceae,16.6,O,S,2,10.65,16.6,16.8,780560.3072,9585677.246
T06,15,matamata,Eschweilera parviflora,Lecythidaceae,60.2,O,C,2,21.21,37.26,60.8,780551.1406,9585660.822
T06,17,matamata,Eschweilera parviflora,Lecythidaceae,67,O,C,1,26.46,42.67,67.3,780550.0592,9585649.058
T06,22,matamata,Eschweilera amazonica,Lecythidaceae,15.5,O,S,2,13.01,21.71,15.7,780542.5135,9585627.993
T06,23,matamata,Eschweilera amazonica,Lecythidaceae,50.4,O,C,1,19.59,33.12,50.4,780543.428,9585628.167
T06,25,matamata,Eschweilera parviflora,Lecythidaceae,36.5,O,S,2,19.56,27.18,36.9,780538.0662,9585618.972
T06,26,matamata,Eschweilera parviflora,Lecythidaceae,50,O,C,2,23.78,36.7,52,780534.144,9585619.89
T06,27,breu branco,Protium paniculatum,Burseraceae,13.9,O,S,2,10.1,18.74,14.8,780538.8767,9585615.638
T06,28,matamata,Eschweilera parviflora,Lecythidaceae,47.1,O,C,2,16.42,37.95,47.9,780537.688,9585613.537
T06,31,barrote,Tetragastris altissima,Burseraceae,31.7,O,S,2,16.39,23.87,31.9,780525.0378,9585579.074
T06,33,parajuba,Manilkara bidentata,Sapotaceae,108.8,O,E,1,32.07,50.3,109.7,780517.0572,9585552.097
T06,35,barrote,Tetragastris altissima,Burseraceae,57.1,O,C,1,23.52,37.93,58.6,780510.5653,9585533.353
T06,36,capueiro,Rinorea guianensis,Violaceae,10.7,O,S,2,6.34,15,10.8,780511.6668,9585530.731
T06,37,matamata,Eschweilera parviflora,Lecythidaceae,29.6,O,S,2,22.64,27.74,30.2,780510.3912,9585526.771
T06,38,ucuuba,Virola michelii,Myristicaceae,37.8,O,S,1,22.98,33.37,38.9,780507.4791,9585521.51
T06,39,morta,NA,NA,40,O,NA,NA,NA,14.88,40,780504.3752,9585516.305
T06,41,iperana,Eperua bijuga,Fabaceae,31.8,O,S,1,16.29,26.64,31.9,780503.5942,9585506.587
T06,42,abiurana,Pouteria gongrijpii,Sapotaceae,11.7,O,S,1,8.37,14.86,12.9,780502.8699,9585501.699
T06,44,abiurana,Pouteria gongrijpii,Sapotaceae,35,O,S,1,NA,12.34,35.1,780501.1741,9585499.139
T06,47,pau santo,Zollernia paraensis,Fabaceae,23.5,O,S,3,10.57,23.73,23.8,780494.0445,9585476.068
T06,49,abiurana,Pouteria gongrijpii,Sapotaceae,37.8,O,S,2,16.47,29.49,38.9,780489.9464,9585467.217
T06,50,tachirana,Stryphnodendron paniculatum,Fabaceae,49.7,O,E,1,20.74,30.58,51.4,780488.0544,9585467.865
T06,51,jatereu,Lecythis idatimon,Lecythidaceae,12.5,O,S,1,12.21,18.95,12.7,780490.7428,9585466.431
T06,53,louro preto,Ocotea cernua,Lauraceae,27.2,O,S,3,16.89,24.77,27.7,780489.9566,9585464.137
T06,56,guajara,Pouteria sp.,Sapotaceae,67.4,O,C,1,19.74,31.59,67.4,780483.6907,9585446.799
T06,59,louro preto,Ocotea cernua,Lauraceae,50.1,O,S,1,20.07,32.1,50.8,780479.1592,9585437.583
T06,60,jatereu,Lecythis idatimon,Lecythidaceae,13.6,O,S,3,8.71,10.69,13.6,780481.1778,9585436.379
T06,61,goiabao,Pradosia cochlearia,Sapotaceae,19.4,O,S,3,15.42,22.13,20.2,780471.807,9585409.337
T06,62,matamata,Eschweilera parviflora,Lecythidaceae,50,O,S,1,17.96,33.17,50.7,780470.1721,9585404.257
T06,63,matamata,Eschweilera amazonica,Lecythidaceae,28.5,O,S,3,14.85,27.77,28.7,780465.4874,9585389.966
T06,64,caramuxi,Pouteria hispida,Sapotaceae,16.2,O,S,3,13.45,20.95,16.2,780461.5568,9585378.494
T06,65,barrote,Tetragastris altissima,Burseraceae,66.2,O,C,2,13.56,31.26,66.9,780459.7487,9585391.419
T06,66,barrote,Tetragastris altissima,Burseraceae,52.6,O,C,2,18.52,36.35,52.7,780461.2969,9585387.3
T06,69,iperana,Eperua bijuga,Fabaceae,13.1,O,S,3,10,16.44,13.1,780457.3117,9585366.104
T06,70,barrote vermelho,Tetragastris sp.,Burseraceae,66.2,O,C,2,20.97,33.9,66.8,780453.4757,9585354.599
T06,71,jatereu,Lecythis idatimon,Lecythidaceae,17.6,O,S,3,13.72,18.65,17.7,780451.4367,9585351.708
T06,73,louro preto,Nectandra cuspidata,Lauraceae,23.5,O,S,1,13.89,19.44,23.6,780449.3928,9585345.743
T06,75,inga amarelo,Inga sp.,Fabaceae,11.1,O,S,1,4.6,6.81,11.1,780445.9338,9585335.647
T06,76,guajara,Pouteria sp.,Sapotaceae,42,O,C,1,18.93,34.78,42,780441.5546,9585323.816
T06,78,matamata,Eschweilera amazonica,Lecythidaceae,10.1,O,S,3,7.28,12.28,10.1,780437.7213,9585309.234
T06,80,jatereu,Lecythis idatimon,Lecythidaceae,14,O,S,3,10.47,15.11,14.1,780435.4562,9585303.857
T06,88,macaranduba,Manilkara huberi,Sapotaceae,20.5,O,C,1,17.84,27.54,21.2,780439.3269,9585311.76
T06,90,abiurana,Pouteria gongrijpii,Sapotaceae,55.1,O,S,1,20.94,33.09,55.1,780443.0403,9585319.205
T06,91,abiurana,Pouteria gongrijpii,Sapotaceae,11.6,O,S,3,7.59,13.2,12,780441.8731,9585320.117
T06,95,arataciu,Sagotia racemosa,Euphorbiaceae,13.7,O,S,2,11.63,17.29,12.8,780451.685,9585347.521
T06,96,jatereu,Lecythis idatimon,Lecythidaceae,14.3,O,S,3,9.8,17.49,14.3,780454.7042,9585355.716
T06,99,canela-de-jacamim,Rinorea pubiflora,Violaceae,14.1,O,S,3,4.64,14.33,14.3,780466.2122,9585390.23
T06,100,morta,NA,NA,11.8,O,NA,NA,NA,6.43,11.8,780466.9983,9585392.525
T06,101,matamata,Eschweilera parviflora,Lecythidaceae,16.4,O,S,3,16.11,19.87,16.7,780469.036,9585396.954
T06,102,breu barrote,Tetragastris panamensis,Burseraceae,11.7,O,S,3,8.72,12.76,10.8,780468.6012,9585398.129
T06,103,canela-de-jacamim,Rinorea pubiflora,Violaceae,16.7,O,S,3,3.95,14.81,17,780474.8595,9585415.469
T06,107,abiurana,Pouteria gongrijpii,Sapotaceae,33.5,O,S,1,15.72,19.3,33.5,780478.4437,9585426.548
T06,110,envira preta,Guatteria schomburgkiana,Annonaceae,16.9,O,S,1,11.77,18.64,16.9,780481.7712,9585434.125
T06,111,liana,NA,NA,11.2,L,NA,NA,NA,NA,11.4,780483.1862,9585438.255
T06,112,matamata,Eschweilera parviflora,Lecythidaceae,20.3,O,S,3,14.99,18.59,25.7,780485.2363,9585445.756
T06,113,andirobarana,Guarea guidonia,Meliaceae,28,O,S,2,10.24,24.44,28.3,780489.4814,9585458.146
T06,114,tento,Ormosia grossa,Fabaceae,10.3,O,S,3,9.48,15.58,10.4,780492.7511,9585468.307
T06,115,matamata,Eschweilera parviflora,Lecythidaceae,36.8,O,S,2,16.24,24.21,36.8,780495.3027,9585470.509
T06,120,burangica,Galipea trifoliata,Rutaceae,14.2,O,S,2,7.99,12,14.3,780506.1782,9585510.414
T06,121,jarana,Lecythis lurida,Lecythidaceae,86.8,O,C,1,21.1,34.57,86.8,780511.1444,9585510.986
T06,125,abiurana,Pouteria gongrijpii,Sapotaceae,45,O,C,1,23.23,38.76,51,780523.0932,9585554.903
T06,126,liana,NA,NA,14.8,L,NA,NA,NA,NA,NA,780520.4864,9585556.695
T06,129,barrote,Tetragastris altissima,Burseraceae,65.5,O,C,1,22.87,31.04,65.6,780524.5758,9585566.965
T06,131,cucutitiriba,Pouteria sp.,Sapotaceae,11.1,O,S,2,8.79,20.01,11.2,780525.4704,9585575.63
T06,132,goiabinha,Myrcia splendens,Myrtaceae,14.8,O,S,3,10.89,14.22,14.9,780527.5952,9585583.165
T06,133,envira,Xylopia sp.,Annonaceae,12.8,O,S,3,10.87,14.94,13,780529.4999,9585588.653
T06,134,matamata,Eschweilera parviflora,Lecythidaceae,21.6,O,S,2,12.19,22.09,28.9,780531.9381,9585595.365
T06,136,macaranduba,Manilkara huberi,Sapotaceae,58,O,E,1,26.96,43.88,59.2,780534.8894,9585602.904
T06,137,matamata,Eschweilera amazonica,Lecythidaceae,32.4,O,C,1,16.08,31.44,33.1,780536.0017,9585606.552
T06,138,iperana,Eperua bijuga,Fabaceae,10.6,O,S,1,11.28,16.17,10.9,780540.9976,9585619.427
T06,141,jatereu,Lecythis idatimon,Lecythidaceae,12,O,S,1,8.64,16.84,12.5,780540.9467,9585620.458
T06,142,axixa,Sterculia pruriens,Malvaceae,56.4,O,E,1,25.84,36.63,56.8,780543.5784,9585619.502
T06,144,jarana,Lecythis lurida,Lecythidaceae,46.2,O,C,1,25,32.62,46.3,780552.7729,9585638.955
T06,146,abiurana,Pouteria gongrijpii,Sapotaceae,75,O,E,1,23.03,42.3,75,780556.6939,9585656.779
T06,147,morta,NA,NA,50.5,O,NA,NA,NA,32.2,50.5,780560.8648,9585658.303
T06,150,cucutitiriba,Pouteria sp.,Sapotaceae,20.2,O,S,2,12.84,16.09,20.8,780556.0635,9585662.073
T06,151,iperana,Eperua bijuga,Fabaceae,18.2,O,S,2,9.32,15.41,18.6,780556.8332,9585663.313
T06,153,goiabao,Pradosia cochlearia,Sapotaceae,40,O,E,1,21.37,31.54,40.4,780568.6283,9585689.926
T06,154,goiabao,Pradosia cochlearia,Sapotaceae,54.5,O,E,1,26.72,41.29,55.1,780574.0842,9585699.087
T06,155,burangica,Galipea trifoliata,Rutaceae,10.9,O,S,2,2.57,8.14,11.1,780573.8753,9585708.787
T06,156,matamata,Eschweilera amazonica,Lecythidaceae,56,O,E,1,21.69,35.58,56,780575.9606,9585711.575
T06,157,axixa,Sterculia pruriens,Malvaceae,10.3,O,S,1,4.44,11.22,13.1,780576.9889,9585718.799
T06,158,morta,NA,NA,32.5,O,NA,NA,NA,16.64,32.5,780580.5398,9585727.133
T06,159,iperana,Eperua bijuga,Fabaceae,22.1,O,S,2,14.69,20.63,22.3,780590.1552,9585755.045
T06,162,iperana,Eperua bijuga,Fabaceae,17.7,O,S,2,8.28,18.87,18.2,780593.0556,9585763.615
T06,163,goiabao,Pradosia cochlearia,Sapotaceae,38.5,O,C,2,23.69,31.24,38.8,780596.2358,9585766.512
T06,164,tento,Ormosia grossa,Fabaceae,15.7,O,S,2,9.97,14.32,15.9,780595.4938,9585770.327
T06,165,abiurana,Pouteria gongrijpii,Sapotaceae,36.5,O,C,2,19.33,33.07,36.6,780586.3568,9585766.555
T06,166,tanibuca,Terminalia amazonia,Combretaceae,42,O,C,2,20.4,30.29,46,780594.5684,9585742.298
T06,167,parajuba,Manilkara bidentata,Sapotaceae,56,O,C,2,22.89,34.83,56.5,780578.4274,9585747.655
T06,168,parajuba,Manilkara bidentata,Sapotaceae,55.4,O,C,2,19.21,30.04,55.6,780563.1834,9585708.619
T06,169,abiurana casca fina,Pouteria retinervis,Sapotaceae,35,O,S,2,17.63,24.96,45,780577.6459,9585694.248
T06,170,iperana,Eperua bijuga,Fabaceae,35.3,O,C,2,16.51,27.65,36.3,780569.8403,9585685.94
T06,171,goiabao,Pradosia cochlearia,Sapotaceae,44,O,C,2,21.53,29.49,44.7,780561.515,9585660.093
T06,172,jutai-mirim,Hymenaea parvifolia,Fabaceae,40.5,O,C,2,25.12,32.13,40.7,780546.335,9585653.45
T06,173,jutai-pororoca,Dialium guianense,Fabaceae,42,O,C,2,20.93,30.53,42.2,780535.8048,9585627.391
T06,174,jatoba,Hymenaea courbaril,Fabaceae,38.6,O,C,2,25.05,39.68,48.6,780547.4819,9585609.98
T06,175,jatereu,Lecythis idatimon,Lecythidaceae,39.3,O,S,2,17.76,26.22,39.6,780502.5267,9585517.107
T06,176,barrote,Tetragastris altissima,Burseraceae,45,O,S,2,21.5,27.27,45.9,780482.7684,9585470.702
T06,177,seringarana,Micrandra minor,Euphorbiaceae,41,O,C,2,27.98,33.68,42.2,780480.8817,9585465.195
T06,178,abiurana,Pouteria gongrijpii,Sapotaceae,60.7,O,C,2,31.32,38.09,62.2,780497.9915,9585459.845
T06,179,mato,NA,NA,43.8,O,C,2,24.78,29.55,49.9,780493.7478,9585445.917
T06,180,iperana,Eperua bijuga,Fabaceae,41.5,O,C,2,15.34,21.22,41.6,780478.453,9585452.182
T06,181,abiurana branca,Pouteria guianensis,Sapotaceae,49.9,O,C,2,25.12,30.45,49.9,780479.7161,9585449.699
T06,182,abiurana,Pouteria gongrijpii,Sapotaceae,37.3,O,C,2,23.01,31.18,38.5,780481.9493,9585419.193
T06,183,ucuuba,Virola michelii,Myristicaceae,44.4,O,C,2,26.49,34.48,45.2,780482.8953,9585418.869
T06,184,breu barrote,Tetragastris panamensis,Burseraceae,45,O,S,2,20.1,28.89,50,780467.1355,9585416.065
T06,185,pau-jacare,Laetia procera,Salicaceae,37.5,O,C,2,23.63,29.72,38.9,780480.3824,9585408.45
T06,186,breu barrote,Tetragastris panamensis,Burseraceae,43.9,O,S,2,21.07,29.72,43.9,780456.9119,9585390.853
T06,187,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,73.3,O,C,2,24.46,37.66,74.1,780453.7648,9585384.753
T06,188,tauari,Couratari stellata,Lecythidaceae,55,O,C,2,35.26,40.36,62,780448.7336,9585370.068
T06,189,abiurana,Pouteria gongrijpii,Sapotaceae,56,O,C,2,31.69,44.39,60,780449.252,9585317.589
T06,190,parajuba,Manilkara bidentata,Sapotaceae,39.8,O,S,2,26.63,31.35,40.7,780443.5866,9585307.224
T06,191,uxi,Endopleura uchi,Humiriaceae,37.5,O,S,2,23.62,29.66,38,780440.5953,9585303.121
T07,1,timborana,Pseudopiptadenia suaveolens,Fabaceae,50,O,E,1,25.53,39,50.3,779050.4795,9585210.041
T07,2,casca seca,Licania canescens,Chrysobalanaceae,43,O,S,2,18.53,32.61,43.1,779050.5577,9585206.698
T07,3,uxirana,Sacoglottis guianensis,Humiriaceae,33.8,O,S,2,18.91,30.72,34.2,779054.6689,9585197.714
T07,5,ucuuba,Virola michelii,Myristicaceae,33.7,O,S,1,30.34,53.7,35.9,779054.1793,9585180.499
T07,6,tanibuca,Terminalia amazonia,Combretaceae,55,O,E,1,36.23,43.06,NA,779053.4956,9585166.624
T07,7,capueiro,Rinorea guianensis,Violaceae,15.5,O,S,2,10.71,21.6,15.7,779054.8273,9585152.796
T07,8,capueiro,Rinorea guianensis,Violaceae,10.8,O,S,2,7.76,14.93,10.9,779054.8944,9585149.931
T07,10,capueiro,Rinorea guianensis,Violaceae,23.2,O,S,2,8.99,19.27,22.4,779056.3006,9585123.68
T07,15,capueiro,Rinorea guianensis,Violaceae,10.8,O,S,2,6.42,10.94,NA,779056.0786,9585099.302
T07,16,inga,Inga marginata,Fabaceae,20.2,O,S,2,14.35,22.38,20.5,779056.3914,9585085.929
T07,18,capueiro,Rinorea guianensis,Violaceae,18.9,O,S,3,14.33,21.26,19.3,779057.2397,9585079.258
T07,19,capueiro,Rinorea guianensis,Violaceae,11,O,S,3,4.93,7.28,NA,779057.4402,9585074.962
T07,21,liana,NA,NA,12.3,L,NA,NA,NA,NA,NA,779058.0982,9585055.384
T07,22,matamata,Eschweilera amazonica,Lecythidaceae,26.5,O,S,3,17.61,25.35,26.7,779057.7542,9585052.987
T07,23,capueiro,Rinorea guianensis,Violaceae,22.4,O,S,2,7.94,13.4,22.8,779057.2852,9585047.719
T07,24,carapanauba,Aspidosperma excelsum,Apocynaceae,92.1,O,E,1,29.29,40.44,94.4,779052.6026,9585033.751
T07,25,uxi,Endopleura uchi,Humiriaceae,74.7,O,E,1,27.36,42.22,75.9,779053.904,9585020.878
T07,26,abiurana,Pouteria gongrijpii,Sapotaceae,42.3,O,S,2,21.13,35.91,42.5,779054.3374,9585019.455
T07,27,louro,Ocotea canaliculata,Lauraceae,40.2,O,C,2,20.8,36.83,44,779057.7728,9585007.033
T07,28,capueiro,Rinorea guianensis,Violaceae,12.3,O,S,2,9.13,11.92,NA,779058.2387,9584999.638
T07,30,louro vermelho,Sextonia rubra,Lauraceae,87.6,O,E,1,30.34,50.14,NA,779047.7423,9584992.057
T07,32,jatereu,Lecythis idatimon,Lecythidaceae,17.5,O,E,1,10.97,13.95,17.9,779056.08,9584983.6
T07,33,capueiro,Rinorea guianensis,Violaceae,24.9,O,S,2,14.2,20.76,25.2,779056.2544,9584972.301
T07,34,matamata,Eschweilera amazonica,Lecythidaceae,38.9,O,S,1,18.12,29.42,41.2,779055.8292,9584966.443
T07,37,matamata,Eschweilera parviflora,Lecythidaceae,36.7,O,C,1,10.65,20.33,38.3,779053.2852,9584959.021
T07,39,capueiro,Rinorea guianensis,Violaceae,11.1,O,S,2,8.85,15.66,12,779052.2832,9584924.497
T07,40,joao-mole,Neea oppositifolia,Nyctaginaceae,55,O,E,1,25.59,41.59,55,779051.2656,9584903.325
T07,42,tachi branco,Tachigali paniculata,Fabaceae,37.2,O,E,1,17.23,29,47.3,779048.3073,9584893.397
T07,45,liana,NA,NA,15.4,L,NA,NA,NA,NA,15.9,779051.0964,9584885.225
T07,46,tachi preto,Tachigali myrmecophila,Fabaceae,16,O,S,2,10.37,17.47,16,779050.8853,9584880.943
T07,47,morta,NA,NA,14.5,O,NA,NA,NA,8.46,NA,779049.364,9584856.685
T07,49,breu branco,Protium paniculatum,Burseraceae,11.5,O,S,2,8.62,15.63,12,779050.1334,9584848.089
T07,51,matamata,Eschweilera amazonica,Lecythidaceae,58.8,O,C,1,17.67,30.22,59.1,779048.6869,9584838.598
T07,53,uxi,Endopleura uchi,Humiriaceae,89.8,O,E,1,28.68,39.47,92.5,779045.6656,9584830.101
T07,58,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,24.5,O,S,2,16.15,23.65,24.5,779047.7219,9584793.363
