parcela,arvore,comum,cientifico,familia,dap2012,cc2012,hcom,ht,vertical,luminosidade,medicao,dap2014,cc2014
T19,70,inga branco,Inga thibaudiana,Fabaceae,12.4,12.5,9.45,19.19,S,1,20120316,14.3,12.5
T19,71,morta,NA,NA,19.8,17.5,NA,20.32,NA,NA,20120316,#N/A,#N/A
T19,72,capueiro,Rinorea guianensis,Violaceae,15.3,17.5,12.89,17.87,S,1,20120316,16.1,17.5
T19,73,morta,NA,NA,70,72.5,NA,22.04,NA,NA,20120316,#N/A,#N/A
T19,74,uxi,Endopleura uchi,Humiriaceae,56.1,57.5,28.36,39.15,E,1,20120316,57,57.5
T19,75,morta,NA,NA,19.5,17.5,NA,5.07,NA,NA,20120316,#N/A,#N/A
T19,76,abiurana,Pouteria gongrijpii,Sapotaceae,35.3,37.5,21.85,26.06,S,2,20120316,35.2,37.5
T19,77,breu barrote,Tetragastris panamensis,Burseraceae,50,52.5,19.38,35.7,C,2,20120316,50,52.5
T19,78,abiurana branca,Pouteria guianensis,Sapotaceae,47.7,47.5,23.3,37.28,C,2,20120316,48.2,47.5
T19,79,cucutitiriba,Pouteria sp.,Sapotaceae,24.2,22.5,21,22.43,C,2,20120316,24.5,22.5
T19,80,inga branco,Inga thibaudiana,Fabaceae,14.8,12.5,14.01,19.43,S,2,20120316,15.6,17.5
T19,81,fava-paricana,Dimorphandra macrostachya,Fabaceae,53,52.5,18.44,36.21,E,1,20120316,57,57.5
T19,82,inga,Inga marginata,Fabaceae,17.2,17.5,10.28,15.79,S,2,20120316,17.6,17.5
T19,85,breu barrote,Tetragastris panamensis,Burseraceae,54.3,52.5,26.45,44.2,C,1,20120316,54.4,52.5
T19,86,jatereu,Lecythis idatimon,Lecythidaceae,13.8,12.5,13.49,17.61,S,2,20120316,13.9,12.5
T19,87,macaranduba,Manilkara huberi,Sapotaceae,47.2,47.5,16.75,22.27,E,1,20120316,47.7,47.5
T19,88,capueiro,Rinorea guianensis,Violaceae,12.9,12.5,13.98,18.42,S,2,20120316,13.1,12.5
T19,89,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,14.6,12.5,12.46,21.07,S,3,20120316,14.6,12.5
T19,90,caramuxi,Pouteria hispida,Sapotaceae,36.6,37.5,29.28,31.18,E,1,20120316,37.7,37.5
T19,91,abiurana,Pouteria gongrijpii,Sapotaceae,20.9,22.5,12.64,15.52,S,2,20120316,21.2,22.5
T19,92,breu barrote,Tetragastris panamensis,Burseraceae,40,42.5,18.77,30.03,C,2,20120316,41,42.5
T19,93,breu barrote,Tetragastris panamensis,Burseraceae,40.7,42.5,24.32,37.45,C,2,20120316,41.1,42.5
T19,94,capueiro,Rinorea guianensis,Violaceae,17.7,17.5,14.21,18.39,S,2,20120316,18.1,17.5
T19,95,cacau,Theobroma glaucum,Malvaceae,18.1,17.5,13.74,20.16,S,2,20120316,17.7,17.5
T19,96,tachi preto,Tachigali myrmecophila,Fabaceae,55.7,57.5,22.08,30.87,E,1,20120316,59.8,57.5
T19,98,matamata preto,Eschweilera ovata,Lecythidaceae,16,17.5,9.19,11.45,S,2,20120316,16,17.5
T19,99,pau-jacare,Laetia procera,Salicaceae,37.8,37.5,20.23,24.16,S,2,20120316,38,37.5
T19,100,abiurana,Pouteria gongrijpii,Sapotaceae,76,77.5,23.1,30.77,C,1,20120316,73,72.5
T19,101,uxi,Endopleura uchi,Humiriaceae,38.3,37.5,23.89,32.02,C,1,20120316,39.6,37.5
T19,102,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.1,12.5,7.64,11.91,S,1,20120316,10.2,12.5
T19,103,breu barrote,Tetragastris panamensis,Burseraceae,23.1,22.5,11.96,21.34,S,1,20120316,24.6,22.5
T19,104,abiurana branca,Pouteria guianensis,Sapotaceae,11.7,12.5,9.49,15.29,S,1,20120316,13.3,12.5
T19,105,jutai-pororoca,Dialium guianense,Fabaceae,10.6,12.5,4.39,8.28,S,1,20120316,11.1,12.5
T19,106,macaranduba,Manilkara huberi,Sapotaceae,89,87.5,23.56,38.95,E,1,20120316,95.6,97.5
T19,107,ripeira,Eschweilera micrantha,Lecythidaceae,45.8,47.5,22.42,32.1,S,1,20120316,46.9,47.5
T19,108,matamata preto,Eschweilera ovata,Lecythidaceae,44.2,42.5,22.55,30.94,S,1,20120316,44.3,42.5
T19,109,guajara,Pouteria sp.,Sapotaceae,50,52.5,29.11,38.68,C,1,20120316,51,52.5
T19,110,jatereu,Lecythis idatimon,Lecythidaceae,33.4,32.5,23.6,31.85,C,2,20120316,33.9,32.5
T19,111,jutai-pororoca,Dialium guianense,Fabaceae,15,17.5,4.79,6.81,S,2,20120316,15.6,17.5
T19,112,jatereu,Lecythis idatimon,Lecythidaceae,20.4,22.5,15.42,21.34,S,2,20120316,21,22.5
T19,113,jatereu,Lecythis idatimon,Lecythidaceae,16.1,17.5,17.74,26.14,S,2,20120316,16.3,17.5
T19,114,envira preta,Guatteria schomburgkiana,Annonaceae,40.5,42.5,23.87,32.56,S,2,20120316,41.9,42.5
T19,115,uxirana,Sacoglottis guianensis,Humiriaceae,35.6,37.5,25.21,33.52,E,1,20120316,35.8,37.5
T20,1,abiurana,Pouteria gongrijpii,Sapotaceae,16,17.5,9.42,20.15,S,2,20120315,16.8,17.5
T20,2,morta,NA,NA,10.4,12.5,NA,1.31,NA,NA,20120315,10.4,12.5
T20,3,caramuxi,Pouteria hispida,Sapotaceae,49.2,47.5,14.62,24.96,C ,1,20120315,49.2,47.5
T20,5,breu barrote,Tetragastris panamensis,Burseraceae,42,42.5,19.51,31.16,S,2,20120315,43,42.5
T20,6,capueiro,Rinorea guianensis,Violaceae,20,22.5,9.33,17.09,S,2,20120315,20.2,22.5
T20,7,canela-de-jacamim,Rinorea pubiflora,Violaceae,10.3,12.5,7.24,13.01,S,2,20120315,10.7,12.5
T20,8,matamata branco,Eschweilera coriacea,Lecythidaceae,47.5,47.5,16.12,26.39,S,2,20120315,46.6,47.5
T20,9,morta,NA,NA,24.2,22.5,NA,1.87,NA,NA,20120315,#N/A,#N/A
T20,10,abiurana casca fina,Pouteria retinervis,Sapotaceae,18.7,17.5,7.66,12.68,S,2,20120315,20.1,22.5
T20,11,iperana,Eperua bijuga,Fabaceae,18.7,17.5,4.71,6.47,S,2,20120315,18.6,17.5
T20,12,inga amarelo,Inga sp.,Fabaceae,18,17.5,8.18,18.67,S,2,20120315,20.8,22.5
T20,13,abiu cutite,NA,NA,36.2,37.5,13.84,22.05,S,1,20120315,37,37.5
T20,14,morta,NA,NA,23.2,22.5,NA,7.37,NA,NA,20120315,23.2,22.5
T20,15,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.8,37.5,14.49,26.29,C,1,20120315,42.8,42.5
T20,16,capueiro,Rinorea guianensis,Violaceae,24.8,22.5,8.88,18.76,S,2,20120315,24.9,22.5
T20,18,jatereu,Lecythis idatimon,Lecythidaceae,17.5,17.5,8.07,18.43,S,2,20120315,17.5,17.5
T20,19,guajara cinza,Pouteria sp.,Sapotaceae,16.9,17.5,6.49,15.5,S,2,20120315,17.6,17.5
T20,20,abiurana branca,Pouteria guianensis,Sapotaceae,80,82.5,19.45,39.32,C,1,20120315,81,82.5
T20,21,capueiro,Rinorea guianensis,Violaceae,21.8,22.5,6.75,12.19,S,2,20120315,21.9,22.5
T20,22,uxirana,Sacoglottis guianensis,Humiriaceae,37.2,37.5,16.66,25.84,C,2,20120315,38.1,37.5
T20,23,tachi preto,Tachigali myrmecophila,Fabaceae,80,82.5,28.65,45.98,E,1,20120315,81,82.5
T20,24,piquiarana,Caryocar glabrum,Caryocaraceae,41.1,42.5,17.46,25.87,C,2,20120315,42,42.5
T20,25,capueiro,Rinorea guianensis,Violaceae,15.2,17.5,NA,10.75,S,2,20120315,18,17.5
T20,26,morta,NA,NA,26.4,27.5,NA,16.56,NA,NA,20120315,#N/A,#N/A
T20,27,capueiro,Rinorea guianensis,Violaceae,16.6,17.5,5.47,9.82,S,2,20120315,#N/A,#N/A
T20,28,joao-mole,Neea oppositifolia,Nyctaginaceae,74.1,72.5,22.02,34.35,E,2,20120315,78.1,77.5
T20,29,fava-saboeiro,Abarema cochleata,Fabaceae,45.2,47.5,11.1,22.24,C,2,20120315,47.5,47.5
T20,30,jatereu,Lecythis idatimon,Lecythidaceae,24.8,22.5,14.49,23.5,S,2,20120315,25.1,27.5
T20,31,jatereu,Lecythis idatimon,Lecythidaceae,36,37.5,16.56,27.6,C,2,20120315,36.2,37.5
T20,32,abiurana,Pouteria gongrijpii,Sapotaceae,17,17.5,11.17,17.14,S,1,20120315,17.4,17.5
T20,33,angelim vermelho,Dinizia excelsa,Fabaceae,140,142.5,30.35,70.79,E,1,20120315,141,142.5
T20,34,breu vermelho,Protium hebetatum,Burseraceae,60,62.5,22.11,35.24,C,2,20120315,61,62.5
T20,35,catuaba,Abuta grandifolia,Menispermaceae,11.9,12.5,5.64,7.82,S,2,20120315,12.9,12.5
T20,36,parajuba,Manilkara bidentata,Sapotaceae,48.2,47.5,21.95,35.47,C,1,20120315,49.6,47.5
T20,37,morta,NA,NA,60.3,62.5,NA,25.73,NA,NA,20120315,60.3,62.5
T20,38,uxirana,Sacoglottis guianensis,Humiriaceae,36.2,37.5,14.26,22.9,C,2,20120315,37.5,37.5
T20,39,breu barrote,Tetragastris panamensis,Burseraceae,21.8,22.5,8.74,13.22,S,2,20120315,22.3,22.5
T20,40,inga branco,Inga thibaudiana,Fabaceae,17.4,17.5,10.36,19,S,2,20120315,20.1,22.5
T20,41,jatereu,Lecythis idatimon,Lecythidaceae,19.7,17.5,12.35,18.12,S,2,20120315,19.8,17.5
T20,42,morta,NA,NA,37.8,37.5,NA,2.86,NA,NA,20120315,37.8,37.5
T20,43,jatereu,Lecythis idatimon,Lecythidaceae,39.4,37.5,12.35,24.24,C,2,20120315,39.6,37.5
T20,44,breu barrote,Tetragastris panamensis,Burseraceae,48,47.5,17.13,29.83,S,2,20120315,43.8,42.5
T20,45,guajara cinza,Pouteria sp.,Sapotaceae,41.5,42.5,16.01,28.62,C,2,20120315,42.2,42.5
T20,46,capueiro,Rinorea guianensis,Violaceae,14.2,12.5,11.76,18.82,S,2,20120315,14.5,12.5
T20,47,abiurana branca,Pouteria guianensis,Sapotaceae,33.9,32.5,13.71,29.22,C,2,20120315,36.7,37.5
T20,48,piquiarana,Caryocar glabrum,Caryocaraceae,120.3,122.5,14.53,27.34,C,1,20120315,120.9,122.5
T20,49,breu vermelho,Protium hebetatum,Burseraceae,57.3,57.5,19.64,32.43,E,1,20120315,57.8,57.5
T20,50,matamata preto,Eschweilera ovata,Lecythidaceae,53.3,52.5,14.75,25.23,C,2,20120315,54.2,52.5
T20,51,taperebarana,Spondias sp.,Anacardiaceae,12.9,12.5,2.7,3.57,S,2,20120315,13,12.5
T20,52,breu barrote,Tetragastris panamensis,Burseraceae,13.6,12.5,3.5,6.07,S,2,20120315,13.8,12.5
T20,53,ipe roxo,Handroanthus impetiginosus,Bignoniaceae,80.5,82.5,30.34,46.81,E,1,20120315,80.5,82.5
T20,54,andirobarana,Guarea guidonia,Meliaceae,42.8,42.5,11.96,19.14,S,1,20120315,42.9,42.5
T20,55,breu barrote,Tetragastris panamensis,Burseraceae,15.1,17.5,8.34,12.31,S,2,20120315,15.4,17.5
T20,56,caramuxi,Pouteria hispida,Sapotaceae,55.3,57.5,15.28,20.81,S,2,20120315,55.8,57.5
T20,57,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,11.3,12.5,10.47,15.64,S,2,20120315,11.4,12.5
T20,58,caramuxi,Pouteria hispida,Sapotaceae,36.5,37.5,14.75,25.23,C,2,20120315,36.8,37.5
T20,59,matamata branco,Eschweilera coriacea,Lecythidaceae,50,52.5,23.61,38.13,C,1,20120315,50.1,52.5
T20,60,breu barrote,Tetragastris panamensis,Burseraceae,11.3,12.5,7.2,15.73,S,2,20120315,11.4,12.5
T20,61,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,12.5,12.5,10.1,18.66,S,2,20120315,12.6,12.5
T20,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,70,72.5,29.92,49.45,C,1,20120315,72,72.5
T20,63,axixa,Sterculia pruriens,Malvaceae,14.3,12.5,11.13,17.71,S,2,20120315,16.3,17.5
T20,64,guajara cinza,Pouteria sp.,Sapotaceae,89.2,87.5,28.02,49.86,E,1,20120315,89.3,87.5
T20,65,caramuxi,Pouteria hispida,Sapotaceae,65.6,67.5,22.39,33.21,C,2,20120315,65.7,67.5
T20,66,goiabao,Pradosia cochlearia,Sapotaceae,45.7,47.5,15.8,34.83,C,2,20120315,46.3,47.5
T20,67,jarana,Lecythis lurida,Lecythidaceae,54.4,52.5,23.36,32.01,C,2,20120315,54.9,52.5
T20,68,ucuuba,Virola michelii,Myristicaceae,36.2,37.5,25.44,34.47,C,2,20120315,#N/A,#N/A
T20,69,matamata preto,Eschweilera ovata,Lecythidaceae,20.1,22.5,14.64,25.64,S,2,20120315,20.1,22.5
T20,70,arataciu,Sagotia racemosa,Euphorbiaceae,16.9,17.5,7.94,16.04,S,2,20120315,17,17.5
T20,71,guajara branco,Pouteria sp.,Sapotaceae,36.2,37.5,24.06,32.94,C,2,20120315,37.3,37.5
T20,72,goiabao,Pradosia cochlearia,Sapotaceae,46.2,47.5,25.44,36.83,C,2,20120315,43.2,42.5
T20,73,axixa,Sterculia pruriens,Malvaceae,43,42.5,17.82,32.5,C,2,20120315,44.2,42.5
T20,74,mato,NA,NA,13.8,12.5,11.3,14.21,S,2,20120315,14.1,12.5
T20,75,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,47.5,23.68,34.62,C,2,20120315,47.9,47.5
T20,76,breu barrote,Tetragastris panamensis,Burseraceae,40.2,42.5,20.93,31.8,C,2,20120315,40.3,42.5
T20,77,caramuxi,Pouteria hispida,Sapotaceae,45.6,47.5,19.66,26.81,S,2,20120315,36,37.5
T20,78,jatereu,Lecythis idatimon,Lecythidaceae,37.4,37.5,19.05,27.56,C,2,20120315,37.7,37.5
T20,79,inhare,Helicostylis sp.,Moraceae,45,47.5,17.17,20.61,S,1,20120315,45.1,47.5
T20,80,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,37.5,25.19,27.75,C,2,20120315,38.9,37.5
T20,81,jatereu,Lecythis idatimon,Lecythidaceae,23.7,22.5,19.96,27.59,S,1,20120315,23.8,22.5
T20,82,louro-chumbo,Aiouea sp.,Lauraceae,10.9,12.5,8.72,12.94,S,2,20120315,11.5,12.5
T20,84,louro rajado,Licaria sp.,Lauraceae,24.2,22.5,15.87,21.29,S,2,20120315,24.3,22.5
T20,85,guajara branco,Pouteria sp.,Sapotaceae,14.1,12.5,10.43,15.13,S,2,20120315,14.4,12.5
T20,86,matamata branco,Eschweilera coriacea,Lecythidaceae,13.5,12.5,7.56,10.77,S,2,20120315,13.5,12.5
T20,87,abiurana branca,Pouteria guianensis,Sapotaceae,40.9,42.5,17.16,29.09,C,2,20120315,40.9,42.5
T20,88,jatereu,Lecythis idatimon,Lecythidaceae,22.4,22.5,13.08,22.34,S,2,20120315,22.4,22.5
T20,89,embauba branca,Cecropia palmata,Urticaceae,38.3,37.5,23.33,31.56,E,1,20120315,41,42.5
T20,90,embauba branca,Cecropia palmata,Urticaceae,37,37.5,15.17,21.55,E,1,20120315,37.7,37.5
T20,91,tachi preto,Tachigali myrmecophila,Fabaceae,10.9,12.5,12.3,18.44,S,2,20120315,11.6,12.5
T20,92,mamoninha,Esenbeckia febrifuga,Rutaceae,27.1,27.5,11.3,20.15,S,1,20120315,28.5,27.5
T20,93,parajuba,Manilkara bidentata,Sapotaceae,49.7,47.5,21.26,31.69,C,1,20120315,49.7,47.5
T20,95,louro preto,Nectandra cuspidata,Lauraceae,35.8,37.5,23.1,31.07,C,2,20120315,36,37.5
T20,96,morta,NA,NA,38.6,37.5,NA,14.97,NA,NA,20120315,39.6,37.5
T21,1,iperana,Eperua bijuga,Fabaceae,21.9,22.5,11.93,23.04,S,2,20120323,23.7,22.5
T21,2,matamata preto,Eschweilera ovata,Lecythidaceae,69.8,67.5,23.68,38.28,C,2,20120323,68.7,67.5
T21,3,abiurana,Pouteria gongrijpii,Sapotaceae,43,42.5,21.37,29.64,E,1,20120323,44,42.5
T21,4,jatereu,Lecythis idatimon,Lecythidaceae,38,37.5,18.67,28.04,S,2,20120323,39,37.5
T21,5,matamata preto,Eschweilera ovata,Lecythidaceae,58.3,57.5,20.52,36.02,S,2,20120323,58,57.5
T21,6,cajuacu,Anacardium spruceanum,Anacardiaceae,79.9,77.5,22.67,37.89,E,1,20120323,85,87.5
T21,7,caramuxi,Pouteria hispida,Sapotaceae,40.7,42.5,22.01,32.99,C,2,20120323,43.5,42.5
T21,8,abiurana,Pouteria gongrijpii,Sapotaceae,69,67.5,36.79,44.59,C,2,20120323,70.3,72.5
T21,9,jatereu,Lecythis idatimon,Lecythidaceae,15,17.5,6.65,9.36,S,2,20120323,15.3,17.5
T21,10,abiurana,Pouteria gongrijpii,Sapotaceae,74.7,72.5,19.06,34.75,C,2,20120323,72.3,72.5
T21,11,iperana,Eperua bijuga,Fabaceae,19.5,17.5,18.55,24.15,S,2,20120323,20.2,22.5
T21,12,abiurana branca,Pouteria guianensis,Sapotaceae,47,47.5,25.99,40.02,S,2,20120323,47,47.5
T21,13,breu vermelho,Protium hebetatum,Burseraceae,40.8,42.5,25.8,35.84,C,2,20120323,41,42.5
T21,14,matamata branco,Eschweilera coriacea,Lecythidaceae,35.9,37.5,16.69,34.67,S,2,20120323,37,37.5
T21,15,abiurana branca,Pouteria guianensis,Sapotaceae,53,52.5,24.57,35.31,C,1,20120323,54.8,52.5
T21,16,jatereu,Lecythis idatimon,Lecythidaceae,43,42.5,15.29,17.97,E,1,20120323,43,42.5
T21,17,jatereu,Lecythis idatimon,Lecythidaceae,15.7,17.5,15.96,17.19,S,2,20120323,16.5,17.5
T21,18,tachi preto,Tachigali myrmecophila,Fabaceae,62.8,62.5,26.77,44.24,E,1,20120323,#N/A,#N/A
T21,19,iperana,Eperua bijuga,Fabaceae,35.9,37.5,15.61,28.51,S,2,20120323,37.3,37.5
T21,20,iperana,Eperua bijuga,Fabaceae,36.6,37.5,17.16,29.09,S,2,20120323,37.4,37.5
T21,21,capueiro,Rinorea guianensis,Violaceae,15.6,17.5,12.54,19.79,S,1,20120323,16.2,17.5
T21,22,morta,NA,NA,39.9,37.5,NA,5.01,NA,NA,20120323,#N/A,#N/A
T21,23,morta,NA,NA,28.9,27.5,NA,13.86,NA,NA,20120323,#N/A,#N/A
T21,24,envira-surucucu,Duguetia surinamensis,Annonaceae,11.6,12.5,12.09,16.26,S,2,20120323,12.8,12.5
T21,25,abiurana branca,Pouteria guianensis,Sapotaceae,42.3,42.5,20.9,30.49,S,2,20120323,42.7,42.5
T21,26,iperana,Eperua bijuga,Fabaceae,12.3,12.5,4.2,9.02,S,1,20120323,12.6,12.5
T21,27,caramuxi,Pouteria hispida,Sapotaceae,24.2,22.5,8.33,10.89,S,1,20120323,24.5,22.5
T21,28,morta,NA,NA,60.7,62.5,NA,25.17,NA,NA,20120323,#N/A,#N/A
T21,29,breu vermelho,Protium hebetatum,Burseraceae,47.7,47.5,16.44,33.95,C,2,20120323,47.7,47.5
T21,30,iperana,Eperua bijuga,Fabaceae,41.7,42.5,19.72,26.28,C,2,20120323,41.9,42.5
T21,31,tento,Ormosia grossa,Fabaceae,12,12.5,10.72,18.78,S,2,20120323,12.3,12.5
T21,32,louro-abacate,Ocotea glomerata,Lauraceae,46.6,47.5,25.85,30.52,C,2,20120323,48.1,47.5
T21,33,matamata preto,Eschweilera ovata,Lecythidaceae,60.5,62.5,23.62,34.2,C,2,20120323,60.9,62.5
T21,34,iperana,Eperua bijuga,Fabaceae,10.8,12.5,5.26,6.61,S,2,20120323,10.9,12.5
T21,35,capueiro,Rinorea guianensis,Violaceae,13.5,12.5,13.7,18.44,S,2,20120323,13.6,12.5
T21,36,morta,NA,NA,38.9,37.5,NA,11.88,NA,NA,20120323,#N/A,#N/A
T21,37,fava-saboeiro,Abarema cochleata,Fabaceae,54.1,52.5,21.32,26.22,C,1,20120323,#N/A,#N/A
T21,38,macaranduba,Manilkara huberi,Sapotaceae,109.7,107.5,32.21,41.42,E,1,20120323,112.3,112.5
T21,39,seringueira,Hevea brasiliensis,Euphorbiaceae,85.9,87.5,33.26,42.01,E,1,20120323,85.9,87.5
T21,40,jatereu,Lecythis idatimon,Lecythidaceae,28.6,27.5,17.95,26.18,C,2,20120323,29.2,27.5
T21,41,iperana,Eperua bijuga,Fabaceae,35.9,37.5,13.4,22.82,C,2,20120323,37.2,37.5
T21,42,iperana,Eperua bijuga,Fabaceae,29.7,27.5,16.62,23.08,C,2,20120323,30,32.5
T21,43,roxinho,Peltogyne lecointei,Fabaceae,90,92.5,22.19,33.06,E,1,20120323,74,72.5
T21,44,seringarana,Micrandra minor,Euphorbiaceae,40.6,42.5,29.42,24.39,S,2,20120323,42.5,42.5
T21,45,matamata branco,Eschweilera coriacea,Lecythidaceae,42.8,42.5,15.64,25.41,C,2,20120323,42,42.5
T21,46,uxirana,Sacoglottis guianensis,Humiriaceae,53.4,52.5,16.98,22.67,C,1,20120323,53.8,52.5
T21,47,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.2,12.5,6.46,8.49,S,2,20120323,10.3,12.5
T21,48,morta,NA,NA,42.8,42.5,NA,19.9,NA,NA,20120323,#N/A,#N/A
T21,49,mapatirana,Pourouma villosa,Urticaceae,42.2,42.5,14.6,25.63,S,2,20120323,45.9,47.5
T21,50,breu barrote,Tetragastris panamensis,Burseraceae,56.9,57.5,16.23,28.18,C,2,20120323,58.4,57.5
T21,51,uxi,Endopleura uchi,Humiriaceae,39.5,37.5,15.85,21.93,S,2,20120323,40,42.5
T21,52,caramuxi,Pouteria hispida,Sapotaceae,39.7,37.5,17.32,23.97,E,1,20120323,40.8,42.5
T21,53,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,37.5,18.08,25.37,S,2,20120323,38.5,37.5
T21,54,freijo branco,Cordia scabrifolia,Boraginaceae,61.5,62.5,16.54,21.77,C,2,20120323,52.2,52.5
T21,55,uxi,Endopleura uchi,Humiriaceae,50.4,52.5,15.78,24.65,C,2,20120323,51.2,52.5
T21,56,abiu cutite,NA,NA,43.4,42.5,13.9,19.48,E,1,20120323,45.3,47.5
T21,57,abiurana casca fina,Pouteria retinervis,Sapotaceae,16.6,17.5,10.19,14.89,S,2,20120323,16.8,17.5
T21,58,carapanauba,Aspidosperma excelsum,Apocynaceae,51.1,52.5,21.26,28.56,E,1,20120323,51.5,52.5
T21,59,capueiro,Rinorea guianensis,Violaceae,19.1,17.5,14.78,20.31,S,2,20120323,19.5,17.5
T21,60,mapatirana,Pourouma villosa,Urticaceae,59.7,57.5,19.77,29.69,E,1,20120323,65,67.5
T21,61,inga,Inga marginata,Fabaceae,36.7,37.5,10.91,14.84,S,2,20120323,36.7,37.5
T21,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,53.1,52.5,21.22,28.25,C,2,20120323,55.5,57.5
T21,63,ucuuba,Virola michelii,Myristicaceae,47.5,47.5,29.07,37.17,C,2,20120323,49.1,47.5
T21,64,inga branco,Inga thibaudiana,Fabaceae,24.5,22.5,16.5,21.12,S,2,20120323,24.6,22.5
T21,65,capueiro,Rinorea guianensis,Violaceae,10.3,12.5,3.8,7.58,S,2,20120323,#N/A,#N/A
T21,66,matamata branco,Eschweilera coriacea,Lecythidaceae,47,47.5,11.43,20.3,C,2,20120323,41,42.5
T21,67,parajuba,Manilkara bidentata,Sapotaceae,79.7,77.5,25.16,38.4,E,1,20120323,79.1,77.5
T21,68,jatereu,Lecythis idatimon,Lecythidaceae,10.4,12.5,8.85,12.63,S,2,20120323,10.4,12.5
T21,69,guajara cinza,Pouteria sp.,Sapotaceae,70.8,72.5,21.72,34.35,C,2,20120323,72.3,72.5
T21,70,jatereu,Lecythis idatimon,Lecythidaceae,18.3,17.5,14.54,22.77,S,2,20120323,19.7,17.5
T21,71,abiurana branca,Pouteria guianensis,Sapotaceae,32.6,32.5,22.67,31.21,S,2,20120323,33.6,32.5
T21,72,iperana,Eperua bijuga,Fabaceae,36.9,37.5,19.59,24.37,S,2,20120323,37.5,37.5
T21,73,iperana,Eperua bijuga,Fabaceae,45.9,47.5,16.45,21.84,S,1,20120323,46.2,47.5
T21,74,macucu,Licania guianensis,Chrysobalanaceae,63.2,62.5,19.83,29.42,C,1,20120323,63.4,62.5
T21,75,breu barrote,Tetragastris panamensis,Burseraceae,31.3,32.5,18.25,26.87,S,2,20120323,31.9,32.5
T21,76,breu barrote,Tetragastris panamensis,Burseraceae,51,52.5,18.12,29.42,C,1,20120323,55,57.5
T21,77,capueiro,Rinorea guianensis,Violaceae,16.2,17.5,14.75,20.82,S,2,20120323,16.4,17.5
T21,78,breu vermelho,Protium hebetatum,Burseraceae,23.3,22.5,17.68,25.12,S,2,20120323,23.5,22.5
T21,79,matamata branco,Eschweilera coriacea,Lecythidaceae,55.6,57.5,19.43,30.14,C,2,20120323,57,57.5
T21,80,morta,NA,NA,39,37.5,NA,2.84,NA,NA,20120323,#N/A,#N/A
T21,81,breu barrote,Tetragastris panamensis,Burseraceae,51.6,52.5,20.03,28.27,S,2,20120323,52.8,52.5
T21,82,tauari,Couratari stellata,Lecythidaceae,43,42.5,18.05,33.31,C,2,20120323,43,42.5
T21,83,iperana,Eperua bijuga,Fabaceae,12.5,12.5,8.51,16.35,S,2,20120323,12.7,12.5
T21,84,araracanga,Aspidosperma spruceanum,Apocynaceae,38.3,37.5,23.5,36.1,E,1,20120323,38.8,37.5
T21,85,macaranduba,Manilkara huberi,Sapotaceae,85.7,87.5,26.24,37.82,E,1,20120323,87,87.5
T21,86,cucutitiriba,Pouteria sp.,Sapotaceae,11.9,12.5,10.53,16.56,S,2,20120323,12.5,12.5
T21,87,iperana,Eperua bijuga,Fabaceae,37.8,37.5,15.4,22.78,S,1,20120323,38.6,37.5
T21,88,matamata branco,Eschweilera coriacea,Lecythidaceae,50.3,52.5,15.03,22.67,S,2,20120323,50.4,52.5
T21,90,mapatirana,Pourouma minor,Urticaceae,40.7,42.5,15.35,34.22,S,2,20120323,42.6,42.5
T21,91,inga-xixica,Inga heterophylla,Fabaceae,34.4,32.5,20.2,27.61,C,1,20120323,38.3,37.5
T21,92,seringarana,Micrandra minor,Euphorbiaceae,14.6,12.5,15.38,21.59,S,2,20120323,15.3,17.5
T21,93,breu vermelho,Protium hebetatum,Burseraceae,11.9,12.5,13.55,20.83,S,2,20120323,12.5,12.5
T21,94,matamata branco,Eschweilera coriacea,Lecythidaceae,44,42.5,13.17,29.03,C,2,20120323,44.4,42.5
T21,95,jatereu,Lecythis idatimon,Lecythidaceae,17.4,17.5,11.18,18.16,S,2,20120323,17.5,17.5
T21,96,jatereu,Lecythis idatimon,Lecythidaceae,12.5,12.5,8.78,18.58,S,2,20120323,12.4,12.5
T21,97,caramuxi,Pouteria hispida,Sapotaceae,39.7,37.5,18.37,25.34,S,2,20120323,40.5,42.5
T21,98,seringarana,Micrandra minor,Euphorbiaceae,44.7,42.5,20.35,30.46,E,1,20120323,45.9,47.5
T21,99,morta,NA,NA,60,62.5,NA,43.59,NA,NA,20120323,#N/A,#N/A
T21,100,ucurana,Sloanea guianensis,Elaeocarpaceae,22.8,22.5,16.98,19.57,S,2,20120323,23.5,22.5
T21,101,jatereu,Lecythis idatimon,Lecythidaceae,10.8,12.5,10.97,15.03,S,2,20120323,10.8,12.5
T21,102,breu barrote,Tetragastris panamensis,Burseraceae,36.7,37.5,12.68,22.6,S,2,20120323,36.8,37.5
