parcela,arvore,comum,cientifico,familia,dap2012,cc2012,hcom,ht,vertical,luminosidade,medicao,dap2014,cc2014
T11,95,ucuuba,Virola michelii,Myristicaceae,50.7,52.5,25.93,44.36,C,1,20120203,47.5,47.5
T11,96,capueiro,Rinorea guianensis,Violaceae,13.4,12.5,9.61,16.35,S,3,20120203,14,12.5
T11,97,tachi preto,Tachigali myrmecophila,Fabaceae,54.5,52.5,24.68,42.22,E,1,20120203,61,62.5
T11,101,embauba,Cecropia ficifolia,Urticaceae,32.9,32.5,17,26.22,E,1,20120203,33.6,32.5
T11,102,breu barrote,Tetragastris panamensis,Burseraceae,73.2,72.5,15.61,22.18,C,1,20120203,63.3,62.5
T11,104,jatereu,Lecythis idatimon,Lecythidaceae,26.7,27.5,11.49,20.77,S,2,20120203,27.2,27.5
T11,105,abiurana,Pouteria gongrijpii,Sapotaceae,12.6,12.5,17.42,23.95,S,2,20120203,13.2,12.5
T11,110,iperana,Eperua bijuga,Fabaceae,42,42.5,22.42,32.7,C,1,20120203,42.4,42.5
T11,112,matamata preto,Eschweilera ovata,Lecythidaceae,38.8,37.5,18.09,26.83,C,1,20120203,39.5,37.5
T11,114,capueiro,Rinorea guianensis,Violaceae,10.4,12.5,7.53,10.35,S,2,20120203,10.4,12.5
T11,117,abiurana,Pouteria gongrijpii,Sapotaceae,90.1,92.5,22.08,34.31,E,1,20120203,90.7,92.5
T11,118,uxirana,Sacoglottis guianensis,Humiriaceae,61.8,62.5,26.98,42.73,E,1,20120203,62.6,62.5
T11,120,timborana,Pseudopiptadenia suaveolens,Fabaceae,62.3,62.5,21.41,36.63,E,1,20120203,63.4,62.5
T11,122,iperana,Eperua bijuga,Fabaceae,14.9,12.5,9.11,16.17,S,1,20120203,15.1,17.5
T11,124,jatereu,Lecythis idatimon,Lecythidaceae,10.8,12.5,7.74,12.28,S,1,20120203,11.7,12.5
T11,125,muirapiranga,Brosimum rubescens,Moraceae,94.5,92.5,27.77,44.58,E,1,20120203,95.2,97.5
T11,128,parajuba,Manilkara bidentata,Sapotaceae,42.1,42.5,24.01,40.81,S,2,20120203,42.7,42.5
T11,129,capueiro,Rinorea guianensis,Violaceae,12.8,12.5,7.35,11.26,S,3,20120203,13.1,12.5
T11,130,angelim vermelho,Dinizia excelsa,Fabaceae,83,82.5,34.5,57.02,E,1,20120203,80.7,82.5
T11,131,jatereu,Lecythis idatimon,Lecythidaceae,23.3,22.5,15.09,21.89,S,2,20120203,23.8,22.5
T11,133,jatereu,Lecythis idatimon,Lecythidaceae,24.9,22.5,11.56,24.12,S,1,20120203,25.6,27.5
T11,134,morta,NA,NA,38.5,37.5,NA,3.61,NA,NA,20120203,#N/A,#N/A
T11,136,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,46.1,47.5,15.59,28.12,E,1,20120203,48.4,47.5
T11,138,matamata branco,Eschweilera coriacea,Lecythidaceae,39.6,37.5,8.77,12.71,S,2,20120203,39.5,37.5
T11,139,jatereu,Lecythis idatimon,Lecythidaceae,19.2,17.5,13.7,19.1,S,3,20120203,19.3,17.5
T11,140,seringueira,Hevea brasiliensis,Euphorbiaceae,40.7,42.5,14.58,22.54,E,1,20120203,48.7,47.5
T11,141,piquiarana,Caryocar glabrum,Caryocaraceae,29.6,27.5,14.62,22.09,S,1,20120203,29.7,27.5
T11,142,capueiro,Rinorea guianensis,Violaceae,14.6,12.5,8.27,14.5,S,2,20120203,14.9,12.5
T11,143,capueiro,Rinorea guianensis,Violaceae,19,17.5,10.74,15.07,S,2,20120203,19,17.5
T11,145,axixa,Sterculia pruriens,Malvaceae,13,12.5,7.17,10.46,S,3,20120203,13,12.5
T11,147,abiurana casca fina,Pouteria retinervis,Sapotaceae,20.2,22.5,12.6,21.36,S,2,20120203,25.2,27.5
T11,149,inga amargoso,Inga sp.,Fabaceae,13.9,12.5,8.37,13.29,S,2,20120203,14.5,12.5
T11,151,parajuba,Manilkara bidentata,Sapotaceae,22,22.5,14.52,21.81,C,1,20120203,23.2,22.5
T11,152,capueiro,Rinorea guianensis,Violaceae,11.5,12.5,11.83,19.55,S,2,20120203,11.8,12.5
T11,155,envira,Xylopia sp.,Annonaceae,11.1,12.5,1.62,14.15,S,2,20120203,11.8,12.5
T11,156,ingarana,Inga sp.,Fabaceae,32,32.5,15.79,27.53,S,1,20120203,32.3,32.5
T11,157,ingarana,Inga sp.,Fabaceae,40,42.5,14.74,26.93,S,1,20120203,41.3,42.5
T11,158,ingarana,Inga sp.,Fabaceae,35.7,37.5,13.61,25.63,S,1,20120203,35.5,37.5
T11,159,angelim vermelho,Dinizia excelsa,Fabaceae,16,17.5,11.95,20.14,S,2,20120203,16.7,17.5
T11,161,abiurana,Pouteria gongrijpii,Sapotaceae,23.4,22.5,12.38,16.07,S,3,20120203,23.8,22.5
T11,162,matamata branco,Eschweilera coriacea,Lecythidaceae,14.7,12.5,10.25,14.8,S,2,20120203,15.8,17.5
T11,164,piquiarana,Caryocar glabrum,Caryocaraceae,95,97.5,23.94,40.47,E,1,20120203,95,97.5
T11,168,cupiuba,Goupia glabra,Goupiaceae,57.4,57.5,18.61,29.18,E,1,20120203,58.6,57.5
T11,170,matamata preto,Eschweilera ovata,Lecythidaceae,59.4,57.5,25.42,37.35,C,2,20120203,59.5,57.5
T11,171,tachi vermelho,Tachigali paniculata,Fabaceae,43.5,42.5,23.86,30.95,C,2,20120203,43.5,42.5
T11,172,jatereu,Lecythis idatimon,Lecythidaceae,40,42.5,20.55,29.09,S,2,20120203,49.7,47.5
T11,173,parajuba,Manilkara bidentata,Sapotaceae,36,37.5,18.02,27.02,C,2,20120203,36.5,37.5
T11,174,inga branco,Inga thibaudiana,Fabaceae,47.7,47.5,20.63,31.85,C,2,20120203,45.1,47.5
T11,175,matamata branco,Eschweilera coriacea,Lecythidaceae,39,37.5,22.75,33.43,C,2,20120203,39.5,37.5
T11,176,ucuuba,Virola michelii,Myristicaceae,44.9,42.5,18.63,29.4,C,2,20120203,45.7,47.5
T11,177,mapatirana,Pourouma minor,Urticaceae,45.1,47.5,23.05,32.63,C,2,20120203,46.8,47.5
T11,178,jutai-pororoca,Dialium guianense,Fabaceae,41.9,42.5,13.61,28.03,C,2,20120203,41.9,42.5
T11,179,matamata preto,Eschweilera ovata,Lecythidaceae,66.7,67.5,24.16,35.83,C,2,20120203,61.2,62.5
T11,180,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,37.5,20.73,26.29,C,2,20120203,36.3,37.5
T11,181,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.4,37.5,12.29,22.08,C,2,20120203,39.3,37.5
T11,182,breu vermelho,Protium hebetatum,Burseraceae,58.9,57.5,23.12,35.39,C,2,20120203,60,62.5
T11,183,matamata preto,Eschweilera ovata,Lecythidaceae,46.4,47.5,22.48,38.46,C,2,20120203,48.4,47.5
T11,184,caramuxi,Pouteria hispida,Sapotaceae,41.2,42.5,15.98,28.7,C,2,20120203,42.7,42.5
T11,185,morta,NA,NA,40.6,42.5,NA,14.5,NA,NA,20120203,38.2,37.5
T11,186,matamata branco,Eschweilera coriacea,Lecythidaceae,36.5,37.5,18.52,27.94,C,2,20120203,36.5,37.5
T11,187,breu barrote,Tetragastris panamensis,Burseraceae,45.6,47.5,19.31,27.02,C,2,20120203,38.3,37.5
T11,188,abiurana,Pouteria gongrijpii,Sapotaceae,37.9,37.5,16.86,26.98,C,2,20120203,37.9,37.5
T11,189,parajuba,Manilkara bidentata,Sapotaceae,57.5,57.5,21.89,30.32,S,2,20120203,57.5,57.5
T11,190,mapatirana,Pourouma villosa,Urticaceae,35,37.5,10.82,22.58,C,2,20120203,35,37.5
T11,191,breu barrote,Tetragastris panamensis,Burseraceae,42.2,42.5,22.39,33.21,S,2,20120203,43,42.5
T11,192,breu barrote,Tetragastris panamensis,Burseraceae,42.2,42.5,19.15,28.55,S,2,20120203,41.1,42.5
T11,193,fava-saboeiro,Abarema cochleata,Fabaceae,48.7,47.5,21.22,30.04,C,2,20120203,50.3,52.5
T11,194,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,37.5,22.62,30.93,C,2,20120203,42.1,42.5
T11,195,iperana,Eperua bijuga,Fabaceae,41.7,42.5,11.24,15.81,C,2,20120203,42.1,42.5
T12,1,jarana,Lecythis lurida,Lecythidaceae,55.9,57.5,17.6,34.04,E,1,20120309,56.4,57.5
T12,2,jatereu,Lecythis idatimon,Lecythidaceae,10.3,12.5,2.28,3.94,S,1,20120309,10.5,12.5
T12,3,morta,NA,NA,12.3,12.5,NA,2.47,NA,NA,20120309,12.2,12.5
T12,4,matamata branco,Eschweilera coriacea,Lecythidaceae,50,52.5,14.56,23.79,C ,1,20120309,51,52.5
T12,5,breu barrote,Tetragastris panamensis,Burseraceae,18.3,17.5,4.66,3.87,S,1,20120309,#N/A,#N/A
T12,6,matamata branco,Eschweilera coriacea,Lecythidaceae,57.9,57.5,22.74,38.78,C,1,20120309,60.4,62.5
T12,7,casca seca,Licania canescens,Chrysobalanaceae,41.8,42.5,23.59,33.1,C,1,20120309,49.5,47.5
T12,8,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,47.5,24,31.69,C,1,20120309,46.9,47.5
T12,9,tamaquare,Caraipa grandifolia,Calophyllaceae,20.9,22.5,20.52,27.74,S,2,20120309,22.2,22.5
T12,10,anani,Symphonia globulifera,Clusiaceae,53.3,52.5,27.26,37.92,E,1,20120309,54.3,52.5
T12,11,axixa,Sterculia pruriens,Malvaceae,47.6,47.5,19.97,28.24,C,2,20120309,49.9,47.5
T12,12,burangica,Galipea trifoliata,Rutaceae,10.7,12.5,11.96,18.03,S,2,20120309,10.8,12.5
T12,13,matamata branco,Eschweilera coriacea,Lecythidaceae,28.7,27.5,19,27.99,S,2,20120309,29.6,27.5
T12,14,jatereu,Lecythis idatimon,Lecythidaceae,12.3,12.5,13.83,16.71,S,1,20120309,12.7,12.5
T12,15,morta,NA,NA,15,17.5,NA,11.3,NA,NA,20120309,#N/A,#N/A
T12,16,tauari,Couratari stellata,Lecythidaceae,60,62.5,31.23,39.16,E,1,20120309,61,62.5
T12,17,matamata branco,Eschweilera coriacea,Lecythidaceae,13.2,12.5,12.42,20.58,S,2,20120309,13.7,12.5
T12,18,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,42.5,23.06,33.64,E,1,20120309,43.7,42.5
T12,19,breu barrote,Tetragastris panamensis,Burseraceae,50.6,52.5,20.97,31.82,C,1,20120309,51.4,52.5
T12,20,matamata branco,Eschweilera coriacea,Lecythidaceae,28.8,27.5,13.22,16.7,S,1,20120309,28.8,27.5
T12,21,morta,NA,NA,20.6,22.5,NA,20.36,NA,NA,20120309,20.6,22.5
T12,22,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,52.3,52.5,28.01,38.48,E,1,20120309,52.4,52.5
T12,23,abiurana,Pouteria gongrijpii,Sapotaceae,45,47.5,30.28,40.18,E,1,20120309,45,47.5
T12,24,morta,NA,NA,22.9,22.5,NA,10.56,NA,NA,20120309,22.9,22.5
T12,25,jatereu,Lecythis idatimon,Lecythidaceae,13.9,12.5,10.76,14.37,S,2,20120309,14.2,12.5
T12,26,mato,NA,NA,51.7,52.5,19.93,26.76,C,1,20120309,52.7,52.5
T12,27,matamata branco,Eschweilera coriacea,Lecythidaceae,58.5,57.5,19.41,28.66,C,1,20120309,58.9,57.5
T12,28,casca seca,Licania canescens,Chrysobalanaceae,53.7,52.5,25.9,34.93,C,1,20120309,54.9,52.5
T12,29,arataciu,Sagotia racemosa,Euphorbiaceae,13.8,12.5,5.26,8.68,S,3,20120309,13.9,12.5
T12,30,matamata branco,Eschweilera coriacea,Lecythidaceae,20.2,22.5,16.72,19.46,S,2,20120309,20.8,22.5
T12,31,caramuxi,Pouteria hispida,Sapotaceae,40,42.5,20.21,33.09,C,1,20120309,49.2,47.5
T12,32,uxi,Endopleura uchi,Humiriaceae,38,37.5,22.31,32.12,C,1,20120309,39.2,37.5
T12,33,jatereu,Lecythis idatimon,Lecythidaceae,25,27.5,16.16,20.65,S,2,20120309,26,27.5
T12,34,tachi branco,Tachigali paniculata,Fabaceae,60,62.5,19.51,30.11,E,1,20120309,61,62.5
T12,35,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.2,12.5,5.43,7.99,S,2,20120309,10.3,12.5
T12,36,matamata branco,Eschweilera coriacea,Lecythidaceae,16.2,17.5,7.3,9.49,S,1,20120309,16.3,17.5
T12,37,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,81.3,82.5,28.36,42.49,C,1,20120309,81.5,82.5
T12,38,louro preto,Ocotea cernua,Lauraceae,23.1,22.5,15.51,26.36,S,2,20120309,24.1,22.5
T12,39,caramuxi,Pouteria hispida,Sapotaceae,11.8,12.5,12.42,21.04,S,3,20120309,12.2,12.5
T12,40,uxirana,Sacoglottis guianensis,Humiriaceae,12.1,12.5,17.1,25.34,S,3,20120309,12.5,12.5
T12,41,jarana,Lecythis lurida,Lecythidaceae,86,87.5,29.07,39.82,E,1,20120309,88.2,87.5
T12,42,casca seca,Licania canescens,Chrysobalanaceae,14.3,12.5,11.47,16.4,S,2,20120309,14.7,12.5
T12,43,seringueira,Hevea brasiliensis,Euphorbiaceae,28,27.5,15.87,23.65,S,2,20120309,24.2,22.5
T12,44,uxirana,Sacoglottis guianensis,Humiriaceae,56.1,57.5,15.92,22.61,C,1,20120309,57.7,57.5
T12,45,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,37.5,16.06,21.57,C,1,20120309,35.9,37.5
T12,46,uxirana,Sacoglottis guianensis,Humiriaceae,40.6,42.5,20.32,34.74,C,1,20120309,41.2,42.5
T12,47,pau-para-tudo,Simaba cedron,Simaroubaceae,10.9,12.5,6.93,9.93,S,2,20120309,11,12.5
T12,48,matamata branco,Eschweilera coriacea,Lecythidaceae,35.3,37.5,18.3,25.6,C,2,20120309,36.8,37.5
T12,49,macaranduba,Manilkara huberi,Sapotaceae,38.3,37.5,18.74,29.07,C,2,20120309,39.3,37.5
T12,50,jatereu,Lecythis idatimon,Lecythidaceae,48.5,47.5,24.09,39.78,C,2,20120309,49.5,47.5
T12,51,caramuxi,Pouteria hispida,Sapotaceae,70.8,72.5,21.34,32.35,C,1,20120309,71.2,72.5
T12,52,morta,NA,NA,48.5,47.5,NA,36.16,NA,NA,20120309,48.5,47.5
T12,53,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,37.5,24.3,33.66,S,2,20120309,35.9,37.5
T12,54,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,52.5,16.87,32.21,S,2,20120309,54.9,52.5
T12,55,parajuba,Manilkara bidentata,Sapotaceae,79.2,77.5,29.74,42.83,E,1,20120309,79.9,77.5
T12,56,morta,NA,NA,54.4,52.5,NA,29.49,NA,NA,20120309,54.4,52.5
T12,57,maracatiara,Astronium graveolens,Anacardiaceae,99.6,97.5,30.34,51.89,E,1,20120309,98.9,97.5
T12,58,murta,Strychnos subcordata,Loganiaceae,12.6,12.5,6.63,14.41,S,2,20120309,13.2,12.5
T12,59,casca seca,Licania canescens,Chrysobalanaceae,49,47.5,33.5,37.17,C,1,20120309,49.4,47.5
T12,60,abiurana,Pouteria gongrijpii,Sapotaceae,41,42.5,20.94,34.61,S,2,20120309,41,42.5
T12,61,jatereu,Lecythis idatimon,Lecythidaceae,12.3,12.5,11.81,16.96,S,2,20120309,13.1,12.5
T12,62,abiurana branca,Pouteria guianensis,Sapotaceae,20.4,22.5,11.37,19.5,S,2,20120309,21.9,22.5
T12,63,casca seca,Licania canescens,Chrysobalanaceae,43.5,42.5,17.85,27.45,C,1,20120309,43.9,42.5
T12,64,uxirana,Sacoglottis guianensis,Humiriaceae,13,12.5,12.22,17.93,S,2,20120309,13.8,12.5
T12,65,matamata branco,Eschweilera coriacea,Lecythidaceae,54.8,52.5,23.2,35.8,C,1,20120309,55.2,57.5
T12,66,macucu,Licania guianensis,Chrysobalanaceae,35.9,37.5,17.79,27.44,C,2,20120309,36.9,37.5
T12,67,jutai-pororoca,Dialium guianense,Fabaceae,25,27.5,14.53,25.98,S,2,20120309,26.3,27.5
T12,68,ata preta,Annona sp.,Annonaceae,10.1,12.5,8.45,11.07,S,2,20120309,10.1,12.5
T12,69,casca seca,Licania canescens,Chrysobalanaceae,36.5,37.5,26.97,31.08,C,2,20120309,37.3,37.5
T12,70,abiurana,Pouteria gongrijpii,Sapotaceae,100.7,102.5,27.06,44.73,E,1,20120309,100.7,102.5
T12,71,burangica,Galipea trifoliata,Rutaceae,15.4,17.5,4.48,6.33,S,1,20120309,15.9,17.5
T12,72,morta,NA,NA,38,37.5,NA,6.2,NA,NA,20120309,37,37.5
T12,73,matamata branco,Eschweilera coriacea,Lecythidaceae,39,37.5,22.53,35.62,S,2,20120309,38,37.5
T12,74,tanibuca,Terminalia amazonia,Combretaceae,55.1,57.5,23.43,37.26,C,2,20120309,58.1,57.5
T12,75,macaranduba,Manilkara huberi,Sapotaceae,42.7,42.5,24.21,37.36,E,1,20120309,44.1,42.5
T12,76,matamata preto,Eschweilera ovata,Lecythidaceae,58.2,57.5,15.91,33.31,C,1,20120309,59,57.5
T12,77,mato,NA,NA,20.8,22.5,18.47,24.86,S,2,20120309,21,22.5
T12,78,casca seca,Licania canescens,Chrysobalanaceae,36.9,37.5,21.85,30.02,C,2,20120309,37.4,37.5
T12,79,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,37.5,18.43,33.96,S,2,20120309,36.8,37.5
T12,80,murure,Brosimum acutifolium,Moraceae,35,37.5,23.97,33.35,S,2,20120309,34.8,32.5
T12,81,sucupira tento,Ormosia nobilis,Fabaceae,47.3,47.5,25.16,37.51,E,1,20120309,47.9,47.5
T12,82,matamata branco,Eschweilera coriacea,Lecythidaceae,35.2,37.5,20.53,30.59,S,2,20120309,36.8,37.5
T12,83,cajuacu,Anacardium spruceanum,Anacardiaceae,68.6,67.5,21.05,32.65,E,1,20120309,68.9,67.5
T12,84,envira-surucucu,Duguetia surinamensis,Annonaceae,35.5,37.5,21.71,31.26,S,2,20120309,35.8,37.5
T12,85,jutai-pororoca,Dialium guianense,Fabaceae,12.7,12.5,11.39,14.75,S,3,20120309,13,12.5
T12,86,tatapiririca,Tapirira guianensis,Anacardiaceae,11.5,12.5,10.6,15.79,S,3,20120309,12.3,12.5
T12,87,jutai-pororoca,Dialium guianense,Fabaceae,17.5,17.5,6.92,11.69,S,3,20120309,17.3,17.5
T12,88,louro preto,Ocotea cernua,Lauraceae,13,12.5,9.32,16.44,S,3,20120309,13.9,12.5
T12,89,matamata preto,Eschweilera ovata,Lecythidaceae,42.7,42.5,20.15,28.76,S,2,20120309,43,42.5
T12,90,macaranduba,Manilkara huberi,Sapotaceae,66.4,67.5,21.18,32.86,C,2,20120309,66.9,67.5
T12,91,matamata branco,Eschweilera coriacea,Lecythidaceae,12.2,12.5,8.17,11.83,S,2,20120309,12.4,12.5
T12,92,jatereu,Lecythis idatimon,Lecythidaceae,23,22.5,9.8,11.27,S,2,20120309,23,22.5
T12,93,tachi preto,Tachigali myrmecophila,Fabaceae,70,72.5,20.56,33.95,E,1,20120309,71,72.5
T12,94,abiurana,Pouteria gongrijpii,Sapotaceae,10.9,12.5,6.44,15.94,S,3,20120309,11,12.5
T12,95,jutai,Hymenaea parvifolia,Fabaceae,37.6,37.5,19.57,30.2,C,2,20120309,37.3,37.5
T12,96,matamata branco,Eschweilera coriacea,Lecythidaceae,46.2,47.5,13.23,25.98,C,2,20120309,46.2,47.5
T12,97,casca seca,Licania canescens,Chrysobalanaceae,19.1,17.5,15.54,21.44,S,2,20120309,19.1,17.5
T12,98,maracatiara,Astronium graveolens,Anacardiaceae,48.5,47.5,21.41,31.92,E,1,20120309,49.8,47.5
T12,99,arataciu,Sagotia racemosa,Euphorbiaceae,12.2,12.5,NA,2.31,S,1,20120309,12.2,12.5
T12,100,matamata preto,Eschweilera ovata,Lecythidaceae,17.6,17.5,3.71,5.9,S,1,20120309,17.7,17.5
T12,101,tachirana,Stryphnodendron paniculatum,Fabaceae,44.7,42.5,16.93,25.12,S,1,20120309,46.8,47.5
T13,1,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,37.5,21.73,30.13,S,2,20120326,37.2,37.5
T13,2,lacre-da-mata,Vismia floribunda,Hypericaceae,58,57.5,19.4,39.08,E,1,20120326,58.7,57.5
T13,3,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,37.5,11.59,17.37,C,2,20120326,38.7,37.5
T13,4,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,12.5,23.28,33.58,S,2,20120326,10.5,12.5
T13,5,casca seca,Licania canescens,Chrysobalanaceae,37.1,37.5,23.34,31.35,C,2,20120326,37.8,37.5
T13,6,abiurana,Pouteria gongrijpii,Sapotaceae,20.2,22.5,16.1,24.85,S,2,20120326,21,22.5
T13,7,jatereu,Lecythis idatimon,Lecythidaceae,17.7,17.5,14.6,23.04,S,2,20120326,18.1,17.5
T13,8,morta,NA,NA,42,42.5,NA,4.63,NA,NA,20120326,42,42.5
T13,9,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.9,37.5,23.68,32.44,S,1,20120326,38.3,37.5
T13,10,matamata preto,Eschweilera ovata,Lecythidaceae,28.7,27.5,19.6,18.2,S,1,20120326,28.7,27.5
T13,11,casca seca,Licania canescens,Chrysobalanaceae,65,67.5,17.29,37.26,C,1,20120326,60.8,62.5
T13,12,abiurana,Pouteria gongrijpii,Sapotaceae,17.8,17.5,23.37,30.54,C,2,20120326,18,17.5
T13,13,parajuba,Manilkara bidentata,Sapotaceae,51.7,52.5,18.16,35.63,E,1,20120326,52.4,52.5
T13,14,guajara branco,Pouteria sp.,Sapotaceae,58.7,57.5,25.48,39.71,E,1,20120326,59.8,57.5
T13,15,seringarana,Micrandra minor,Euphorbiaceae,66,67.5,23.2,39.68,C,1,20120326,65.8,67.5
T13,16,macucu,Licania guianensis,Chrysobalanaceae,53.4,52.5,24.16,38.02,C,1,20120326,54.1,52.5
T13,17,abiurana branca,Pouteria guianensis,Sapotaceae,45.5,47.5,17.77,31.8,C,1,20120326,45.9,47.5
T13,18,abiurana branca,Pouteria guianensis,Sapotaceae,35,37.5,19.41,29.65,C,1,20120326,35.4,37.5
T13,19,jatereu,Lecythis idatimon,Lecythidaceae,37.1,37.5,22.6,30.85,S,2,20120326,37.2,37.5
T13,20,capueiro,Rinorea guianensis,Violaceae,10.3,12.5,13.3,21.82,S,2,20120326,10.4,12.5
T13,21,jatereu,Lecythis idatimon,Lecythidaceae,36.2,37.5,18.13,32.02,C,2,20120326,36.3,37.5
T13,22,jatereu,Lecythis idatimon,Lecythidaceae,24.8,22.5,23.09,30.15,C,2,20120326,25,27.5
T13,23,papuda,NA,NA,48,47.5,16.83,33.63,E,1,20120326,48.5,47.5
T13,24,abiurana,Pouteria gongrijpii,Sapotaceae,48.1,47.5,19.63,33.58,C,2,20120326,48.5,47.5
T13,25,capueiro,Rinorea guianensis,Violaceae,10.4,12.5,8.07,14.27,S,3,20120326,10.4,12.5
T13,26,abiurana branca,Pouteria guianensis,Sapotaceae,45.8,47.5,23.41,29.84,S,2,20120326,46,47.5
T13,28,guajara peludo,Pouteria sp.,Sapotaceae,53.2,52.5,23.88,39.02,E,1,20120326,52.7,52.5
T13,29,morta,NA,NA,55,57.5,NA,30.52,NA,NA,20120326,55,57.5
T13,30,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,65.8,67.5,27.12,44.33,E,1,20120326,66.3,67.5
T13,31,abiurana branca,Pouteria guianensis,Sapotaceae,35.3,37.5,22.3,34.66,S,2,20120326,35.8,37.5
T13,32,matamata branco,Eschweilera coriacea,Lecythidaceae,40,42.5,22.99,34.78,S,2,20120326,40.3,42.5
T13,33,casca seca,Licania canescens,Chrysobalanaceae,39.3,37.5,23.06,38.69,S,2,20120326,40,42.5
T13,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45,47.5,21.9,32.02,C,2,20120326,45.4,47.5
T13,35,abiurana,Pouteria gongrijpii,Sapotaceae,10.7,12.5,10.95,21.4,S,2,20120326,10.7,12.5
T13,36,capueiro,Rinorea guianensis,Violaceae,16.5,17.5,16.84,23.64,S,2,20120326,16.6,17.5
T13,37,axixa,Sterculia pruriens,Malvaceae,33.6,32.5,23.1,31.07,C,1,20120326,34.3,32.5
T13,38,araracanga,Aspidosperma spruceanum,Apocynaceae,10.1,12.5,16.09,18.73,S,2,20120326,10.2,12.5
T13,39,caramuxi,Pouteria hispida,Sapotaceae,48.9,47.5,26.65,36.22,E,1,20120326,48.1,47.5
T13,40,matamata preto,Eschweilera ovata,Lecythidaceae,42,42.5,25.43,36.17,E,1,20120326,42.5,42.5
T13,41,casca seca,Licania canescens,Chrysobalanaceae,16,17.5,16.59,19.52,S,2,20120326,15,17.5
T13,42,matamata branco,Eschweilera coriacea,Lecythidaceae,35,37.5,24.14,37.39,C,2,20120326,35.2,37.5
T13,43,casca seca,Licania canescens,Chrysobalanaceae,47.5,47.5,28.6,35.02,C,1,20120326,47.1,47.5
T13,44,macucu,Licania guianensis,Chrysobalanaceae,52.8,52.5,20.75,34.49,C,2,20120326,53.3,52.5
T13,45,abiurana casca fina,Pouteria retinervis,Sapotaceae,17,17.5,11.51,18.03,S,2,20120326,17.3,17.5
T13,46,capueiro,Rinorea guianensis,Violaceae,11.5,12.5,12.02,16.87,S,2,20120326,11.8,12.5
T13,47,matamata preto,Eschweilera ovata,Lecythidaceae,29.1,27.5,11.78,16.59,S,2,20120326,28.1,27.5
T13,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36.8,37.5,18.81,28.43,C,2,20120326,37,37.5
T13,49,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45.9,47.5,20.98,31.76,E,1,20120326,47,47.5
T13,50,arataciu,Sagotia racemosa,Euphorbiaceae,13,12.5,10.91,16.36,S,2,20120326,13,12.5
T13,51,breu barrote,Tetragastris panamensis,Burseraceae,37,37.5,20.71,25.05,S,2,20120326,37.4,37.5
T13,52,matamata preto,Eschweilera ovata,Lecythidaceae,11.4,12.5,15.68,22.24,S,2,20120326,15.7,17.5
T13,53,inga branco,Inga thibaudiana,Fabaceae,29.4,27.5,24.26,30.55,S,2,20120326,29.6,27.5
T13,54,breu barrote,Tetragastris panamensis,Burseraceae,14.8,12.5,14.06,19.95,S,2,20120326,15.5,17.5
T13,55,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,37.5,27.86,41.93,S,1,20120326,35.8,37.5
T13,56,uxirana,Sacoglottis guianensis,Humiriaceae,48.1,47.5,27.39,40.3,S,1,20120326,48.3,47.5
T13,57,breu barrote,Tetragastris panamensis,Burseraceae,14.3,12.5,12.9,15.39,S,2,20120326,14.4,12.5
T13,58,uxirana,Sacoglottis guianensis,Humiriaceae,22.6,22.5,17.02,30.99,C,2,20120326,22.5,22.5
T13,59,louro vermelho,Sextonia rubra,Lauraceae,80.5,82.5,30.71,34.23,C,2,20120326,80.7,82.5
T13,60,timborana,Pseudopiptadenia suaveolens,Fabaceae,38.7,37.5,21.07,29,E,1,20120326,38.7,37.5
T13,61,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,47,47.5,20.71,28.5,E,1,20120326,47,47.5
T13,62,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,37.5,16.45,28.5,E,1,20120326,36.9,37.5
T13,63,jatereu,Lecythis idatimon,Lecythidaceae,37.2,37.5,20.29,27.25,C,2,20120326,38,37.5
T13,64,matamata preto,Eschweilera ovata,Lecythidaceae,64.9,62.5,14.82,40.65,C,2,20120326,65,67.5
T13,65,breu barrote,Tetragastris panamensis,Burseraceae,37.8,37.5,17.8,21.58,S,2,20120326,38.4,37.5
