parcela,arvore,comum,cientifico,familia,dap2012,vertical,luminosidade,hcom,ht,medicao
T18,59,embauba branca,Cecropia palmata,Urticaceae,37.7,E,1,29.99,41.54,20120322
T18,62,breu barrote,Tetragastris panamensis,Burseraceae,73,S,2,22.49,34.88,20120322
T18,63,matamata branco,Eschweilera coriacea,Lecythidaceae,40,S,2,24.59,38.13,20120322
T18,65,abiu cramuri,NA,NA,57.7,C,2,23.91,36.9,20120322
T18,66,caferana,Quiina florida,Ochnaceae,35.8,E,1,16.21,26.76,20120322
T18,68,breu barrote,Tetragastris panamensis,Burseraceae,55,S,2,11.61,22.03,20120322
T18,69,matamata branco,Eschweilera coriacea,Lecythidaceae,65,S,2,23.51,43.1,20120322
T18,70,tachi preto,Tachigali myrmecophila,Fabaceae,37.6,E,1,20.07,38.55,20120322
T18,71,abiu canelado,Micropholis crassipedicellata,Sapotaceae,62.4,C,2,30.34,48.45,20120322
T18,73,jatereu,Lecythis idatimon,Lecythidaceae,39.2,C,2,25.77,43.36,20120322
T18,74,jarana,Lecythis lurida,Lecythidaceae,44.7,C,2,20.53,40.29,20120322
T18,75,abiurana branca,Pouteria guianensis,Sapotaceae,53,C,2,29.68,45.42,20120322
T18,77,abiurana,Pouteria gongrijpii,Sapotaceae,42,C,1,17.15,35.1,20120322
T18,78,tachirana,Stryphnodendron paniculatum,Fabaceae,37,C,2,14.53,25.87,20120322
T18,79,matamata branco,Eschweilera coriacea,Lecythidaceae,47.3,C,2,20.84,35.66,20120322
T18,81,tachirana,Stryphnodendron paniculatum,Fabaceae,69.9,E,1,6.78,10.96,20120322
T18,83,abiurana,Pouteria gongrijpii,Sapotaceae,35,C,2,22.62,33.1,20120322
T18,84,pau-jacare,Laetia procera,Salicaceae,48.6,E,1,20.67,38.05,20120322
T18,85,jarana,Lecythis lurida,Lecythidaceae,47.9,S,2,18.89,29.47,20120322
T18,86,matamata branco,Eschweilera coriacea,Lecythidaceae,36.7,S,2,13.3,19.03,20120322
T18,88,freijo branco,Cordia scabrifolia,Boraginaceae,35.9,S,2,7.2,14.23,20120322
T18,92,freijo branco,Cordia scabrifolia,Boraginaceae,39.7,S,2,7.28,12.34,20120322
T18,96,tachi branco,Tachigali paniculata,Fabaceae,77,E,1,17.32,32.86,20120322
T18,97,goiabao,Pradosia cochlearia,Sapotaceae,41,C,2,14.58,18.23,20120322
T18,100,morta,NA,NA,56.3,NA,NA,NA,9.85,20120322
T18,102,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,56,C,2,25.93,44.36,20120322
T18,107,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,C,1,9.47,10.92,20120322
T18,109,matamata branco,Eschweilera coriacea,Lecythidaceae,37.2,C,2,11.6,15.36,20120322
T18,110,tauari,Couratari stellata,Lecythidaceae,76,C,2,20.01,32.13,20120322
T18,112,louro preto,Ocotea cernua,Lauraceae,49.9,C,2,13.53,22.21,20120322
T18,113,matamata branco,Eschweilera coriacea,Lecythidaceae,44.2,C,2,8.67,13.66,20120322
T18,115,matamata branco,Eschweilera coriacea,Lecythidaceae,39.2,C,2,13.65,22.31,20120322
T18,121,abiurana,Pouteria gongrijpii,Sapotaceae,40.4,C,2,12.9,17.5,20120322
T18,123,parajuba,Manilkara bidentata,Sapotaceae,80.4,E,1,21.39,32.74,20120322
T18,126,breu barrote,Tetragastris panamensis,Burseraceae,40.8,S,2,15.96,22.83,20120322
T18,127,matamata branco,Eschweilera coriacea,Lecythidaceae,42.9,C,2,12.29,21.32,20120322
T18,128,guajara branco,Pouteria sp.,Sapotaceae,43.4,C,2,14.16,21.22,20120322
T19,1,macaranduba,Manilkara huberi,Sapotaceae,69.1,E,1,24.68,42.22,20120316
T19,3,fava-saboeiro,Abarema jupunba,Fabaceae,53.8,S,2,16.48,27.06,20120316
T19,6,breu barrote,Tetragastris panamensis,Burseraceae,37.5,C ,2,24.05,31.71,20120316
T19,8,macucu,Licania guianensis,Chrysobalanaceae,52.1,C,1,12.05,20.3,20120316
T19,10,macaranduba,Manilkara huberi,Sapotaceae,52.2,E,1,10.96,21.75,20120316
T19,14,breu vermelho,Protium hebetatum,Burseraceae,47,C,2,20.13,30.15,20120316
T19,20,morta,NA,NA,54.5,NA,NA,NA,3.35,20120316
T19,24,tachi branco,Tachigali paniculata,Fabaceae,47.8,E,1,18.7,30.01,20120316
T19,27,abiurana branca,Pouteria guianensis,Sapotaceae,44.3,S,2,14.09,25.19,20120316
T19,28,morta,NA,NA,37.8,NA,NA,NA,14.69,20120316
T19,29,breu barrote,Tetragastris panamensis,Burseraceae,55.5,C,2,17.7,30.14,20120316
T19,32,uxi,Endopleura uchi,Humiriaceae,65.9,E,1,24.05,38.84,20120316
T19,34,roxinho,Peltogyne lecointei,Fabaceae,46,E,1,18.27,38.26,20120316
T19,36,abiurana,Pouteria gongrijpii,Sapotaceae,35,E,2,24.99,42.96,20120316
T19,37,maria preta,Ziziphus sp.,Rhamnaceae,48.8,C,2,20.55,31.01,20120316
T19,39,morta,NA,NA,111.7,NA,NA,NA,37.06,20120316
T19,40,abiurana,Pouteria gongrijpii,Sapotaceae,49.1,E,2,23.22,34.45,20120316
T19,41,breu barrote,Tetragastris panamensis,Burseraceae,45,S,2,11.55,18.96,20120316
T19,47,morta,NA,NA,110,NA,NA,NA,6.18,20120316
T19,49,caramuxi,Pouteria hispida,Sapotaceae,55.9,E,1,12.68,22.68,20120316
T19,50,abiurana,Pouteria gongrijpii,Sapotaceae,39.7,E,1,10.53,26.68,20120316
T19,51,guajara cinza,Pouteria sp.,Sapotaceae,45.3,C,2,9.65,25.15,20120316
T19,54,parajuba,Manilkara bidentata,Sapotaceae,47.4,C,2,18.18,28.54,20120316
T19,56,breu barrote,Tetragastris panamensis,Burseraceae,55.6,C,2,18.67,35.59,20120316
T19,57,seringarana,Micrandra minor,Euphorbiaceae,68.3,E,1,22.97,32.56,20120316
T19,58,breu barrote,Tetragastris panamensis,Burseraceae,37.8,C,2,17.97,25.94,20120316
T19,59,louro-abacate,Ocotea glomerata,Lauraceae,36.6,S,2,16.09,20.12,20120316
T19,60,parapara,Jacaranda copaia,Bignoniaceae,47.1,E,1,24.11,33.49,20120316
T19,61,parajuba,Manilkara bidentata,Sapotaceae,48.1,E,1,26.65,35.83,20120316
T19,64,mato,NA,NA,35.2,C,1,13.73,18.12,20120316
T19,67,goiabao,Pradosia cochlearia,Sapotaceae,36.9,S,1,14.61,17.96,20120316
T19,68,morta,NA,NA,40.6,NA,NA,NA,22.37,20120316
T19,69,freijo branco,Cordia scabrifolia,Boraginaceae,41.5,S,1,17.48,27.96,20120316
T19,73,morta,NA,NA,70,NA,NA,NA,22.04,20120316
T19,74,uxi,Endopleura uchi,Humiriaceae,56.1,E,1,28.36,39.15,20120316
T19,76,abiurana,Pouteria gongrijpii,Sapotaceae,35.3,S,2,21.85,26.06,20120316
T19,77,breu barrote,Tetragastris panamensis,Burseraceae,50,C,2,19.38,35.7,20120316
T19,78,abiurana branca,Pouteria guianensis,Sapotaceae,47.7,C,2,23.3,37.28,20120316
T19,81,fava-paricana,Dimorphandra macrostachya,Fabaceae,53,E,1,18.44,36.21,20120316
T19,85,breu barrote,Tetragastris panamensis,Burseraceae,54.3,C,1,26.45,44.2,20120316
T19,87,macaranduba,Manilkara huberi,Sapotaceae,47.2,E,1,16.75,22.27,20120316
T19,90,caramuxi,Pouteria hispida,Sapotaceae,36.6,E,1,29.28,31.18,20120316
T19,92,breu barrote,Tetragastris panamensis,Burseraceae,40,C,2,18.77,30.03,20120316
T19,93,breu barrote,Tetragastris panamensis,Burseraceae,40.7,C,2,24.32,37.45,20120316
T19,96,tachi preto,Tachigali myrmecophila,Fabaceae,55.7,E,1,22.08,30.87,20120316
T19,99,pau-jacare,Laetia procera,Salicaceae,37.8,S,2,20.23,24.16,20120316
T19,100,abiurana,Pouteria gongrijpii,Sapotaceae,76,C,1,23.1,30.77,20120316
T19,101,uxi,Endopleura uchi,Humiriaceae,38.3,C,1,23.89,32.02,20120316
T19,106,macaranduba,Manilkara huberi,Sapotaceae,89,E,1,23.56,38.95,20120316
T19,107,ripeira,Eschweilera micrantha,Lecythidaceae,45.8,S,1,22.42,32.1,20120316
T19,108,matamata preto,Eschweilera ovata,Lecythidaceae,44.2,S,1,22.55,30.94,20120316
T19,109,guajara,Pouteria sp.,Sapotaceae,50,C,1,29.11,38.68,20120316
T19,114,envira preta,Guatteria schomburgkiana,Annonaceae,40.5,S,2,23.87,32.56,20120316
T19,115,uxirana,Sacoglottis guianensis,Humiriaceae,35.6,E,1,25.21,33.52,20120316
T20,3,caramuxi,Pouteria hispida,Sapotaceae,49.2,C ,1,14.62,24.96,20120315
T20,5,breu barrote,Tetragastris panamensis,Burseraceae,42,S,2,19.51,31.16,20120315
T20,8,matamata branco,Eschweilera coriacea,Lecythidaceae,47.5,S,2,16.12,26.39,20120315
T20,13,abiu cutite,NA,NA,36.2,S,1,13.84,22.05,20120315
T20,15,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.8,C,1,14.49,26.29,20120315
T20,20,abiurana branca,Pouteria guianensis,Sapotaceae,80,C,1,19.45,39.32,20120315
T20,22,uxirana,Sacoglottis guianensis,Humiriaceae,37.2,C,2,16.66,25.84,20120315
T20,23,tachi preto,Tachigali myrmecophila,Fabaceae,80,E,1,28.65,45.98,20120315
T20,24,piquiarana,Caryocar glabrum,Caryocaraceae,41.1,C,2,17.46,25.87,20120315
T20,28,joao-mole,Neea oppositifolia,Nyctaginaceae,74.1,E,2,22.02,34.35,20120315
T20,29,fava-saboeiro,Abarema cochleata,Fabaceae,45.2,C,2,11.1,22.24,20120315
T20,31,jatereu,Lecythis idatimon,Lecythidaceae,36,C,2,16.56,27.6,20120315
T20,33,angelim vermelho,Dinizia excelsa,Fabaceae,140,E,1,30.35,70.79,20120315
T20,34,breu vermelho,Protium hebetatum,Burseraceae,60,C,2,22.11,35.24,20120315
T20,36,parajuba,Manilkara bidentata,Sapotaceae,48.2,C,1,21.95,35.47,20120315
T20,37,morta,NA,NA,60.3,NA,NA,NA,25.73,20120315
T20,38,uxirana,Sacoglottis guianensis,Humiriaceae,36.2,C,2,14.26,22.9,20120315
T20,42,morta,NA,NA,37.8,NA,NA,NA,2.86,20120315
T20,43,jatereu,Lecythis idatimon,Lecythidaceae,39.4,C,2,12.35,24.24,20120315
T20,44,breu barrote,Tetragastris panamensis,Burseraceae,48,S,2,17.13,29.83,20120315
T20,45,guajara cinza,Pouteria sp.,Sapotaceae,41.5,C,2,16.01,28.62,20120315
T20,48,piquiarana,Caryocar glabrum,Caryocaraceae,120.3,C,1,14.53,27.34,20120315
T20,49,breu vermelho,Protium hebetatum,Burseraceae,57.3,E,1,19.64,32.43,20120315
T20,50,matamata preto,Eschweilera ovata,Lecythidaceae,53.3,C,2,14.75,25.23,20120315
T20,53,ipe roxo,Handroanthus impetiginosus,Bignoniaceae,80.5,E,1,30.34,46.81,20120315
T20,54,andirobarana,Guarea guidonia,Meliaceae,42.8,S,1,11.96,19.14,20120315
T20,56,caramuxi,Pouteria hispida,Sapotaceae,55.3,S,2,15.28,20.81,20120315
T20,58,caramuxi,Pouteria hispida,Sapotaceae,36.5,C,2,14.75,25.23,20120315
T20,59,matamata branco,Eschweilera coriacea,Lecythidaceae,50,C,1,23.61,38.13,20120315
T20,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,70,C,1,29.92,49.45,20120315
T20,64,guajara cinza,Pouteria sp.,Sapotaceae,89.2,E,1,28.02,49.86,20120315
T20,65,caramuxi,Pouteria hispida,Sapotaceae,65.6,C,2,22.39,33.21,20120315
T20,66,goiabao,Pradosia cochlearia,Sapotaceae,45.7,C,2,15.8,34.83,20120315
T20,67,jarana,Lecythis lurida,Lecythidaceae,54.4,C,2,23.36,32.01,20120315
T20,68,ucuuba,Virola michelii,Myristicaceae,36.2,C,2,25.44,34.47,20120315
T20,71,guajara branco,Pouteria sp.,Sapotaceae,36.2,C,2,24.06,32.94,20120315
T20,72,goiabao,Pradosia cochlearia,Sapotaceae,46.2,C,2,25.44,36.83,20120315
T20,73,axixa,Sterculia pruriens,Malvaceae,43,C,2,17.82,32.5,20120315
T20,75,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,C,2,23.68,34.62,20120315
T20,76,breu barrote,Tetragastris panamensis,Burseraceae,40.2,C,2,20.93,31.8,20120315
T20,77,caramuxi,Pouteria hispida,Sapotaceae,45.6,S,2,19.66,26.81,20120315
T20,78,jatereu,Lecythis idatimon,Lecythidaceae,37.4,C,2,19.05,27.56,20120315
T20,79,inhare,Helicostylis sp.,Moraceae,45,S,1,17.17,20.61,20120315
T20,80,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,C,2,25.19,27.75,20120315
T20,87,abiurana branca,Pouteria guianensis,Sapotaceae,40.9,C,2,17.16,29.09,20120315
T20,89,embauba branca,Cecropia palmata,Urticaceae,38.3,E,1,23.33,31.56,20120315
T20,90,embauba branca,Cecropia palmata,Urticaceae,37,E,1,15.17,21.55,20120315
T20,93,parajuba,Manilkara bidentata,Sapotaceae,49.7,C,1,21.26,31.69,20120315
T20,95,louro preto,Nectandra cuspidata,Lauraceae,35.8,C,2,23.1,31.07,20120315
T20,96,morta,NA,NA,38.6,NA,NA,NA,14.97,20120315
T21,2,matamata preto,Eschweilera ovata,Lecythidaceae,69.8,C,2,23.68,38.28,20120323
T21,3,abiurana,Pouteria gongrijpii,Sapotaceae,43,E,1,21.37,29.64,20120323
T21,4,jatereu,Lecythis idatimon,Lecythidaceae,38,S,2,18.67,28.04,20120323
T21,5,matamata preto,Eschweilera ovata,Lecythidaceae,58.3,S,2,20.52,36.02,20120323
T21,6,cajuacu,Anacardium spruceanum,Anacardiaceae,79.9,E,1,22.67,37.89,20120323
T21,7,caramuxi,Pouteria hispida,Sapotaceae,40.7,C,2,22.01,32.99,20120323
T21,8,abiurana,Pouteria gongrijpii,Sapotaceae,69,C,2,36.79,44.59,20120323
T21,10,abiurana,Pouteria gongrijpii,Sapotaceae,74.7,C,2,19.06,34.75,20120323
T21,12,abiurana branca,Pouteria guianensis,Sapotaceae,47,S,2,25.99,40.02,20120323
T21,13,breu vermelho,Protium hebetatum,Burseraceae,40.8,C,2,25.8,35.84,20120323
T21,14,matamata branco,Eschweilera coriacea,Lecythidaceae,35.9,S,2,16.69,34.67,20120323
T21,15,abiurana branca,Pouteria guianensis,Sapotaceae,53,C,1,24.57,35.31,20120323
T21,16,jatereu,Lecythis idatimon,Lecythidaceae,43,E,1,15.29,17.97,20120323
T21,18,tachi preto,Tachigali myrmecophila,Fabaceae,62.8,E,1,26.77,44.24,20120323
T21,19,iperana,Eperua bijuga,Fabaceae,35.9,S,2,15.61,28.51,20120323
T21,20,iperana,Eperua bijuga,Fabaceae,36.6,S,2,17.16,29.09,20120323
T21,22,morta,NA,NA,39.9,NA,NA,NA,5.01,20120323
T21,25,abiurana branca,Pouteria guianensis,Sapotaceae,42.3,S,2,20.9,30.49,20120323
T21,28,morta,NA,NA,60.7,NA,NA,NA,25.17,20120323
T21,29,breu vermelho,Protium hebetatum,Burseraceae,47.7,C,2,16.44,33.95,20120323
T21,30,iperana,Eperua bijuga,Fabaceae,41.7,C,2,19.72,26.28,20120323
T21,32,louro-abacate,Ocotea glomerata,Lauraceae,46.6,C,2,25.85,30.52,20120323
T21,33,matamata preto,Eschweilera ovata,Lecythidaceae,60.5,C,2,23.62,34.2,20120323
T21,36,morta,NA,NA,38.9,NA,NA,NA,11.88,20120323
T21,37,fava-saboeiro,Abarema cochleata,Fabaceae,54.1,C,1,21.32,26.22,20120323
T21,38,macaranduba,Manilkara huberi,Sapotaceae,109.7,E,1,32.21,41.42,20120323
T21,39,seringueira,Hevea brasiliensis,Euphorbiaceae,85.9,E,1,33.26,42.01,20120323
T21,41,iperana,Eperua bijuga,Fabaceae,35.9,C,2,13.4,22.82,20120323
T21,43,roxinho,Peltogyne lecointei,Fabaceae,90,E,1,22.19,33.06,20120323
T21,44,seringarana,Micrandra minor,Euphorbiaceae,40.6,S,2,29.42,24.39,20120323
T21,45,matamata branco,Eschweilera coriacea,Lecythidaceae,42.8,C,2,15.64,25.41,20120323
T21,46,uxirana,Sacoglottis guianensis,Humiriaceae,53.4,C,1,16.98,22.67,20120323
T21,48,morta,NA,NA,42.8,NA,NA,NA,19.9,20120323
T21,49,mapatirana,Pourouma villosa,Urticaceae,42.2,S,2,14.6,25.63,20120323
T21,50,breu barrote,Tetragastris panamensis,Burseraceae,56.9,C,2,16.23,28.18,20120323
T21,51,uxi,Endopleura uchi,Humiriaceae,39.5,S,2,15.85,21.93,20120323
T21,52,caramuxi,Pouteria hispida,Sapotaceae,39.7,E,1,17.32,23.97,20120323
T21,53,matamata preto,Eschweilera ovata,Lecythidaceae,37.7,S,2,18.08,25.37,20120323
T21,54,freijo branco,Cordia scabrifolia,Boraginaceae,61.5,C,2,16.54,21.77,20120323
T21,55,uxi,Endopleura uchi,Humiriaceae,50.4,C,2,15.78,24.65,20120323
T21,56,abiu cutite,NA,NA,43.4,E,1,13.9,19.48,20120323
T21,58,carapanauba,Aspidosperma excelsum,Apocynaceae,51.1,E,1,21.26,28.56,20120323
T21,60,mapatirana,Pourouma villosa,Urticaceae,59.7,E,1,19.77,29.69,20120323
T21,61,inga,Inga marginata,Fabaceae,36.7,S,2,10.91,14.84,20120323
T21,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,53.1,C,2,21.22,28.25,20120323
T21,63,ucuuba,Virola michelii,Myristicaceae,47.5,C,2,29.07,37.17,20120323
T21,66,matamata branco,Eschweilera coriacea,Lecythidaceae,47,C,2,11.43,20.3,20120323
T21,67,parajuba,Manilkara bidentata,Sapotaceae,79.7,E,1,25.16,38.4,20120323
T21,69,guajara cinza,Pouteria sp.,Sapotaceae,70.8,C,2,21.72,34.35,20120323
T21,72,iperana,Eperua bijuga,Fabaceae,36.9,S,2,19.59,24.37,20120323
T21,73,iperana,Eperua bijuga,Fabaceae,45.9,S,1,16.45,21.84,20120323
T21,74,macucu,Licania guianensis,Chrysobalanaceae,63.2,C,1,19.83,29.42,20120323
T21,76,breu barrote,Tetragastris panamensis,Burseraceae,51,C,1,18.12,29.42,20120323
T21,79,matamata branco,Eschweilera coriacea,Lecythidaceae,55.6,C,2,19.43,30.14,20120323
T21,80,morta,NA,NA,39,NA,NA,NA,2.84,20120323
T21,81,breu barrote,Tetragastris panamensis,Burseraceae,51.6,S,2,20.03,28.27,20120323
T21,82,tauari,Couratari stellata,Lecythidaceae,43,C,2,18.05,33.31,20120323
T21,84,araracanga,Aspidosperma spruceanum,Apocynaceae,38.3,E,1,23.5,36.1,20120323
T21,85,macaranduba,Manilkara huberi,Sapotaceae,85.7,E,1,26.24,37.82,20120323
T21,87,iperana,Eperua bijuga,Fabaceae,37.8,S,1,15.4,22.78,20120323
T21,88,matamata branco,Eschweilera coriacea,Lecythidaceae,50.3,S,2,15.03,22.67,20120323
T21,90,mapatirana,Pourouma minor,Urticaceae,40.7,S,2,15.35,34.22,20120323
T21,94,matamata branco,Eschweilera coriacea,Lecythidaceae,44,C,2,13.17,29.03,20120323
T21,97,caramuxi,Pouteria hispida,Sapotaceae,39.7,S,2,18.37,25.34,20120323
T21,98,seringarana,Micrandra minor,Euphorbiaceae,44.7,E,1,20.35,30.46,20120323
T21,99,morta,NA,NA,60,NA,NA,NA,43.59,20120323
T21,102,breu barrote,Tetragastris panamensis,Burseraceae,36.7,S,2,12.68,22.6,20120323
T21,103,iperana,Eperua bijuga,Fabaceae,63.1,C,1,16.06,24.78,20120323
T21,104,jutai-pororoca,Dialium guianense,Fabaceae,44.4,C,1,16.67,25.44,20120323
T21,105,mato,NA,NA,36.2,S,2,17.31,26.6,20120323
T21,107,morta,NA,NA,38.1,NA,NA,NA,16.91,20120323
T21,108,caramuxi,Pouteria hispida,Sapotaceae,47.9,S,1,NA,23.36,20120323
T22,2,tachi preto,Tachigali myrmecophila,Fabaceae,55.5,C,1,28.82,51.28,20120319
T22,3,tachi preto,Tachigali myrmecophila,Fabaceae,48.2,C,2,23.74,47.82,20120319
T22,5,uxi,Endopleura uchi,Humiriaceae,42.6,C,2,23.13,33.74,20120319
T22,8,caramuxi,Pouteria hispida,Sapotaceae,36.2,C,2,20.98,33.02,20120319
T22,9,matamata branco,Eschweilera coriacea,Lecythidaceae,41.2,C,2,20.77,31.15,20120319
T22,11,louro,Ocotea canaliculata,Lauraceae,39.4,S,1,20.57,30.01,20120319
T22,19,tanibuca,Terminalia amazonia,Combretaceae,52.1,S,1,15.85,25.07,20120319
T22,22,breu barrote,Tetragastris panamensis,Burseraceae,45.8,C,2,11.94,17.45,20120319
T22,29,macaranduba,Manilkara huberi,Sapotaceae,78.8,E,1,41.75,57.64,20120319
T22,30,axixa,Sterculia pruriens,Malvaceae,48.8,S,1,16.86,25.59,20120319
T22,31,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,51,C,1,22.54,40.74,20120319
T22,32,breu barrote,Tetragastris panamensis,Burseraceae,41.7,S,1,17.01,27.63,20120319
T22,33,taperebarana,Spondias sp.,Anacardiaceae,38.1,S,1,10.25,15.13,20120319
T22,35,jatereu,Lecythis idatimon,Lecythidaceae,40.2,S,1,15.96,24.55,20120319
T22,36,itauba,Mezilaurus itauba,Lauraceae,83,S,1,9.62,10.89,20120319
T22,39,matamata preto,Eschweilera ovata,Lecythidaceae,81,E,1,20.36,32.29,20120319
T22,40,breu barrote,Tetragastris panamensis,Burseraceae,35.1,S,2,6.56,12.12,20120319
T22,44,uxirana,Sacoglottis guianensis,Humiriaceae,57.2,E,1,18.74,29.07,20120319
T22,48,guajara cinza,Pouteria sp.,Sapotaceae,44,C,1,15.2,26.52,20120319
T22,49,matamata branco,Eschweilera coriacea,Lecythidaceae,53,E,1,16.23,27.63,20120319
T22,50,iperana,Eperua bijuga,Fabaceae,39.3,S,1,13.88,22.13,20120319
T22,52,louro cunauaru,Endlicheria sp.,Lauraceae,60.5,E,1,25.04,38.47,20120319
T22,53,seringueira,Hevea brasiliensis,Euphorbiaceae,37.1,S,2,16.57,27.13,20120319
T22,55,preciosa,Aniba canelilla,Lauraceae,42.8,C,1,17.24,28.82,20120319
T22,56,angelim vermelho,Dinizia excelsa,Fabaceae,127,E,1,38.44,71.22,20120319
T22,61,jatereu,Lecythis idatimon,Lecythidaceae,42.2,S,2,21.14,34.14,20120319
T22,62,morta,NA,NA,70.6,NA,NA,NA,27.31,20120319
T22,63,pintadinho,Poeppigia procera,Fabaceae,43.3,S,2,10.35,17.7,20120319
T22,64,breu barrote,Tetragastris panamensis,Burseraceae,40,C,2,11.78,19.18,20120319
T22,66,tachirana,Stryphnodendron paniculatum,Fabaceae,36.3,C,2,13.43,21.76,20120319
T22,67,tachi preto,Tachigali myrmecophila,Fabaceae,55,E,1,15.19,28.24,20120319
T22,72,breu barrote,Tetragastris panamensis,Burseraceae,46.5,C,2,13.87,20.86,20120319
T22,77,envira preta,Guatteria schomburgkiana,Annonaceae,40.1,S,2,17.56,25.32,20120319
T22,84,breu barrote,Tetragastris panamensis,Burseraceae,40.4,S,2,6.21,8.58,20120319
T22,89,angelim rajado,Zygia racemosa,Fabaceae,41.7,S,2,40.33,55.02,20120319
T22,95,anani,Symphonia globulifera,Clusiaceae,42.3,C,2,26.79,40.07,20120319
T22,97,breu barrote,Tetragastris panamensis,Burseraceae,41.4,C,2,22.04,26.46,20120319
T22,98,abiu canelado,Micropholis crassipedicellata,Sapotaceae,53.2,C,2,32.12,40.39,20120319
T22,99,abiurana branca,Pouteria guianensis,Sapotaceae,36.2,C,2,33.6,42.81,20120319
T22,100,macaranduba,Manilkara huberi,Sapotaceae,62.2,C,2,30.52,39.78,20120319
T22,101,pau-jacare,Laetia procera,Salicaceae,50.7,E,1,42.14,52.74,20120319
