parcela,arvore,comum,cientifico,familia,dap2012,vertical,luminosidade,hcom,ht,medicao
T09,105,matamata,Eschweilera amazonica,Lecythidaceae,57.1,C,1,20.5,31.29,20120203
T09,109,barrote,Tetragastris altissima,Burseraceae,51,S,2,21.64,35.61,20120203
T09,112,parajuba,Manilkara bidentata,Sapotaceae,51.4,C,1,21.44,33.25,20120203
T09,113,barrote,Tetragastris altissima,Burseraceae,50.8,C,1,20.99,36.41,20120203
T09,114,barrote,Tetragastris altissima,Burseraceae,43.2,NA,NA,12.66,23.68,20120203
T09,119,seringueira,Hevea brasiliensis,Euphorbiaceae,41,C,1,23,26.2,20120203
T09,123,morta,NA,NA,60.8,NA,NA,NA,21.41,20120203
T09,125,barrote,Tetragastris altissima,Burseraceae,44.2,S,2,20.12,30.07,20120203
T09,129,abiurana,Pouteria gongrijpii,Sapotaceae,46.1,S,3,19.79,31.56,20120203
T09,133,envira,Xylopia sp.,Annonaceae,72.5,S,3,22.15,30.86,20120203
T09,143,timborana,Pseudopiptadenia suaveolens,Fabaceae,67.1,C,2,20.12,36.01,20120203
T09,152,caramuxi,Pouteria hispida,Sapotaceae,38.4,C,2,10.82,15.63,20120203
T09,162,morta,NA,NA,43.1,NA,NA,NA,3.57,20120203
T09,164,caramuxi,Pouteria hispida,Sapotaceae,64.1,C,1,11.98,22.35,20120203
T09,165,morta,NA,NA,54.5,NA,NA,NA,8.31,20120203
T09,166,jarana,Lecythis lurida,Lecythidaceae,44.9,C,2,19.43,30.27,20120203
T09,167,envira-surucucu,Duguetia surinamensis,Annonaceae,48.4,C,2,18.83,28.22,20120203
T09,168,ucuuba,Virola michelii,Myristicaceae,55.2,C,2,25.35,36.18,20120203
T09,169,breu barrote,Tetragastris panamensis,Burseraceae,52.7,C,2,17.03,31.39,20120203
T09,170,tachi vermelho,Tachigali paniculata,Fabaceae,41.3,C,2,16.53,29.35,20120203
T09,171,matamata branco,Eschweilera coriacea,Lecythidaceae,41.3,C,2,20.82,37.23,20120203
T09,172,timborana,Pseudopiptadenia suaveolens,Fabaceae,42,C,2,18.36,29.87,20120203
T09,173,jatereu,Lecythis idatimon,Lecythidaceae,39,S,2,19.29,30.88,20120203
T09,174,parapara,Jacaranda copaia,Bignoniaceae,41.6,C,2,17.12,27.67,20120203
T09,175,breu barrote,Tetragastris panamensis,Burseraceae,36.3,C,2,16.36,25.67,20120203
T09,176,pau-jacare,Laetia procera,Salicaceae,78,C,2,24.93,44.61,20120203
T09,177,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,49.6,S,2,22.46,38.6,20120203
T09,178,breu barrote,Tetragastris panamensis,Burseraceae,40.3,C,2,16.23,33.49,20120203
T09,179,matamata branco,Eschweilera coriacea,Lecythidaceae,45,C,2,19.51,34.45,20120203
T09,180,iperana,Eperua bijuga,Fabaceae,36.5,S,2,20.96,30.21,20120203
T09,181,jatereu,Lecythis idatimon,Lecythidaceae,48.8,C,2,24.9,37.39,20120203
T09,182,tauari,Couratari stellata,Lecythidaceae,50,E,1,29.02,42.86,20120203
T09,183,iperana,Eperua bijuga,Fabaceae,38.4,S,2,19.41,32.8,20120203
T09,184,angelim rajado,Zygia racemosa,Fabaceae,45.9,C,2,19.45,31.67,20120203
T09,185,abiurana,Pouteria gongrijpii,Sapotaceae,38.3,C,2,20.38,35.26,20120203
T09,186,goiabao,Pradosia cochlearia,Sapotaceae,60.7,C,2,19.08,32.24,20120203
T09,187,iperana,Eperua bijuga,Fabaceae,36,C,2,15.58,30.72,20120203
T09,188,seringueira,Hevea brasiliensis,Euphorbiaceae,63.8,E,1,32.18,45.56,20120203
T09,189,jatereu,Lecythis idatimon,Lecythidaceae,45.4,C,2,22.72,34.7,20120203
T09,190,matamata branco,Eschweilera coriacea,Lecythidaceae,56.3,C,2,19.61,24.7,20120203
T09,191,abiurana,Pouteria gongrijpii,Sapotaceae,35.7,C,2,16.27,36.74,20120203
T09,192,matamata branco,Eschweilera coriacea,Lecythidaceae,57.3,C,2,19.99,34.1,20120203
T09,193,breu barrote,Tetragastris panamensis,Burseraceae,38.2,C,2,16.34,30.49,20120203
T09,194,matamata branco,Eschweilera coriacea,Lecythidaceae,53,C,2,20.55,34.63,20120203
T09,195,axixa,Sterculia pruriens,Malvaceae,68,C,2,19.25,34.09,20120203
T09,196,breu barrote,Tetragastris panamensis,Burseraceae,37.9,S,2,11.91,22.28,20120203
T09,197,ingarana,Inga sp.,Fabaceae,56.5,C,2,15.13,24.5,20120203
T09,198,breu barrote,Tetragastris panamensis,Burseraceae,39.7,C,2,12.36,27.75,20120203
T09,199,ucuuba,Virola michelii,Myristicaceae,37.5,C,2,24.54,32.51,20120203
T09,200,breu barrote,Tetragastris panamensis,Burseraceae,40.5,S,2,12.31,24.16,20120203
T09,201,pintadinho,Poeppigia procera,Fabaceae,52.3,C,2,26.59,40.85,20120203
T09,202,seringarana,Micrandra minor,Euphorbiaceae,46.9,C,2,20.94,35.81,20120203
T09,203,abiurana,Pouteria gongrijpii,Sapotaceae,41.7,C,2,20.12,33.2,20120203
T10,3,louro preto,Nectandra cuspidata,Lauraceae,45.9,C,2,22.47,38.64,20120207
T10,14,matamata,Eschweilera amazonica,Lecythidaceae,45.2,C,2,13.78,30.43,20120207
T10,20,pau-jacare,Laetia procera,Salicaceae,71,E,1,20.87,32.55,20120207
T10,36,jatoba,Hymenaea courbaril,Fabaceae,117.2,E,1,29.68,47.01,20120207
T10,40,maracatiara,Astronium graveolens,Anacardiaceae,51.1,E,1,31.01,45.72,20120207
T10,41,timborana,Pseudopiptadenia suaveolens,Fabaceae,58,E,1,25.26,46.8,20120207
T10,56,ingarana,Inga sp.,Fabaceae,40.7,E,1,19.44,31.21,20120207
T10,57,matamata,Eschweilera amazonica,Lecythidaceae,43.7,C,1,23.61,28.18,20120207
T10,67,iperana,Eperua bijuga,Fabaceae,45.6,E,1,14.4,29.11,20120207
T10,72,jatereu,Lecythis idatimon,Lecythidaceae,46.3,C,1,18.05,36.76,20120207
T10,73,morta,NA,NA,45.1,NA,NA,NA,8.85,20120207
T10,74,matamata,Eschweilera parviflora,Lecythidaceae,45.4,E,1,20.7,29.81,20120207
T10,83,macaranduba,Manilkara huberi,Sapotaceae,82.2,C,1,25.92,37.39,20120207
T10,84,louro preto,Ocotea cernua,Lauraceae,50.9,C,1,17.06,31.67,20120207
T10,87,morta,NA,NA,35.9,NA,NA,NA,27.88,20120207
T10,89,matamata,Eschweilera parviflora,Lecythidaceae,44.1,S,1,18.67,33.43,20120207
T10,90,tachi branco,Tachigali paniculata,Fabaceae,35.9,E,1,23.57,33.65,20120207
T10,91,pau santo,Zollernia paraensis,Fabaceae,73.9,E,1,20.76,33.23,20120207
T10,95,tanibuca,Terminalia amazonia,Combretaceae,60,E,1,18.62,29.04,20120207
T10,98,breu sucuruba,Trattinnickia burserifolia,Burseraceae,40,C,1,12.01,22.61,20120207
T10,101,macaranduba,Manilkara huberi,Sapotaceae,44,C,1,16.07,29.99,20120207
T10,102,inhare,Helicostylis sp.,Moraceae,37.8,C,2,21.89,33.63,20120207
T10,108,timborana,Pseudopiptadenia suaveolens,Fabaceae,52.6,E,1,29.12,30.15,20120207
T10,116,pau-jacare,Laetia procera,Salicaceae,48.6,C,2,13.54,27.37,20120207
T10,127,iperana,Eperua bijuga,Fabaceae,35.2,S,1,14.96,25.81,20120207
T10,130,barrote,Tetragastris altissima,Burseraceae,40.2,C,1,16.53,24.51,20120207
T10,136,goiabao,Pradosia cochlearia,Sapotaceae,60,E,1,24.79,40.8,20120207
T10,141,inhare,Helicostylis sp.,Moraceae,40,C,2,25.16,37.32,20120207
T10,142,pau-jacare,Laetia procera,Salicaceae,41.2,C,2,19.19,28.54,20120207
T10,143,itauba,Mezilaurus itauba,Lauraceae,46,C,2,20.53,31.28,20120207
T10,144,matamata preto,Eschweilera ovata,Lecythidaceae,37.9,C,2,17.73,24.74,20120207
T10,145,matamata branco,Eschweilera coriacea,Lecythidaceae,39.1,C,2,27.17,35.9,20120207
T10,146,morta,NA,NA,70,NA,NA,NA,16.18,20120207
T10,147,piquiarana,Caryocar glabrum,Caryocaraceae,44,C,2,22.52,31.61,20120207
T10,148,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,C,2,18.68,34,20120207
T10,149,uxi,Endopleura uchi,Humiriaceae,44,C,2,22.5,33.57,20120207
T10,150,seringueira,Hevea brasiliensis,Euphorbiaceae,36.5,C,2,18.04,25.72,20120207
T10,151,parapara,Jacaranda copaia,Bignoniaceae,49.8,E,2,21.17,30.46,20120207
T10,152,jutai-mirim,Hymenaea parvifolia,Fabaceae,36.5,S,2,23.87,32.68,20120207
T10,153,caramuxi,Pouteria hispida,Sapotaceae,41.4,S,2,20.75,30.49,20120207
T10,154,matamata branco,Eschweilera coriacea,Lecythidaceae,42,C,2,17.02,24.18,20120207
T10,155,fava amarela,Parkia sp.,Fabaceae,41.9,C,2,20.05,30.46,20120207
T10,156,timborana,Pseudopiptadenia suaveolens,Fabaceae,50,C,2,14.66,30.59,20120207
T10,157,inga branco,Inga thibaudiana,Fabaceae,42.8,C,2,14.7,25.8,20120207
T10,158,breu barrote,Tetragastris panamensis,Burseraceae,36.1,S,2,13.35,21.48,20120207
T10,159,morta,NA,NA,45.3,NA,NA,NA,19.66,20120207
T10,160,uxi,Endopleura uchi,Humiriaceae,42.5,C,2,18.98,30.29,20120207
T10,161,jutai-pororoca,Dialium guianense,Fabaceae,46.9,C,2,17.15,28.37,20120207
T10,162,matamata branco,Eschweilera coriacea,Lecythidaceae,51.7,C,2,18.73,27.17,20120207
T10,163,iperana,Eperua bijuga,Fabaceae,38.6,C,2,18.36,25.55,20120207
T10,164,caqui,Diospyros guianensis,Ebenaceae,45.7,C,2,26.64,29.64,20120207
T10,165,inhare,Helicostylis sp.,Moraceae,49.6,C,2,28.81,40.02,20120207
T10,166,matamata branco,Eschweilera coriacea,Lecythidaceae,53.5,C,2,19.2,29.22,20120207
T10,167,iperana,Eperua bijuga,Fabaceae,48.2,C,2,16.36,21.34,20120207
T10,168,matamata branco,Eschweilera coriacea,Lecythidaceae,37.8,C,2,17.13,29.68,20120207
T10,169,macaranduba,Manilkara huberi,Sapotaceae,37.7,S,2,18.85,26.01,20120207
T10,170,inga branco,Inga thibaudiana,Fabaceae,46.6,C,2,19.49,32.64,20120207
T10,171,morta,NA,NA,50.8,NA,NA,NA,19.72,20120207
T10,172,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,C,2,21.89,30.44,20120207
T11,3,louro,Ocotea canaliculata,Lauraceae,53,E,1,21.35,34.1,20120203
T11,6,abiu cutite,NA,NA,39.4,S,2,18.73,29.21,20120203
T11,20,timborana,Pseudopiptadenia suaveolens,Fabaceae,55.3,C,1,19.42,31.95,20120203
T11,33,parajuba,Manilkara bidentata,Sapotaceae,47.3,C,1,26.57,34.97,20120203
T11,34,envira,Xylopia sp.,Annonaceae,35.2,S,2,23.5,30.94,20120203
T11,35,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,82,S,3,5.21,8.05,20120203
T11,38,iperana,Eperua bijuga,Fabaceae,50.4,C,1,15.92,23.51,20120203
T11,52,caramuxi,Pouteria hispida,Sapotaceae,54.2,C,1,16.69,30.59,20120203
T11,53,abiurana,Pouteria gongrijpii,Sapotaceae,63.8,E,1,19.27,28.87,20120203
T11,56,louro-abacate,Ocotea glomerata,Lauraceae,98,E,1,21.16,35.15,20120203
T11,61,morta,NA,NA,97.1,NA,NA,NA,35.2,20120203
T11,74,morta,NA,NA,91.5,NA,NA,NA,4.69,20120203
T11,76,guajara,Pouteria sp.,Sapotaceae,55.8,C,2,14.88,22.3,20120203
T11,82,abiu cutite,NA,NA,40.3,S,2,20.82,31.8,20120203
T11,84,iperana,Eperua bijuga,Fabaceae,41.6,E,1,14.22,23.82,20120203
T11,87,tauari,Couratari stellata,Lecythidaceae,60,E,1,33.31,51.4,20120203
T11,90,macaranduba,Manilkara huberi,Sapotaceae,36,S,2,21.89,29.55,20120203
T11,92,tachi preto,Tachigali myrmecophila,Fabaceae,76.2,C,1,23.85,42.23,20120203
T11,95,ucuuba,Virola michelii,Myristicaceae,50.7,C,1,25.93,44.36,20120203
T11,97,tachi preto,Tachigali myrmecophila,Fabaceae,54.5,E,1,24.68,42.22,20120203
T11,102,breu barrote,Tetragastris panamensis,Burseraceae,73.2,C,1,15.61,22.18,20120203
T11,110,iperana,Eperua bijuga,Fabaceae,42,C,1,22.42,32.7,20120203
T11,112,matamata preto,Eschweilera ovata,Lecythidaceae,38.8,C,1,18.09,26.83,20120203
T11,117,abiurana,Pouteria gongrijpii,Sapotaceae,90.1,E,1,22.08,34.31,20120203
T11,118,uxirana,Sacoglottis guianensis,Humiriaceae,61.8,E,1,26.98,42.73,20120203
T11,120,timborana,Pseudopiptadenia suaveolens,Fabaceae,62.3,E,1,21.41,36.63,20120203
T11,125,muirapiranga,Brosimum rubescens,Moraceae,94.5,E,1,27.77,44.58,20120203
T11,128,parajuba,Manilkara bidentata,Sapotaceae,42.1,S,2,24.01,40.81,20120203
T11,130,angelim vermelho,Dinizia excelsa,Fabaceae,83,E,1,34.5,57.02,20120203
T11,134,morta,NA,NA,38.5,NA,NA,NA,3.61,20120203
T11,136,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,46.1,E,1,15.59,28.12,20120203
T11,138,matamata branco,Eschweilera coriacea,Lecythidaceae,39.6,S,2,8.77,12.71,20120203
T11,140,seringueira,Hevea brasiliensis,Euphorbiaceae,40.7,E,1,14.58,22.54,20120203
T11,157,ingarana,Inga sp.,Fabaceae,40,S,1,14.74,26.93,20120203
T11,158,ingarana,Inga sp.,Fabaceae,35.7,S,1,13.61,25.63,20120203
T11,164,piquiarana,Caryocar glabrum,Caryocaraceae,95,E,1,23.94,40.47,20120203
T11,168,cupiuba,Goupia glabra,Goupiaceae,57.4,E,1,18.61,29.18,20120203
T11,170,matamata preto,Eschweilera ovata,Lecythidaceae,59.4,C,2,25.42,37.35,20120203
T11,171,tachi vermelho,Tachigali paniculata,Fabaceae,43.5,C,2,23.86,30.95,20120203
T11,172,jatereu,Lecythis idatimon,Lecythidaceae,40,S,2,20.55,29.09,20120203
T11,173,parajuba,Manilkara bidentata,Sapotaceae,36,C,2,18.02,27.02,20120203
T11,174,inga branco,Inga thibaudiana,Fabaceae,47.7,C,2,20.63,31.85,20120203
T11,175,matamata branco,Eschweilera coriacea,Lecythidaceae,39,C,2,22.75,33.43,20120203
T11,176,ucuuba,Virola michelii,Myristicaceae,44.9,C,2,18.63,29.4,20120203
T11,177,mapatirana,Pourouma minor,Urticaceae,45.1,C,2,23.05,32.63,20120203
T11,178,jutai-pororoca,Dialium guianense,Fabaceae,41.9,C,2,13.61,28.03,20120203
T11,179,matamata preto,Eschweilera ovata,Lecythidaceae,66.7,C,2,24.16,35.83,20120203
T11,180,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,C,2,20.73,26.29,20120203
T11,181,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.4,C,2,12.29,22.08,20120203
T11,182,breu vermelho,Protium hebetatum,Burseraceae,58.9,C,2,23.12,35.39,20120203
T11,183,matamata preto,Eschweilera ovata,Lecythidaceae,46.4,C,2,22.48,38.46,20120203
T11,184,caramuxi,Pouteria hispida,Sapotaceae,41.2,C,2,15.98,28.7,20120203
T11,185,morta,NA,NA,40.6,NA,NA,NA,14.5,20120203
T11,186,matamata branco,Eschweilera coriacea,Lecythidaceae,36.5,C,2,18.52,27.94,20120203
T11,187,breu barrote,Tetragastris panamensis,Burseraceae,45.6,C,2,19.31,27.02,20120203
T11,188,abiurana,Pouteria gongrijpii,Sapotaceae,37.9,C,2,16.86,26.98,20120203
T11,189,parajuba,Manilkara bidentata,Sapotaceae,57.5,S,2,21.89,30.32,20120203
T11,190,mapatirana,Pourouma villosa,Urticaceae,35,C,2,10.82,22.58,20120203
T11,191,breu barrote,Tetragastris panamensis,Burseraceae,42.2,S,2,22.39,33.21,20120203
T11,192,breu barrote,Tetragastris panamensis,Burseraceae,42.2,S,2,19.15,28.55,20120203
T11,193,fava-saboeiro,Abarema cochleata,Fabaceae,48.7,C,2,21.22,30.04,20120203
T11,194,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,C,2,22.62,30.93,20120203
T11,195,iperana,Eperua bijuga,Fabaceae,41.7,C,2,11.24,15.81,20120203
T12,1,jarana,Lecythis lurida,Lecythidaceae,55.9,E,1,17.6,34.04,20120309
T12,4,matamata branco,Eschweilera coriacea,Lecythidaceae,50,C ,1,14.56,23.79,20120309
T12,6,matamata branco,Eschweilera coriacea,Lecythidaceae,57.9,C,1,22.74,38.78,20120309
T12,7,casca seca,Licania canescens,Chrysobalanaceae,41.8,C,1,23.59,33.1,20120309
T12,8,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,C,1,24,31.69,20120309
T12,10,anani,Symphonia globulifera,Clusiaceae,53.3,E,1,27.26,37.92,20120309
T12,11,axixa,Sterculia pruriens,Malvaceae,47.6,C,2,19.97,28.24,20120309
T12,16,tauari,Couratari stellata,Lecythidaceae,60,E,1,31.23,39.16,20120309
T12,18,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,E,1,23.06,33.64,20120309
T12,19,breu barrote,Tetragastris panamensis,Burseraceae,50.6,C,1,20.97,31.82,20120309
T12,22,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,52.3,E,1,28.01,38.48,20120309
T12,23,abiurana,Pouteria gongrijpii,Sapotaceae,45,E,1,30.28,40.18,20120309
T12,26,mato,NA,NA,51.7,C,1,19.93,26.76,20120309
T12,27,matamata branco,Eschweilera coriacea,Lecythidaceae,58.5,C,1,19.41,28.66,20120309
T12,28,casca seca,Licania canescens,Chrysobalanaceae,53.7,C,1,25.9,34.93,20120309
T12,31,caramuxi,Pouteria hispida,Sapotaceae,40,C,1,20.21,33.09,20120309
T12,32,uxi,Endopleura uchi,Humiriaceae,38,C,1,22.31,32.12,20120309
T12,34,tachi branco,Tachigali paniculata,Fabaceae,60,E,1,19.51,30.11,20120309
T12,37,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,81.3,C,1,28.36,42.49,20120309
T12,41,jarana,Lecythis lurida,Lecythidaceae,86,E,1,29.07,39.82,20120309
T12,44,uxirana,Sacoglottis guianensis,Humiriaceae,56.1,C,1,15.92,22.61,20120309
T12,45,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,C,1,16.06,21.57,20120309
T12,46,uxirana,Sacoglottis guianensis,Humiriaceae,40.6,C,1,20.32,34.74,20120309
T12,48,matamata branco,Eschweilera coriacea,Lecythidaceae,35.3,C,2,18.3,25.6,20120309
T12,49,macaranduba,Manilkara huberi,Sapotaceae,38.3,C,2,18.74,29.07,20120309
T12,50,jatereu,Lecythis idatimon,Lecythidaceae,48.5,C,2,24.09,39.78,20120309
T12,51,caramuxi,Pouteria hispida,Sapotaceae,70.8,C,1,21.34,32.35,20120309
T12,52,morta,NA,NA,48.5,NA,NA,NA,36.16,20120309
T12,53,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,S,2,24.3,33.66,20120309
T12,54,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,S,2,16.87,32.21,20120309
T12,55,parajuba,Manilkara bidentata,Sapotaceae,79.2,E,1,29.74,42.83,20120309
T12,56,morta,NA,NA,54.4,NA,NA,NA,29.49,20120309
T12,57,maracatiara,Astronium graveolens,Anacardiaceae,99.6,E,1,30.34,51.89,20120309
T12,59,casca seca,Licania canescens,Chrysobalanaceae,49,C,1,33.5,37.17,20120309
T12,60,abiurana,Pouteria gongrijpii,Sapotaceae,41,S,2,20.94,34.61,20120309
T12,63,casca seca,Licania canescens,Chrysobalanaceae,43.5,C,1,17.85,27.45,20120309
T12,65,matamata branco,Eschweilera coriacea,Lecythidaceae,54.8,C,1,23.2,35.8,20120309
T12,66,macucu,Licania guianensis,Chrysobalanaceae,35.9,C,2,17.79,27.44,20120309
T12,69,casca seca,Licania canescens,Chrysobalanaceae,36.5,C,2,26.97,31.08,20120309
T12,70,abiurana,Pouteria gongrijpii,Sapotaceae,100.7,E,1,27.06,44.73,20120309
T12,72,morta,NA,NA,38,NA,NA,NA,6.2,20120309
T12,73,matamata branco,Eschweilera coriacea,Lecythidaceae,39,S,2,22.53,35.62,20120309
T12,74,tanibuca,Terminalia amazonia,Combretaceae,55.1,C,2,23.43,37.26,20120309
T12,75,macaranduba,Manilkara huberi,Sapotaceae,42.7,E,1,24.21,37.36,20120309
T12,76,matamata preto,Eschweilera ovata,Lecythidaceae,58.2,C,1,15.91,33.31,20120309
T12,78,casca seca,Licania canescens,Chrysobalanaceae,36.9,C,2,21.85,30.02,20120309
T12,79,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,S,2,18.43,33.96,20120309
T12,80,murure,Brosimum acutifolium,Moraceae,35,S,2,23.97,33.35,20120309
T12,81,sucupira tento,Ormosia nobilis,Fabaceae,47.3,E,1,25.16,37.51,20120309
T12,82,matamata branco,Eschweilera coriacea,Lecythidaceae,35.2,S,2,20.53,30.59,20120309
T12,83,cajuacu,Anacardium spruceanum,Anacardiaceae,68.6,E,1,21.05,32.65,20120309
T12,84,envira-surucucu,Duguetia surinamensis,Annonaceae,35.5,S,2,21.71,31.26,20120309
T12,89,matamata preto,Eschweilera ovata,Lecythidaceae,42.7,S,2,20.15,28.76,20120309
T12,90,macaranduba,Manilkara huberi,Sapotaceae,66.4,C,2,21.18,32.86,20120309
T12,93,tachi preto,Tachigali myrmecophila,Fabaceae,70,E,1,20.56,33.95,20120309
T12,95,jutai,Hymenaea parvifolia,Fabaceae,37.6,C,2,19.57,30.2,20120309
T12,96,matamata branco,Eschweilera coriacea,Lecythidaceae,46.2,C,2,13.23,25.98,20120309
T12,98,maracatiara,Astronium graveolens,Anacardiaceae,48.5,E,1,21.41,31.92,20120309
T12,101,tachirana,Stryphnodendron paniculatum,Fabaceae,44.7,S,1,16.93,25.12,20120309
T13,1,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,S,2,21.73,30.13,20120326
T13,2,lacre-da-mata,Vismia floribunda,Hypericaceae,58,E,1,19.4,39.08,20120326
T13,3,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,C,2,11.59,17.37,20120326
T13,5,casca seca,Licania canescens,Chrysobalanaceae,37.1,C,2,23.34,31.35,20120326
T13,8,morta,NA,NA,42,NA,NA,NA,4.63,20120326
T13,9,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.9,S,1,23.68,32.44,20120326
T13,11,casca seca,Licania canescens,Chrysobalanaceae,65,C,1,17.29,37.26,20120326
T13,13,parajuba,Manilkara bidentata,Sapotaceae,51.7,E,1,18.16,35.63,20120326
T13,14,guajara branco,Pouteria sp.,Sapotaceae,58.7,E,1,25.48,39.71,20120326
T13,15,seringarana,Micrandra minor,Euphorbiaceae,66,C,1,23.2,39.68,20120326
T13,16,macucu,Licania guianensis,Chrysobalanaceae,53.4,C,1,24.16,38.02,20120326
T13,17,abiurana branca,Pouteria guianensis,Sapotaceae,45.5,C,1,17.77,31.8,20120326
T13,18,abiurana branca,Pouteria guianensis,Sapotaceae,35,C,1,19.41,29.65,20120326
T13,19,jatereu,Lecythis idatimon,Lecythidaceae,37.1,S,2,22.6,30.85,20120326
T13,21,jatereu,Lecythis idatimon,Lecythidaceae,36.2,C,2,18.13,32.02,20120326
T13,23,papuda,NA,NA,48,E,1,16.83,33.63,20120326
T13,24,abiurana,Pouteria gongrijpii,Sapotaceae,48.1,C,2,19.63,33.58,20120326
T13,26,abiurana branca,Pouteria guianensis,Sapotaceae,45.8,S,2,23.41,29.84,20120326
T13,28,guajara peludo,Pouteria sp.,Sapotaceae,53.2,E,1,23.88,39.02,20120326
T13,29,morta,NA,NA,55,NA,NA,NA,30.52,20120326
T13,30,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,65.8,E,1,27.12,44.33,20120326
T13,31,abiurana branca,Pouteria guianensis,Sapotaceae,35.3,S,2,22.3,34.66,20120326
T13,32,matamata branco,Eschweilera coriacea,Lecythidaceae,40,S,2,22.99,34.78,20120326
T13,33,casca seca,Licania canescens,Chrysobalanaceae,39.3,S,2,23.06,38.69,20120326
T13,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45,C,2,21.9,32.02,20120326
T13,39,caramuxi,Pouteria hispida,Sapotaceae,48.9,E,1,26.65,36.22,20120326
T13,40,matamata preto,Eschweilera ovata,Lecythidaceae,42,E,1,25.43,36.17,20120326
T13,42,matamata branco,Eschweilera coriacea,Lecythidaceae,35,C,2,24.14,37.39,20120326
T13,43,casca seca,Licania canescens,Chrysobalanaceae,47.5,C,1,28.6,35.02,20120326
T13,44,macucu,Licania guianensis,Chrysobalanaceae,52.8,C,2,20.75,34.49,20120326
T13,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36.8,C,2,18.81,28.43,20120326
T13,49,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45.9,E,1,20.98,31.76,20120326
T13,51,breu barrote,Tetragastris panamensis,Burseraceae,37,S,2,20.71,25.05,20120326
T13,55,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,S,1,27.86,41.93,20120326
T13,56,uxirana,Sacoglottis guianensis,Humiriaceae,48.1,S,1,27.39,40.3,20120326
T13,59,louro vermelho,Sextonia rubra,Lauraceae,80.5,C,2,30.71,34.23,20120326
T13,60,timborana,Pseudopiptadenia suaveolens,Fabaceae,38.7,E,1,21.07,29,20120326
T13,61,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,47,E,1,20.71,28.5,20120326
T13,62,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,E,1,16.45,28.5,20120326
T13,63,jatereu,Lecythis idatimon,Lecythidaceae,37.2,C,2,20.29,27.25,20120326
T13,64,matamata preto,Eschweilera ovata,Lecythidaceae,64.9,C,2,14.82,40.65,20120326
T13,65,breu barrote,Tetragastris panamensis,Burseraceae,37.8,S,2,17.8,21.58,20120326
T13,66,abiurana,Pouteria gongrijpii,Sapotaceae,37.5,C,1,20.08,29.61,20120326
T13,67,matamata branco,Eschweilera coriacea,Lecythidaceae,56.4,C,2,20.95,28.63,20120326
T13,70,macaranduba,Manilkara huberi,Sapotaceae,38.9,C,2,22.03,32.64,20120326
T13,71,fava-saboeiro,Abarema cochleata,Fabaceae,48.3,C,2,17.93,37,20120326
T13,72,jarana,Lecythis lurida,Lecythidaceae,90,C,1,36.56,58.23,20120326
T13,74,abiurana,Pouteria gongrijpii,Sapotaceae,43.5,E,1,23.56,30.42,20120326
T13,76,inhare,Helicostylis sp.,Moraceae,42.7,C,1,19.34,30.41,20120326
T13,77,matamata,Eschweilera amazonica,Lecythidaceae,50.7,C,1,19.14,28.63,20120326
T13,79,buiucu,Ormosia flava,Fabaceae,62.1,C,1,18.11,28.89,20120326
T13,81,guajara branco,Pouteria sp.,Sapotaceae,44,E,1,21.09,28.67,20120326
T13,83,macucu,Licania guianensis,Chrysobalanaceae,36.5,C,2,22.13,30.88,20120326
T13,85,pau doce,Glycydendron amazonicum,Euphorbiaceae,45,E,1,15.73,28.83,20120326
T13,86,pintadinho,Poeppigia procera,Fabaceae,37.8,E,1,11.63,17.2,20120326
T13,87,abiurana,Pouteria gongrijpii,Sapotaceae,37,C,2,25.12,34.65,20120326
T13,88,macucu,Licania guianensis,Chrysobalanaceae,38.9,C,2,24.65,38.33,20120326
T13,90,matamata preto,Eschweilera ovata,Lecythidaceae,38.6,C,2,11.92,29.53,20120326
T13,93,piquiarana,Caryocar glabrum,Caryocaraceae,36.7,S,2,16.66,22.28,20120326
T13,94,caramuxi,Pouteria hispida,Sapotaceae,42.7,C,2,16.33,26.31,20120326
